split,sample_id,source_file,peak_count,peak_count_class,seed_label,reviewed,manually_changed,seed_label_changed,attribute_missing_count
train,0001_MAY_RoCI-StEM_CP-287__F11133,0001_MAY_RoCI-StEM_CP-287,1,single,1,False,False,False,0
train,0001_MAY_RoCI-StEM_CP-287__F11145,0001_MAY_RoCI-StEM_CP-287,0,empty,0,False,False,False,0
train,0001_MAY_RoCI-StEM_CP-287__F11187,0001_MAY_RoCI-StEM_CP-287,1,single,0,False,False,False,0
train,0001_MAY_RoCI-StEM_CP-287__F11227,0001_MAY_RoCI-StEM_CP-287,0,empty,0,False,False,False,0
train,0001_MAY_RoCI-StEM_CP-287__F11267,0001_MAY_RoCI-StEM_CP-287,0,empty,0,False,False,False,0
train,0001_MAY_RoCI-StEM_CP-287__F11324,0001_MAY_RoCI-StEM_CP-287,1,single,1,False,False,False,0
train,0001_MAY_RoCI-StEM_CP-287__F11341,0001_MAY_RoCI-StEM_CP-287,0,empty,0,False,False,False,0
train,0001_MAY_RoCI-StEM_CP-287__F11360,0001_MAY_RoCI-StEM_CP-287,1,single,1,False,False,False,0
train,0001_MAY_RoCI-StEM_CP-287__F1140,0001_MAY_RoCI-StEM_CP-287,0,empty,0,False,False,False,0
train,0001_MAY_RoCI-StEM_CP-287__F11405,0001_MAY_RoCI-StEM_CP-287,2,multi,1,False,False,False,0
train,0001_MAY_RoCI-StEM_CP-287__F11439,0001_MAY_RoCI-StEM_CP-287,0,empty,0,False,False,False,0
train,0001_MAY_RoCI-StEM_CP-287__F11459,0001_MAY_RoCI-StEM_CP-287,3,multi,1,False,False,False,0
train,0001_MAY_RoCI-StEM_CP-287__F11461,0001_MAY_RoCI-StEM_CP-287,0,empty,0,False,False,False,0
train,0001_MAY_RoCI-StEM_CP-287__F11479,0001_MAY_RoCI-StEM_CP-287,0,empty,0,False,False,False,0
train,0001_MAY_RoCI-StEM_CP-287__F11499,0001_MAY_RoCI-StEM_CP-287,2,multi,1,False,False,False,0
train,0001_MAY_RoCI-StEM_CP-287__F11563,0001_MAY_RoCI-StEM_CP-287,0,empty,0,False,False,False,0
train,0001_MAY_RoCI-StEM_CP-287__F11601,0001_MAY_RoCI-StEM_CP-287,2,multi,1,False,False,False,0
train,0001_MAY_RoCI-StEM_CP-287__F11616,0001_MAY_RoCI-StEM_CP-287,2,multi,1,False,False,False,0
train,0001_MAY_RoCI-StEM_CP-287__F11629,0001_MAY_RoCI-StEM_CP-287,1,single,1,False,False,False,0
train,0001_MAY_RoCI-StEM_CP-287__F11630,0001_MAY_RoCI-StEM_CP-287,2,multi,1,False,False,False,0
train,0001_MAY_RoCI-StEM_CP-287__F11642,0001_MAY_RoCI-StEM_CP-287,0,empty,0,False,False,False,0
train,0001_MAY_RoCI-StEM_CP-287__F11646,0001_MAY_RoCI-StEM_CP-287,0,empty,0,False,False,False,0
train,0001_MAY_RoCI-StEM_CP-287__F11672,0001_MAY_RoCI-StEM_CP-287,0,empty,0,False,False,False,0
train,0001_MAY_RoCI-StEM_CP-287__F11682,0001_MAY_RoCI-StEM_CP-287,0,empty,0,False,False,False,0
train,0001_MAY_RoCI-StEM_CP-287__F11684,0001_MAY_RoCI-StEM_CP-287,0,empty,0,False,False,False,0
train,0001_MAY_RoCI-StEM_CP-287__F11705,0001_MAY_RoCI-StEM_CP-287,2,multi,1,False,False,False,0
train,0001_MAY_RoCI-StEM_CP-287__F11721,0001_MAY_RoCI-StEM_CP-287,0,empty,0,False,False,False,0
train,0001_MAY_RoCI-StEM_CP-287__F11737,0001_MAY_RoCI-StEM_CP-287,0,empty,0,False,False,False,0
train,0001_MAY_RoCI-StEM_CP-287__F1176,0001_MAY_RoCI-StEM_CP-287,0,empty,0,False,False,False,0
train,0001_MAY_RoCI-StEM_CP-287__F11777,0001_MAY_RoCI-StEM_CP-287,1,single,1,False,False,False,0
train,0001_MAY_RoCI-StEM_CP-287__F1179,0001_MAY_RoCI-StEM_CP-287,0,empty,0,False,False,False,0
train,0001_MAY_RoCI-StEM_CP-287__F1209,0001_MAY_RoCI-StEM_CP-287,2,multi,1,False,False,False,0
train,0001_MAY_RoCI-StEM_CP-287__F1211,0001_MAY_RoCI-StEM_CP-287,2,multi,1,False,False,False,0
train,0001_MAY_RoCI-StEM_CP-287__F1214,0001_MAY_RoCI-StEM_CP-287,0,empty,0,False,False,False,0
train,0001_MAY_RoCI-StEM_CP-287__F1218,0001_MAY_RoCI-StEM_CP-287,1,single,1,False,False,False,0
train,0001_MAY_RoCI-StEM_CP-287__F1220,0001_MAY_RoCI-StEM_CP-287,0,empty,0,False,False,False,0
train,0001_MAY_RoCI-StEM_CP-287__F1262,0001_MAY_RoCI-StEM_CP-287,1,single,1,False,False,False,0
train,0001_MAY_RoCI-StEM_CP-287__F1278,0001_MAY_RoCI-StEM_CP-287,0,empty,0,False,False,False,0
train,0001_MAY_RoCI-StEM_CP-287__F1321,0001_MAY_RoCI-StEM_CP-287,0,empty,0,False,False,False,0
train,0001_MAY_RoCI-StEM_CP-287__F1348,0001_MAY_RoCI-StEM_CP-287,0,empty,0,False,False,False,0
train,0001_MAY_RoCI-StEM_CP-287__F1394,0001_MAY_RoCI-StEM_CP-287,0,empty,0,False,False,False,0
train,0001_MAY_RoCI-StEM_CP-287__F1431,0001_MAY_RoCI-StEM_CP-287,3,multi,1,False,False,False,0
train,0001_MAY_RoCI-StEM_CP-287__F1433,0001_MAY_RoCI-StEM_CP-287,0,empty,0,False,False,False,0
train,0001_MAY_RoCI-StEM_CP-287__F1434,0001_MAY_RoCI-StEM_CP-287,0,empty,0,False,False,False,0
train,0001_MAY_RoCI-StEM_CP-287__F1435,0001_MAY_RoCI-StEM_CP-287,1,single,1,False,False,False,0
train,0001_MAY_RoCI-StEM_CP-287__F1454,0001_MAY_RoCI-StEM_CP-287,2,multi,1,False,False,False,0
train,0001_MAY_RoCI-StEM_CP-287__F1480,0001_MAY_RoCI-StEM_CP-287,0,empty,0,False,False,False,0
train,0001_MAY_RoCI-StEM_CP-287__F1492,0001_MAY_RoCI-StEM_CP-287,3,multi,0,False,False,False,0
train,0001_MAY_RoCI-StEM_CP-287__F15,0001_MAY_RoCI-StEM_CP-287,0,empty,0,False,False,False,0
train,0001_MAY_RoCI-StEM_CP-287__F150,0001_MAY_RoCI-StEM_CP-287,0,empty,0,False,False,False,0
train,0001_MAY_RoCI-StEM_CP-287__F1513,0001_MAY_RoCI-StEM_CP-287,1,single,1,False,False,False,0
train,0001_MAY_RoCI-StEM_CP-287__F1517,0001_MAY_RoCI-StEM_CP-287,0,empty,0,False,False,False,0
train,0001_MAY_RoCI-StEM_CP-287__F1531,0001_MAY_RoCI-StEM_CP-287,0,empty,0,False,False,False,0
train,0001_MAY_RoCI-StEM_CP-287__F1580,0001_MAY_RoCI-StEM_CP-287,0,empty,0,False,False,False,0
train,0001_MAY_RoCI-StEM_CP-287__F1624,0001_MAY_RoCI-StEM_CP-287,0,empty,0,False,False,False,0
train,0001_MAY_RoCI-StEM_CP-287__F1627,0001_MAY_RoCI-StEM_CP-287,0,empty,0,False,False,False,0
train,0001_MAY_RoCI-StEM_CP-287__F1651,0001_MAY_RoCI-StEM_CP-287,1,single,1,False,False,False,0
train,0001_MAY_RoCI-StEM_CP-287__F1671,0001_MAY_RoCI-StEM_CP-287,0,empty,0,False,False,False,0
train,0001_MAY_RoCI-StEM_CP-287__F1689,0001_MAY_RoCI-StEM_CP-287,0,empty,0,False,False,False,0
train,0001_MAY_RoCI-StEM_CP-287__F1702,0001_MAY_RoCI-StEM_CP-287,2,multi,1,False,False,False,0
train,0001_MAY_RoCI-StEM_CP-287__F1767,0001_MAY_RoCI-StEM_CP-287,0,empty,0,False,False,False,0
train,0001_MAY_RoCI-StEM_CP-287__F178,0001_MAY_RoCI-StEM_CP-287,0,empty,0,False,False,False,0
train,0001_MAY_RoCI-StEM_CP-287__F1784,0001_MAY_RoCI-StEM_CP-287,0,empty,0,False,False,False,0
train,0001_MAY_RoCI-StEM_CP-287__F1804,0001_MAY_RoCI-StEM_CP-287,0,empty,0,False,False,False,0
train,0001_MAY_RoCI-StEM_CP-287__F1884,0001_MAY_RoCI-StEM_CP-287,1,single,1,False,False,False,0
train,0001_MAY_RoCI-StEM_CP-287__F1897,0001_MAY_RoCI-StEM_CP-287,2,multi,0,False,False,False,0
train,0001_MAY_RoCI-StEM_CP-287__F1905,0001_MAY_RoCI-StEM_CP-287,0,empty,0,False,False,False,0
train,0001_MAY_RoCI-StEM_CP-287__F1984,0001_MAY_RoCI-StEM_CP-287,0,empty,0,False,False,False,0
train,0001_MAY_RoCI-StEM_CP-287__F1985,0001_MAY_RoCI-StEM_CP-287,0,empty,0,False,False,False,0
train,0001_MAY_RoCI-StEM_CP-287__F20,0001_MAY_RoCI-StEM_CP-287,0,empty,0,False,False,False,0
train,0001_MAY_RoCI-StEM_CP-287__F2020,0001_MAY_RoCI-StEM_CP-287,0,empty,0,False,False,False,0
train,0001_MAY_RoCI-StEM_CP-287__F2022,0001_MAY_RoCI-StEM_CP-287,0,empty,0,False,False,False,0
train,0001_MAY_RoCI-StEM_CP-287__F2040,0001_MAY_RoCI-StEM_CP-287,0,empty,0,False,False,False,0
train,0001_MAY_RoCI-StEM_CP-287__F2056,0001_MAY_RoCI-StEM_CP-287,0,empty,0,False,False,False,0
train,0001_MAY_RoCI-StEM_CP-287__F2120,0001_MAY_RoCI-StEM_CP-287,0,empty,0,False,False,False,0
train,0001_MAY_RoCI-StEM_CP-287__F2143,0001_MAY_RoCI-StEM_CP-287,2,multi,1,False,False,False,0
train,0001_MAY_RoCI-StEM_CP-287__F2151,0001_MAY_RoCI-StEM_CP-287,0,empty,0,False,False,False,0
train,0001_MAY_RoCI-StEM_CP-287__F2158,0001_MAY_RoCI-StEM_CP-287,0,empty,0,False,False,False,0
train,0001_MAY_RoCI-StEM_CP-287__F2185,0001_MAY_RoCI-StEM_CP-287,0,empty,0,False,False,False,0
train,0001_MAY_RoCI-StEM_CP-287__F219,0001_MAY_RoCI-StEM_CP-287,0,empty,0,False,False,False,0
train,0001_MAY_RoCI-StEM_CP-287__F2233,0001_MAY_RoCI-StEM_CP-287,2,multi,1,False,False,False,0
train,0001_MAY_RoCI-StEM_CP-287__F2326,0001_MAY_RoCI-StEM_CP-287,3,multi,1,False,False,False,0
train,0001_MAY_RoCI-StEM_CP-287__F2393,0001_MAY_RoCI-StEM_CP-287,0,empty,0,False,False,False,0
train,0001_MAY_RoCI-StEM_CP-287__F2423,0001_MAY_RoCI-StEM_CP-287,1,single,1,False,False,False,0
train,0001_MAY_RoCI-StEM_CP-287__F2443,0001_MAY_RoCI-StEM_CP-287,0,empty,0,False,False,False,0
train,0001_MAY_RoCI-StEM_CP-287__F2458,0001_MAY_RoCI-StEM_CP-287,0,empty,0,False,False,False,0
train,0001_MAY_RoCI-StEM_CP-287__F2472,0001_MAY_RoCI-StEM_CP-287,0,empty,0,False,False,False,0
train,0001_MAY_RoCI-StEM_CP-287__F2488,0001_MAY_RoCI-StEM_CP-287,0,empty,0,False,False,False,0
train,0001_MAY_RoCI-StEM_CP-287__F249,0001_MAY_RoCI-StEM_CP-287,0,empty,0,False,False,False,0
train,0001_MAY_RoCI-StEM_CP-287__F2496,0001_MAY_RoCI-StEM_CP-287,1,single,1,False,False,False,0
train,0001_MAY_RoCI-StEM_CP-287__F2517,0001_MAY_RoCI-StEM_CP-287,0,empty,0,False,False,False,0
train,0001_MAY_RoCI-StEM_CP-287__F2518,0001_MAY_RoCI-StEM_CP-287,0,empty,0,False,False,False,0
train,0001_MAY_RoCI-StEM_CP-287__F252,0001_MAY_RoCI-StEM_CP-287,0,empty,0,False,False,False,0
train,0001_MAY_RoCI-StEM_CP-287__F2520,0001_MAY_RoCI-StEM_CP-287,0,empty,0,False,False,False,0
train,0001_MAY_RoCI-StEM_CP-287__F2565,0001_MAY_RoCI-StEM_CP-287,0,empty,0,False,False,False,0
train,0001_MAY_RoCI-StEM_CP-287__F2587,0001_MAY_RoCI-StEM_CP-287,1,single,1,False,False,False,0
train,0001_MAY_RoCI-StEM_CP-287__F2609,0001_MAY_RoCI-StEM_CP-287,0,empty,0,False,False,False,0
train,0001_MAY_RoCI-StEM_CP-287__F2656,0001_MAY_RoCI-StEM_CP-287,0,empty,0,False,False,False,0
train,0001_MAY_RoCI-StEM_CP-287__F2681,0001_MAY_RoCI-StEM_CP-287,1,single,1,False,False,False,0
train,0001_MAY_RoCI-StEM_CP-287__F2686,0001_MAY_RoCI-StEM_CP-287,0,empty,0,False,False,False,0
train,0001_MAY_RoCI-StEM_CP-287__F2710,0001_MAY_RoCI-StEM_CP-287,0,empty,0,False,False,False,0
train,0001_MAY_RoCI-StEM_CP-287__F2715,0001_MAY_RoCI-StEM_CP-287,0,empty,0,False,False,False,0
train,0001_MAY_RoCI-StEM_CP-287__F2716,0001_MAY_RoCI-StEM_CP-287,2,multi,1,False,False,False,0
train,0001_MAY_RoCI-StEM_CP-287__F2760,0001_MAY_RoCI-StEM_CP-287,0,empty,0,False,False,False,0
train,0001_MAY_RoCI-StEM_CP-287__F2772,0001_MAY_RoCI-StEM_CP-287,0,empty,0,False,False,False,0
train,0001_MAY_RoCI-StEM_CP-287__F2792,0001_MAY_RoCI-StEM_CP-287,0,empty,0,False,False,False,0
train,0001_MAY_RoCI-StEM_CP-287__F2808,0001_MAY_RoCI-StEM_CP-287,0,empty,0,False,False,False,0
train,0001_MAY_RoCI-StEM_CP-287__F2856,0001_MAY_RoCI-StEM_CP-287,1,single,1,False,False,False,0
train,0001_MAY_RoCI-StEM_CP-287__F2874,0001_MAY_RoCI-StEM_CP-287,0,empty,0,False,False,False,0
train,0001_MAY_RoCI-StEM_CP-287__F2923,0001_MAY_RoCI-StEM_CP-287,0,empty,0,False,False,False,0
train,0001_MAY_RoCI-StEM_CP-287__F2996,0001_MAY_RoCI-StEM_CP-287,0,empty,0,False,False,False,0
train,0001_MAY_RoCI-StEM_CP-287__F2997,0001_MAY_RoCI-StEM_CP-287,0,empty,0,False,False,False,0
train,0001_MAY_RoCI-StEM_CP-287__F3007,0001_MAY_RoCI-StEM_CP-287,0,empty,0,False,False,False,0
train,0001_MAY_RoCI-StEM_CP-287__F3046,0001_MAY_RoCI-StEM_CP-287,1,single,1,False,False,False,0
train,0001_MAY_RoCI-StEM_CP-287__F3049,0001_MAY_RoCI-StEM_CP-287,0,empty,0,False,False,False,0
train,0001_MAY_RoCI-StEM_CP-287__F3062,0001_MAY_RoCI-StEM_CP-287,0,empty,0,False,False,False,0
train,0001_MAY_RoCI-StEM_CP-287__F3099,0001_MAY_RoCI-StEM_CP-287,0,empty,0,False,False,False,0
train,0001_MAY_RoCI-StEM_CP-287__F3108,0001_MAY_RoCI-StEM_CP-287,0,empty,0,False,False,False,0
train,0001_MAY_RoCI-StEM_CP-287__F3112,0001_MAY_RoCI-StEM_CP-287,0,empty,0,False,False,False,0
train,0001_MAY_RoCI-StEM_CP-287__F3116,0001_MAY_RoCI-StEM_CP-287,2,multi,1,False,False,False,0
train,0001_MAY_RoCI-StEM_CP-287__F322,0001_MAY_RoCI-StEM_CP-287,0,empty,0,False,False,False,0
train,0001_MAY_RoCI-StEM_CP-287__F3235,0001_MAY_RoCI-StEM_CP-287,0,empty,0,False,False,False,0
train,0001_MAY_RoCI-StEM_CP-287__F3264,0001_MAY_RoCI-StEM_CP-287,0,empty,0,False,False,False,0
train,0001_MAY_RoCI-StEM_CP-287__F3313,0001_MAY_RoCI-StEM_CP-287,1,single,1,False,False,False,0
train,0001_MAY_RoCI-StEM_CP-287__F3315,0001_MAY_RoCI-StEM_CP-287,0,empty,0,False,False,False,0
train,0001_MAY_RoCI-StEM_CP-287__F3326,0001_MAY_RoCI-StEM_CP-287,0,empty,0,False,False,False,0
train,0001_MAY_RoCI-StEM_CP-287__F3380,0001_MAY_RoCI-StEM_CP-287,0,empty,0,False,False,False,0
train,0001_MAY_RoCI-StEM_CP-287__F3394,0001_MAY_RoCI-StEM_CP-287,0,empty,0,False,False,False,0
train,0001_MAY_RoCI-StEM_CP-287__F34,0001_MAY_RoCI-StEM_CP-287,0,empty,0,False,False,False,0
train,0001_MAY_RoCI-StEM_CP-287__F3423,0001_MAY_RoCI-StEM_CP-287,2,multi,1,False,False,False,0
train,0001_MAY_RoCI-StEM_CP-287__F3425,0001_MAY_RoCI-StEM_CP-287,0,empty,0,False,False,False,0
train,0001_MAY_RoCI-StEM_CP-287__F3435,0001_MAY_RoCI-StEM_CP-287,1,single,1,False,False,False,0
train,0001_MAY_RoCI-StEM_CP-287__F3464,0001_MAY_RoCI-StEM_CP-287,2,multi,1,False,False,False,0
train,0001_MAY_RoCI-StEM_CP-287__F3466,0001_MAY_RoCI-StEM_CP-287,0,empty,0,False,False,False,0
train,0001_MAY_RoCI-StEM_CP-287__F347,0001_MAY_RoCI-StEM_CP-287,0,empty,0,False,False,False,0
train,0001_MAY_RoCI-StEM_CP-287__F358,0001_MAY_RoCI-StEM_CP-287,3,multi,1,False,False,False,0
train,0001_MAY_RoCI-StEM_CP-287__F3600,0001_MAY_RoCI-StEM_CP-287,1,single,1,False,False,False,0
train,0001_MAY_RoCI-StEM_CP-287__F361,0001_MAY_RoCI-StEM_CP-287,3,multi,1,False,False,False,0
train,0001_MAY_RoCI-StEM_CP-287__F3616,0001_MAY_RoCI-StEM_CP-287,0,empty,0,False,False,False,0
train,0001_MAY_RoCI-StEM_CP-287__F3647,0001_MAY_RoCI-StEM_CP-287,0,empty,0,False,False,False,0
train,0001_MAY_RoCI-StEM_CP-287__F3653,0001_MAY_RoCI-StEM_CP-287,0,empty,0,False,False,False,0
train,0001_MAY_RoCI-StEM_CP-287__F3680,0001_MAY_RoCI-StEM_CP-287,0,empty,0,False,False,False,0
train,0001_MAY_RoCI-StEM_CP-287__F3693,0001_MAY_RoCI-StEM_CP-287,0,empty,0,False,False,False,0
train,0001_MAY_RoCI-StEM_CP-287__F3695,0001_MAY_RoCI-StEM_CP-287,0,empty,0,False,False,False,0
train,0001_MAY_RoCI-StEM_CP-287__F3722,0001_MAY_RoCI-StEM_CP-287,0,empty,0,False,False,False,0
train,0001_MAY_RoCI-StEM_CP-287__F3820,0001_MAY_RoCI-StEM_CP-287,0,empty,0,False,False,False,0
train,0001_MAY_RoCI-StEM_CP-287__F3839,0001_MAY_RoCI-StEM_CP-287,0,empty,0,False,False,False,0
train,0001_MAY_RoCI-StEM_CP-287__F3843,0001_MAY_RoCI-StEM_CP-287,0,empty,0,False,False,False,0
train,0001_MAY_RoCI-StEM_CP-287__F3882,0001_MAY_RoCI-StEM_CP-287,0,empty,0,False,False,False,0
train,0001_MAY_RoCI-StEM_CP-287__F3945,0001_MAY_RoCI-StEM_CP-287,0,empty,0,False,False,False,0
train,0001_MAY_RoCI-StEM_CP-287__F399,0001_MAY_RoCI-StEM_CP-287,2,multi,1,False,False,False,0
train,0001_MAY_RoCI-StEM_CP-287__F3990,0001_MAY_RoCI-StEM_CP-287,2,multi,0,False,False,False,0
train,0001_MAY_RoCI-StEM_CP-287__F3995,0001_MAY_RoCI-StEM_CP-287,0,empty,0,False,False,False,0
train,0001_MAY_RoCI-StEM_CP-287__F4048,0001_MAY_RoCI-StEM_CP-287,0,empty,0,False,False,False,0
train,0001_MAY_RoCI-StEM_CP-287__F409,0001_MAY_RoCI-StEM_CP-287,1,single,1,False,False,False,0
train,0001_MAY_RoCI-StEM_CP-287__F4094,0001_MAY_RoCI-StEM_CP-287,0,empty,0,False,False,False,0
train,0001_MAY_RoCI-StEM_CP-287__F4105,0001_MAY_RoCI-StEM_CP-287,1,single,1,False,False,False,0
train,0001_MAY_RoCI-StEM_CP-287__F4111,0001_MAY_RoCI-StEM_CP-287,0,empty,0,False,False,False,0
train,0001_MAY_RoCI-StEM_CP-287__F4116,0001_MAY_RoCI-StEM_CP-287,0,empty,0,False,False,False,0
train,0001_MAY_RoCI-StEM_CP-287__F4124,0001_MAY_RoCI-StEM_CP-287,1,single,1,False,False,False,0
train,0001_MAY_RoCI-StEM_CP-287__F4148,0001_MAY_RoCI-StEM_CP-287,0,empty,0,False,False,False,0
train,0001_MAY_RoCI-StEM_CP-287__F4166,0001_MAY_RoCI-StEM_CP-287,0,empty,0,False,False,False,0
train,0001_MAY_RoCI-StEM_CP-287__F4203,0001_MAY_RoCI-StEM_CP-287,0,empty,0,False,False,False,0
train,0001_MAY_RoCI-StEM_CP-287__F4208,0001_MAY_RoCI-StEM_CP-287,0,empty,0,False,False,False,0
train,0001_MAY_RoCI-StEM_CP-287__F4247,0001_MAY_RoCI-StEM_CP-287,3,multi,1,False,False,False,0
train,0001_MAY_RoCI-StEM_CP-287__F425,0001_MAY_RoCI-StEM_CP-287,1,single,1,False,False,False,0
train,0001_MAY_RoCI-StEM_CP-287__F4292,0001_MAY_RoCI-StEM_CP-287,3,multi,1,False,False,False,0
train,0001_MAY_RoCI-StEM_CP-287__F4296,0001_MAY_RoCI-StEM_CP-287,0,empty,0,False,False,False,0
train,0001_MAY_RoCI-StEM_CP-287__F4334,0001_MAY_RoCI-StEM_CP-287,0,empty,0,False,False,False,0
train,0001_MAY_RoCI-StEM_CP-287__F4337,0001_MAY_RoCI-StEM_CP-287,0,empty,0,False,False,False,0
train,0001_MAY_RoCI-StEM_CP-287__F4346,0001_MAY_RoCI-StEM_CP-287,1,single,1,False,False,False,0
train,0001_MAY_RoCI-StEM_CP-287__F435,0001_MAY_RoCI-StEM_CP-287,1,single,1,False,False,False,0
train,0001_MAY_RoCI-StEM_CP-287__F4386,0001_MAY_RoCI-StEM_CP-287,0,empty,0,False,False,False,0
train,0001_MAY_RoCI-StEM_CP-287__F4419,0001_MAY_RoCI-StEM_CP-287,0,empty,0,False,False,False,0
train,0001_MAY_RoCI-StEM_CP-287__F4439,0001_MAY_RoCI-StEM_CP-287,2,multi,1,False,False,False,0
train,0001_MAY_RoCI-StEM_CP-287__F4448,0001_MAY_RoCI-StEM_CP-287,3,multi,1,False,False,False,0
