entity,batch,attribute,rows,finite_count,nan_count,inf_count,min,q1,median,mean,q3,max
seed,new_manual_negative_4500_v2_20260814,SNR,4500,4500,0,0,0.7840773980010226,1.554128304021589,1.8346024106654726,1.9675273377729487,2.2584306503684557,4.998001054195642
seed,new_manual_negative_4500_v2_20260814,CV,4500,4500,0,0,0.096543503292256,0.7384865582968907,0.9805242977581483,0.9783674148458722,1.1772167024421831,3.147441941466845
seed,new_manual_negative_4500_v2_20260814,GS,4500,4500,0,0,-0.2718806367622669,0.266981165050663,0.3814600859915317,0.4500791392199325,0.5544948474668486,7.254328619247669
seed,new_manual_negative_4500_v2_20260814,TPAS,4500,4500,0,0,-0.2497760066083811,0.05734862827827028,0.13541570718330564,0.1472925331258876,0.2232355520431091,0.8889695749015348
seed,new_manual_negative_4500_v2_20260814,H2B,4500,4500,0,0,0.0025523977054324,0.03769986063066583,0.09105512533819435,0.14902162865292262,0.19886066442184797,1.0
seed,new_manual_negative_4500_v2_20260814,ZZ,4500,4500,0,0,-2.3657439991471887,-0.4519817312862966,-0.22351720214164228,-0.2756497772966189,-0.0293749856387022,0.4338157645474506
seed,new_manual_negative_4500_v2_20260814,DZZ,4500,4500,0,0,-0.8148564497453026,0.7130003159841378,0.8605349595062975,0.832897209868909,0.9751863744453402,12.1249387366083
seed,new_manual_negative_4500_v2_20260814,PCC,4500,4500,0,0,-1.569587095081927,0.47870678541584344,0.672599426188452,0.699314327364636,0.8983603422214428,4.818025653360601
seed,new_manual_negative_4500_v2_20260814,SKEW,4500,4500,0,0,-3.9775616981861206,-0.10592140093418084,0.266555131756613,0.27845653012342236,0.6671307786117836,3.4592289584687395
seed,new_manual_negative_4500_v2_20260814,DENT,4500,4500,0,0,-0.0,2.9397903209666776,4.017220392657222,4.0244319698261775,5.1620825728778,9.53932461783574
seed,new_manual_negative_4500_v2_20260814,DM,4500,4500,0,0,0.0579772024712598,0.698127230660117,1.0872965278524234,1.10869639102225,1.4396741413008918,3.0
seed,new_manual_negative_4500_v2_20260814,ENT,4500,4500,0,0,0.6441925296631352,2.3640054628542204,3.1079581573240485,3.2696701129674466,4.0695573185410066,6.894113745176501
seed,new_manual_negative_4500_v2_20260814,JAG,4500,4500,0,0,0.1111111111111111,1.0,1.1666666666666667,1.1401788617352953,1.2748903508771932,1.7333333333333334
seed,new_manual_negative_4500_v2_20260814,SYM,4500,4500,0,0,7.51620987671231e-14,0.2945686305824683,0.5223021744494196,0.4865255960037171,0.7045343771309016,1.0
seed,new_manual_negative_4500_v2_20260814,MOD,4500,4500,0,0,0.0,0.3287022439938667,0.708655425294112,0.625241998686594,1.0,1.0
seed,new_manual_negative_4500_v2_20260814,EDGE,4500,4500,0,0,0.0,0.2004967035780306,0.46028108719423233,0.41949603764673093,0.6336202573774486,0.9999999999999982
seed,old_final_reviewed_20260725,SNR,15317,15317,0,0,0.6277313541514452,2.194484808672514,2.7017600223574667,2.808474535979486,3.2953596931084985,11.622937791916156
seed,old_final_reviewed_20260725,CV,15317,15317,0,0,0.0074329847767728,0.8674589585805369,1.3199775981527613,1.3637658258921082,1.7536614420272203,5.656854249492381
seed,old_final_reviewed_20260725,GS,15317,15317,0,0,-0.3810791492225596,0.8595338995109261,1.4134307845827934,1.454180898532519,1.9878851048497173,4.281298194364676
seed,old_final_reviewed_20260725,TPAS,15317,15317,0,0,-0.2970560591590963,0.1657422666076745,0.3458502396388361,0.34405366663019143,0.5153527290605097,1.3700200571066488
seed,old_final_reviewed_20260725,H2B,15317,15313,4,0,0.0014030819577653,0.0908246465055004,0.1457794119136779,0.1939792013089444,0.2320666875381382,1.0
seed,old_final_reviewed_20260725,ZZ,15317,15317,0,0,-3.782315453239013,-1.939584748568106,-1.363296789940379,-1.4267940154483458,-0.8372451590875465,0.2992615854877823
seed,old_final_reviewed_20260725,DZZ,15317,15317,0,0,-1.8219719439607165,0.3484357629621104,0.5818897664544347,0.5756949396407409,0.8228729325574661,1.47225846967514
seed,old_final_reviewed_20260725,PCC,15317,15317,0,0,-2.1301024675807034,1.3261470969222824,2.02962458137914,2.080385656893339,2.7333323138557764,5.009984776341963
seed,old_final_reviewed_20260725,SKEW,15317,15317,0,0,-5.80219117761054,0.6877193624595686,1.4316965637267856,1.4600054445904391,2.150861319794932,8.226661536352903
seed,old_final_reviewed_20260725,DENT,15317,15317,0,0,-0.0,3.014585310977932,3.7394285235631326,3.8508839258978504,4.4926689725090965,10.253407136741403
seed,old_final_reviewed_20260725,DM,15317,15317,0,0,0.009254760910328,0.287867553184881,0.4501301804621056,0.5356986168405308,0.6752582285596663,2.333333333333333
seed,old_final_reviewed_20260725,ENT,15317,15317,0,0,0.1959092708736049,2.9315107774877744,3.697796811598596,3.679812611378368,4.395859717341204,7.394890098654611
seed,old_final_reviewed_20260725,JAG,15317,15317,0,0,0.0,0.4516129032258064,0.7083333333333334,0.7301280329137539,1.0,1.7
seed,old_final_reviewed_20260725,SYM,15317,15314,3,0,2.1571633368466797e-13,0.5210784474469696,0.6913540755520443,0.6408202202045404,0.8164944261547787,1.0
seed,old_final_reviewed_20260725,MOD,15317,15314,3,0,0.0,4.440275696898974e-05,0.024908164218874353,0.17858789721691223,0.22040078236158878,1.0
seed,old_final_reviewed_20260725,EDGE,15317,15314,3,0,0.0,0.0,0.016001354249845348,0.17447661260083747,0.3146607300851578,0.9994478922280308
peak_instance,all,SNR,18915,18904,11,0,0.6849413504156502,1.6534793241758432,1.9657456374772062,2.045279355382027,2.345364507970978,8.136796016108041
peak_instance,all,CV,18915,18904,11,0,0.1173244349192846,0.6907148132091833,0.9084060295406572,0.975908964541142,1.2082911419359823,4.690415759823429
peak_instance,all,GS,18915,18904,11,0,-0.1898635147901569,1.2831120123041593,1.7133744621461338,1.763477269224686,2.1753602307572253,7.254328619247669
peak_instance,all,TPAS,18915,18904,11,0,-0.2476170522089631,0.03333274881781145,0.13788860999152208,0.16050197119832782,0.2690017423439139,1.181733212833577
peak_instance,all,H2B,18915,18904,11,0,0.0150337423735491,0.23065779325250768,0.33560321736906784,0.3677751789656171,0.4739201615064583,1.0
peak_instance,all,ZZ,18915,18904,11,0,-3.701614387079377,-1.8580576936387088,-1.3845218823781833,-1.4610662486316377,-0.9984241801915443,0.3087693059027658
peak_instance,all,DZZ,18915,18904,11,0,-1.8578137726796369,0.2899083116206317,0.4787653352733226,0.5505948574200717,0.7042621319216014,12.1249387366083
peak_instance,all,PCC,18915,18833,82,0,-0.4027219291228069,1.7711478362844904,2.266486368735616,2.3297841740764254,2.793127938091152,6.343860294613143
peak_instance,all,SKEW,18915,18904,11,0,-2.3375712691347434,0.3074742142638205,0.7972714146071578,0.8275809325556468,1.326555503879692,6.418947787254211
peak_instance,all,DENT,18915,18904,11,0,-0.0,2.678632888759227,3.236849556837028,3.2631792510179416,3.851122251801538,8.177767043331759
peak_instance,all,DM,18915,18904,11,0,0.0330389824426884,0.26387599798398714,0.3988930178911422,0.47857556554339653,0.5840786176208278,3.0
peak_instance,all,ENT,18915,18904,11,0,0.2580186686648155,3.121928094887362,3.6644977792004623,3.6461468727711055,4.20184123230257,7.131790124260905
peak_instance,all,JAG,18915,18904,11,0,0.0,0.2222222222222222,0.4110105580693816,0.4841620778698712,0.6666666666666666,1.6
peak_instance,all,SYM,18915,18907,8,0,1.9750867608081535e-13,0.6338441856945953,0.7715099314601661,0.7121795997826786,0.8660458453966124,1.0
peak_instance,all,MOD,18915,18907,8,0,0.0,0.0,0.0,0.02563374541440204,0.0005995037270851,1.0
peak_instance,all,EDGE,18915,18907,8,0,0.0,0.05300478247308505,0.2053753410278506,0.298731736789222,0.49648444993581325,0.9999996279266128
peak_instance,new_manual_negative_4500_v2_20260814,SNR,335,335,0,0,0.7360894441578391,1.5640962575115491,1.8131691391510132,1.84969372417986,2.0796704610030554,3.9461057834260833
peak_instance,new_manual_negative_4500_v2_20260814,CV,335,335,0,0,0.2265112822698696,0.5425651685386136,0.6958487242800179,0.7851696697914412,0.9740126611836689,1.9760264436895183
peak_instance,new_manual_negative_4500_v2_20260814,GS,335,335,0,0,0.0721009097757533,0.9846925448350274,1.5151684111889483,1.4937851093563148,1.967451486924379,3.456254050188956
peak_instance,new_manual_negative_4500_v2_20260814,TPAS,335,335,0,0,-0.1760215567066669,-0.02957167143229955,0.0487738015703919,0.07761427053824713,0.1586946381555014,0.544127664077493
peak_instance,new_manual_negative_4500_v2_20260814,H2B,335,335,0,0,0.0831585394755049,0.30957694161227356,0.4045460959282737,0.43178200469007577,0.5385298071299459,0.9997516168712274
peak_instance,new_manual_negative_4500_v2_20260814,ZZ,335,335,0,0,-2.712224164355096,-1.6242977163359449,-1.319902594238877,-1.3153740998096135,-1.015370055675719,0.1024819269176678
peak_instance,new_manual_negative_4500_v2_20260814,DZZ,335,335,0,0,-1.2888332556837168,0.4226152833047825,0.6655916639255707,0.6577526012341277,0.8965481452394803,1.2634089874701773
peak_instance,new_manual_negative_4500_v2_20260814,PCC,335,335,0,0,0.4486486172757172,1.6715861381477857,2.0644546690070955,2.106683075127488,2.4978123917148545,3.9299734330366207
peak_instance,new_manual_negative_4500_v2_20260814,SKEW,335,335,0,0,-1.896775383802065,-0.0176251637250487,0.4414262175895895,0.44823334872644544,0.9183284502849698,2.714840362280989
peak_instance,new_manual_negative_4500_v2_20260814,DENT,335,335,0,0,0.6119711061746441,2.9868415350017035,3.5411195411069047,3.5538931128566844,4.1266176147246085,7.0147784034402765
peak_instance,new_manual_negative_4500_v2_20260814,DM,335,335,0,0,0.1065454600043711,0.23846359553405125,0.3305521137301707,0.4363182606763862,0.45608312884873903,2.264391701761374
peak_instance,new_manual_negative_4500_v2_20260814,ENT,335,335,0,0,1.207518749639422,3.321928094887362,3.835516013941254,3.833008964005447,4.384005100647104,6.318061872967324
peak_instance,new_manual_negative_4500_v2_20260814,JAG,335,335,0,0,0.0,0.3846153846153846,0.6,0.6473863564702941,0.9090909090909092,1.4666666666666666
peak_instance,new_manual_negative_4500_v2_20260814,SYM,335,335,0,0,5.540012892879531e-13,0.6404823937057504,0.7712138981620444,0.7057464026284666,0.849294133376556,1.0
peak_instance,new_manual_negative_4500_v2_20260814,MOD,335,335,0,0,0.0,0.0,0.0,0.08640222368149006,0.03487156271757835,1.0
peak_instance,new_manual_negative_4500_v2_20260814,EDGE,335,335,0,0,0.0,0.13924085128502325,0.2791624153420393,0.3089624086365287,0.4428875069032766,0.9582462691405988
peak_instance,old_final_reviewed_20260725,SNR,18580,18569,11,0,0.6849413504156502,1.6578001971911946,1.9689890799732228,2.0488078806904833,2.3494467741479834,8.136796016108041
peak_instance,old_final_reviewed_20260725,CV,18580,18569,11,0,0.1173244349192846,0.6948295819027339,0.9118407292451082,0.9793500579624974,1.2124755804091287,4.690415759823429
peak_instance,old_final_reviewed_20260725,GS,18580,18569,11,0,-0.1898635147901569,1.2870953129440583,1.717175915852043,1.7683427371311917,2.179676643507659,7.254328619247669
peak_instance,old_final_reviewed_20260725,TPAS,18580,18569,11,0,-0.2476170522089631,0.0348586110771963,0.1397775776184776,0.16199733334605398,0.2708489956822111,1.181733212833577
peak_instance,old_final_reviewed_20260725,H2B,18580,18569,11,0,0.0150337423735491,0.2296267245500526,0.3339470867805975,0.3666204432976924,0.4724540169487681,1.0
peak_instance,old_final_reviewed_20260725,ZZ,18580,18569,11,0,-3.701614387079377,-1.8639674246708944,-1.3864187868448528,-1.4636946545692422,-0.9979149962098204,0.3087693059027658
peak_instance,old_final_reviewed_20260725,DZZ,18580,18569,11,0,-1.8578137726796369,0.2876345672003948,0.4758294009931167,0.5486616437748723,0.700350448037194,12.1249387366083
peak_instance,old_final_reviewed_20260725,PCC,18580,18498,82,0,-0.4027219291228069,1.772613038074377,2.2698536338413504,2.333824549692595,2.7985919478359667,6.343860294613143
peak_instance,old_final_reviewed_20260725,SKEW,18580,18569,11,0,-2.3375712691347434,0.3148267602412224,0.8023151945179462,0.8344246743071025,1.3344991561107156,6.418947787254211
peak_instance,old_final_reviewed_20260725,DENT,18580,18569,11,0,-0.0,2.675525735407542,3.230559180670717,3.257934534354902,3.846494985847275,8.177767043331759
peak_instance,old_final_reviewed_20260725,DM,18580,18569,11,0,0.0330389824426884,0.2644359002662377,0.4006855405145936,0.47933792200472725,0.5852568444900904,3.0
peak_instance,old_final_reviewed_20260725,ENT,18580,18569,11,0,0.2580186686648155,3.121928094887362,3.6644977792004623,3.642775727283276,4.20184123230257,7.131790124260905
peak_instance,old_final_reviewed_20260725,JAG,18580,18569,11,0,0.0,0.2222222222222222,0.4,0.48121737792204733,0.6666666666666666,1.6
peak_instance,old_final_reviewed_20260725,SYM,18580,18572,8,0,1.9750867608081535e-13,0.6337174421453926,0.7715169110154222,0.7122956411916093,0.866304654239999,1.0
peak_instance,old_final_reviewed_20260725,MOD,18580,18572,8,0,0.0,0.0,0.0,0.0245376092836959,0.0005235706737485,1.0
peak_instance,old_final_reviewed_20260725,EDGE,18580,18572,8,0,0.0,0.05218423124358365,0.20377961754915996,0.2985471968867426,0.49857249141674387,0.9999996279266128
