relative_path,bytes,sha256
data/splits/test.csv,1656996,b92aefb41be6dfdbbb025059873e7b5cbd3ce381c534d153b109fa7bd04de9c8
data/splits/test.jsonl,2717019,618abf3661ffb5a2bfe5a58b64ba444604353c0e27f678e52dcbd3a7f49b4461
data/splits/test_manifest_lock.json,400,7f8c447785162e6b8e354b8976b184d6da14a941e9abf37770dd6b7ab8cd1bff
data/splits/train.csv,13261614,74de7e5bb255cc61f5ce51c43469be5e4d7c28aed63befeda0efe36ea7c00c92
data/splits/train.jsonl,21742646,2e697779e86c11550bcbc7d2a41f11e1d177d7c90e6263957ea5f1c3b7d6aa25
data/splits/val.csv,1657181,d2cea70d80a84f02ca9d83bc34a6011882cd6f8fb3778cbf59467cbfd744a40f
data/splits/val.jsonl,2717196,ac0afe3e5386a7f6ad8b46adc5cf1b0d2c05f14860d1d180e17e0cf4da2a324a
data/tables/domain_definitions.csv,7933,0953e310c191dc0835c136fd0ca4dcce29c3dd3473ca823bc31ebb37bcbb0b2b
data/tables/field_dictionary.csv,823,ef4fee854bb95f1d04a9cc2ce8ad7e4f9944a428f01eeeb22274300d0ecc952c
data/tables/peak_instances_master_16attrs.csv,19021723,c877b18903250bfa2065b7bf443f4103e6aa1329b1048e73ca38481a1303291d
data/tables/seed_master_16attrs.csv,23183231,621ac166f1021009a43cbc31f3938b84eb1587ae1801b111061800812a8c2467
DATA_AND_VALIDATION_REPORT.md,3309,60bc44251c135192f436f17209488a73d7f54817d0bf03df45231b36ed27d86d
GATE_DECISION.json,746,d9f609ad9e515af199bb8bbbc669b2a08c687dd66fd8fc4e069928d8a2834039
main_ablation_learning_curves.csv,31943,3f43e8e9f9b1e6b865666d0f0a8c37ae5c73876729e0bfd30d18463e0653f24e
main_ablation_validation_summary.csv,1418,55a49880e1897fa621e3fda4ab4fede679f9aa62a8687e82a8b5df3a2d9fd2fc
README.md,475,f1d1506ef701d20c9e66a4f54221131af717b4c888e9191ab4cc59b798260a27
training/main_ablation/seed_20260814/A_attribute_only/attr_scaler.json,1834,e227089c5263d870944b6c820caa434eb13346bf2c087627779f5bdd8a2a9d12
training/main_ablation/seed_20260814/A_attribute_only/best_val_predictions.csv,446634,c586490d3bedc930f53ee0e4185d54f21838f11bcbb66e31238ca72fe2bab0b8
training/main_ablation/seed_20260814/A_attribute_only/best_val_threshold_sweep.csv,172802,1e67621e088f3bfc821a4d245299410ddb82236aef87f755481dd6d5c732ca5f
training/main_ablation/seed_20260814/A_attribute_only/environment.json,470,bca50d2cdb0f07bd9d7868fb463ed3131ae958aeed9bf5b25552ff792d54f7d3
training/main_ablation/seed_20260814/A_attribute_only/history.csv,7281,02a020ca867f86ce6324e3b3ffaf431e51fd201a02b20801a34d3a7dd6194148
training/main_ablation/seed_20260814/A_attribute_only/history.json,17835,b7515f2acea00747668391570246a4033c238934a4851c42b65428ba62f77107
training/main_ablation/seed_20260814/A_attribute_only/run_config.json,1780,056478a835c1de2c593ead6c6162e393bf1fbe0d8a297fbb535927cdd79bce08
training/main_ablation/seed_20260814/A_attribute_only/selection_on_val.json,578,3709ebe54305cf2150a0d435cf066b33df4d84dfe8942b47d39f7b49a55eb1b4
training/main_ablation/seed_20260814/A_attribute_only/summary.json,354,70ba82f7ed1cfd1932c19a51b184b243be8c79e09ee013374a17d75bd7738744
training/main_ablation/seed_20260814/A_attribute_only/val_predictions/epoch_001.csv,446842,64432b69fc5ccab88e631e731451025a56f92ef06d71415c6ef37b4d94a194c8
training/main_ablation/seed_20260814/A_attribute_only/val_predictions/epoch_002.csv,446941,b370ba27f83890be1df7b2d23eef5f5b21b64ef16c1706c4bc6ddf10c1dbaf49
training/main_ablation/seed_20260814/A_attribute_only/val_predictions/epoch_003.csv,446173,039d4794e80e8f9cd17a9d2ee8478a78be5a7226ae9fdb8d2445dd67125b745c
training/main_ablation/seed_20260814/A_attribute_only/val_predictions/epoch_004.csv,446305,5f07290ece58b38099080d563048a738b75d88ba3f45ac52e54d8b57da30dd32
training/main_ablation/seed_20260814/A_attribute_only/val_predictions/epoch_005.csv,445051,b3e3aef898ff7fc466fbaaf84fb8f857df13a7ca3590f0b8acdc4701debc45de
training/main_ablation/seed_20260814/A_attribute_only/val_predictions/epoch_006.csv,446370,e4d390b0210cc308ef09844c1195c93afee80ce8ba3f6bb939b09cb7308f941c
training/main_ablation/seed_20260814/A_attribute_only/val_predictions/epoch_007.csv,444670,2aa7b17e5d93d8e41cab57dc4cec772d36b8f63c88a0038ac2bae13356ff7534
training/main_ablation/seed_20260814/A_attribute_only/val_predictions/epoch_008.csv,446451,720cff0c09f2867b4daa035195fa9d41fee2a9622abb87366b3f9fe71a3b010c
training/main_ablation/seed_20260814/A_attribute_only/val_predictions/epoch_009.csv,445883,bb61101fd429c503429631764cfd86552f306fe8facd2b4624d674e8d3eb3497
training/main_ablation/seed_20260814/A_attribute_only/val_predictions/epoch_010.csv,446481,6433c102615f790c76bdacf042ecc02c182b74c2d7e65ae5a3e7c3d5cf72113e
training/main_ablation/seed_20260814/A_attribute_only/val_predictions/epoch_011.csv,446555,6cb79872c20521dbd8444bc6a1d715081f82019b314b6d0ba0a2c6580e58df30
training/main_ablation/seed_20260814/A_attribute_only/val_predictions/epoch_012.csv,447173,e1de2981567eaf9dcf4dddd03704ee333d60ec4594e389957563c82774a7cca0
training/main_ablation/seed_20260814/A_attribute_only/val_predictions/epoch_013.csv,445787,94a503fad8d0e0033ea78713ac304f851194c4ede4400b121181d83b22b543cf
training/main_ablation/seed_20260814/A_attribute_only/val_predictions/epoch_014.csv,446713,035bda20586185728811774645d2c9a983730ec6488ab6119cc82d6e853facea
training/main_ablation/seed_20260814/A_attribute_only/val_predictions/epoch_015.csv,446494,945b53f1c6f0b7402de4d223be5792f6cb5dd58905b3a11a82fea9dfbf560b1b
training/main_ablation/seed_20260814/A_attribute_only/val_predictions/epoch_016.csv,446578,cf9f3db2dd3c0fba39dbceb3812ccb5f296e543fb1bf260c3976afb82d1bcedc
training/main_ablation/seed_20260814/A_attribute_only/val_predictions/epoch_017.csv,445272,643a10daef2e9b919bb342daea8777c51878e14d87c2bc014822e918b5f8beef
training/main_ablation/seed_20260814/A_attribute_only/val_predictions/epoch_018.csv,446497,6c69bf864047ba18efd70324c1740a6f94265e4f2e91aad33496ca0453e6097d
training/main_ablation/seed_20260814/A_attribute_only/val_predictions/epoch_019.csv,446601,fc59499b84b579c377e5153199adfb8a39fe69f6aabe5d3573264011554c4485
training/main_ablation/seed_20260814/A_attribute_only/val_predictions/epoch_020.csv,446923,f548a8314cf31157c18dc90af220b180dcd6555ee9a10d99bcb4eb2acc2babef
training/main_ablation/seed_20260814/A_attribute_only/val_predictions/epoch_021.csv,445999,9bdd0ec7343c43d7dd4719708345781091a894d5ba1e49e27553d83d145d6868
training/main_ablation/seed_20260814/A_attribute_only/val_predictions/epoch_022.csv,446869,e5d2a51ada5f5dc91bfa7b63f3caec1cec7298f95a0386f3c69e92c00b93ffb0
training/main_ablation/seed_20260814/A_attribute_only/val_predictions/epoch_023.csv,446695,a5ec5da450a1db855f5cce3a40e610fd52f049728b91de561f3953bd533b0741
training/main_ablation/seed_20260814/A_attribute_only/val_predictions/epoch_024.csv,446719,e0de8786b4e2bf0b44e91fc6ea5206d831ef462661cdd04bb6788dfa9f2d2b07
training/main_ablation/seed_20260814/A_attribute_only/val_predictions/epoch_025.csv,446104,49f5df8e7d5d7185e4975c6c4ec527b33317c1ba1ed8894c084bddb73d5043de
training/main_ablation/seed_20260814/A_attribute_only/val_predictions/epoch_026.csv,446683,3386080105abf4bd102656596da0b6be297cfbe6a56bfcf4d748f8c532fea650
training/main_ablation/seed_20260814/A_attribute_only/val_predictions/epoch_027.csv,446822,5434120763f1cb4698e95064dd08c493bdd3f80cfe23fedf93b0a26aaa8e82da
training/main_ablation/seed_20260814/A_attribute_only/val_predictions/epoch_028.csv,446356,f61007a274fc5bc496800d4a8b194099ecc50aa9487351ae369788fb9fbda6a7
training/main_ablation/seed_20260814/A_attribute_only/val_predictions/epoch_029.csv,443491,00240fbc0c569ff9d12c6d172a373711e009b343eb24e4da2dc67fbf4039dc52
training/main_ablation/seed_20260814/A_attribute_only/val_predictions/epoch_030.csv,446634,c586490d3bedc930f53ee0e4185d54f21838f11bcbb66e31238ca72fe2bab0b8
training/main_ablation/seed_20260814/B_image_only/attr_scaler.json,1834,e227089c5263d870944b6c820caa434eb13346bf2c087627779f5bdd8a2a9d12
training/main_ablation/seed_20260814/B_image_only/best_val_predictions.csv,447744,7f770940fdda077593814c3064cbb1f80efa90522e6b3f42ebf683f8849f1cde
training/main_ablation/seed_20260814/B_image_only/best_val_threshold_sweep.csv,171710,a52e51ac1115a028781b054621e1b45b4708be3db7aa73ad901c74b6a76ec80a
training/main_ablation/seed_20260814/B_image_only/environment.json,470,bca50d2cdb0f07bd9d7868fb463ed3131ae958aeed9bf5b25552ff792d54f7d3
training/main_ablation/seed_20260814/B_image_only/history.csv,7471,dd3334017ba8c9672190e63cf6b03ac8d214328600f6586edd8324b8b3e3f0ad
training/main_ablation/seed_20260814/B_image_only/history.json,18025,b2cea9dee578414ce9edf3327e0f1fe90aabcf3151e0e1f2bf7b530c6a733d5a
training/main_ablation/seed_20260814/B_image_only/run_config.json,1780,be95548e5861bed3344c8a5ab22f6cdac580e234775c75f67f9001942018b585
training/main_ablation/seed_20260814/B_image_only/selection_on_val.json,576,201c45001f07317331f909e7a097fe46882c6f463e34a0007bee957541c2f5e4
training/main_ablation/seed_20260814/B_image_only/summary.json,357,aef00b3ea02a2f9e8a52a11a89fc4768a33b7f9de9c2a564d629b45538a01668
training/main_ablation/seed_20260814/B_image_only/val_predictions/epoch_001.csv,447537,57e415ee15dc805862bf3a325147b28424f9b3dd0db1aebb94888adbf1c9017f
training/main_ablation/seed_20260814/B_image_only/val_predictions/epoch_002.csv,448068,c21e64e2626fd69843ac5ec29d867435780f0187ff48f42e7fe97b59ecd10869
training/main_ablation/seed_20260814/B_image_only/val_predictions/epoch_003.csv,447634,28daf5568304df118b293a0a684b73333067fc9343f5cb8eceb8e5d3d8040e04
training/main_ablation/seed_20260814/B_image_only/val_predictions/epoch_004.csv,448585,5e80d990872ad65066477015e096b303d081d19dcf03cd43e1d9b72d45520332
training/main_ablation/seed_20260814/B_image_only/val_predictions/epoch_005.csv,448483,070ad38662e8f35ffd64cb8cc4a8a8e79e8c0e9c5bd123c5f024e8653c34ecae
training/main_ablation/seed_20260814/B_image_only/val_predictions/epoch_006.csv,441938,e4f8cbbdd961ae01f55e8b343b9b743605a111da9336102df008c52c58098be4
training/main_ablation/seed_20260814/B_image_only/val_predictions/epoch_007.csv,447744,7f770940fdda077593814c3064cbb1f80efa90522e6b3f42ebf683f8849f1cde
training/main_ablation/seed_20260814/B_image_only/val_predictions/epoch_008.csv,445322,cb04755344b1e9c3807221e81ff657ae9dc8c931f9cceb5de7c78ddfc9d5fc5c
training/main_ablation/seed_20260814/B_image_only/val_predictions/epoch_009.csv,439336,f4612d4beeba3aef70b39504b8346d07e6a09cdb983ee5dadc1f19d8ffa38a04
training/main_ablation/seed_20260814/B_image_only/val_predictions/epoch_010.csv,444915,80607b8df28ce166fbbb6085aa54886d4d021525eab075cbb7b0b8cad5fe136e
training/main_ablation/seed_20260814/B_image_only/val_predictions/epoch_011.csv,437673,5906edc4b2010b9d407bdc16b7b05e35af6c0dd1ecc4f8aaa5400351fb2031cf
training/main_ablation/seed_20260814/B_image_only/val_predictions/epoch_012.csv,433356,dd652bebbb6a2cad9fbfd8056cb692c792710c50e56cb2df0162307c0c60c934
training/main_ablation/seed_20260814/B_image_only/val_predictions/epoch_013.csv,437364,176d297dcc3bcd9d35e9f7c23aa144d99467d90aca937ec1042d5d1423adf41e
training/main_ablation/seed_20260814/B_image_only/val_predictions/epoch_014.csv,439932,f07d98fbd1aae9f321d45a9afd03a1b8f7e71962ad615c9cddfacb8021fdb51b
training/main_ablation/seed_20260814/B_image_only/val_predictions/epoch_015.csv,439415,0afc2bec26d3f7fddb4ea828b0996047703b7f84adecf84954ab2a979c0ef415
training/main_ablation/seed_20260814/B_image_only/val_predictions/epoch_016.csv,435189,aac48232826bdfbb664283557fe14fd69931c8ad6d2a02ffdf21d29ca0831f2b
training/main_ablation/seed_20260814/B_image_only/val_predictions/epoch_017.csv,438345,e8eaf5471d6d4e302b264dec0a4a4dfcad7965bb4336db0051450c4f659f7298
training/main_ablation/seed_20260814/B_image_only/val_predictions/epoch_018.csv,433706,ecc88d5904cdff2403fe6b098384d50c15fdfd64c9668c76f0743f05df6eea95
training/main_ablation/seed_20260814/B_image_only/val_predictions/epoch_019.csv,431961,2753f44b14e5a99b323b5b44df159dda063f06da865c4d13f4adf04acc57789d
training/main_ablation/seed_20260814/B_image_only/val_predictions/epoch_020.csv,434065,94efbb7ecb99c220229d2df18d8f20d70903bdca66385b7e44bcffcab4639466
training/main_ablation/seed_20260814/B_image_only/val_predictions/epoch_021.csv,434536,182c0522ee74b4facd77484105a7578ff8ed69687c1c0824e3a32d4ce5b91890
training/main_ablation/seed_20260814/B_image_only/val_predictions/epoch_022.csv,435778,8935dd0b7060618acfda558fb7e64a05d31eaa145c7812de0605030081c1321a
training/main_ablation/seed_20260814/B_image_only/val_predictions/epoch_023.csv,433072,d59e2e8a8dcde0812348bf84f108620ba6f66a815349314e1f2a31acfb11f39b
training/main_ablation/seed_20260814/B_image_only/val_predictions/epoch_024.csv,436913,8ef8552316b81169ea9ac15bd5064fc895997a51092686808b0a40d5716df797
training/main_ablation/seed_20260814/B_image_only/val_predictions/epoch_025.csv,433525,a0656e07db42e847b61bc20f21d0feb42472fc89ebf147a39c8df0320f074b60
training/main_ablation/seed_20260814/B_image_only/val_predictions/epoch_026.csv,430953,a059462077f63ab46fdaed56c3362070529c6c5c82416de6fc5194e9d2bc4776
training/main_ablation/seed_20260814/B_image_only/val_predictions/epoch_027.csv,429042,a417ae2d61a55b37abdf833d071466f7bfbf3d97e8155bdacdfc07e470e55079
training/main_ablation/seed_20260814/B_image_only/val_predictions/epoch_028.csv,433825,dad71450c3ee10a30855a4cb9dc9b7b0f9e05957c6b73632a1ae484273c3f57a
training/main_ablation/seed_20260814/B_image_only/val_predictions/epoch_029.csv,433199,8b7bdd4d5710aa2cfa720a771b967a7b0193c9bad6513fb0bbf45a4531d7d5e3
training/main_ablation/seed_20260814/B_image_only/val_predictions/epoch_030.csv,432131,37783842d81c7e968e662fb70371f4a2baffd3a2d808e449f509a76a16139ca0
training/main_ablation/seed_20260814/C_naive_concat/attr_scaler.json,1834,e227089c5263d870944b6c820caa434eb13346bf2c087627779f5bdd8a2a9d12
training/main_ablation/seed_20260814/C_naive_concat/best_val_predictions.csv,446877,ad2a1b7c61c42d396402857efe349d2cc0de4d7b1cc660ed228e44093efc3751
training/main_ablation/seed_20260814/C_naive_concat/best_val_threshold_sweep.csv,172789,69ae0073a5837b0368553185fdfe00859189b43eb5aff74cc299788d2585d35d
training/main_ablation/seed_20260814/C_naive_concat/environment.json,470,bca50d2cdb0f07bd9d7868fb463ed3131ae958aeed9bf5b25552ff792d54f7d3
training/main_ablation/seed_20260814/C_naive_concat/history.csv,7464,f5030c9d9c49872e62b0eeeca06ee322ef1dc257f312242fe466ff30fdadad77
training/main_ablation/seed_20260814/C_naive_concat/history.json,18018,1ec99cf9b40bcb191967b0766797ff959ad97f3a06e704f9080a0e1e097f8ccb
training/main_ablation/seed_20260814/C_naive_concat/run_config.json,1784,ad2eef0fda95bcfcf73eea8b8f687ae344519f4c2ae69c5eec600c3f1be26af6
training/main_ablation/seed_20260814/C_naive_concat/selection_on_val.json,577,03138e97d22c1802c87582292e663f567b928987265cd9491d3c7dcc9eef5af3
training/main_ablation/seed_20260814/C_naive_concat/summary.json,359,9b25d11d3b46cc28bc4405ff7b8e98f3bf01e455d2bb919e2f641ca898cb0af3
training/main_ablation/seed_20260814/C_naive_concat/val_predictions/epoch_001.csv,448058,6fe1a96ba2fec0a0008edaaa9ce65bbcec415e533367af14a6559c3c6725fa2d
training/main_ablation/seed_20260814/C_naive_concat/val_predictions/epoch_002.csv,445273,ef49bde05611b91bdaccfce8996e1b73935f6d8c6f17809a5672ab93701f931d
training/main_ablation/seed_20260814/C_naive_concat/val_predictions/epoch_003.csv,446671,b9d9950488bb212e759ab0935e4ba19893cf03cad7c73b45b8945be08ae3fcdf
training/main_ablation/seed_20260814/C_naive_concat/val_predictions/epoch_004.csv,446726,f74b1ec0217a14cbcb60d19e748b80a880ace74c8d114e740eb7e480c6d473a4
training/main_ablation/seed_20260814/C_naive_concat/val_predictions/epoch_005.csv,447118,f858c3ad83356547bd7d122cb53109c3b4e00f1a7ab0955691fe2b54eb692f9d
training/main_ablation/seed_20260814/C_naive_concat/val_predictions/epoch_006.csv,436706,c64c2ac07ecfed2fccad36d3c80b7c2cace1f8c68602cc024af76102d686ac26
training/main_ablation/seed_20260814/C_naive_concat/val_predictions/epoch_007.csv,446877,ad2a1b7c61c42d396402857efe349d2cc0de4d7b1cc660ed228e44093efc3751
training/main_ablation/seed_20260814/C_naive_concat/val_predictions/epoch_008.csv,443175,67b76e8541ab3ed44394bca60080eefdcf83ee5e8cf9de341e5604c706ad8c78
training/main_ablation/seed_20260814/C_naive_concat/val_predictions/epoch_009.csv,441759,a5fae5080c6717ba2b34c4fc5e53c867def31bcfc8a5bdd21ab4cbda5c84fed5
training/main_ablation/seed_20260814/C_naive_concat/val_predictions/epoch_010.csv,436726,cd56b6e4a0e84b350b9eb8a63dca6135632dd3cf640f7773df7389e5e2ea323b
training/main_ablation/seed_20260814/C_naive_concat/val_predictions/epoch_011.csv,435050,62b59a7ff311650ddfccbe03cf29e4d43ac4e56be7649343d2905f74647a543b
training/main_ablation/seed_20260814/C_naive_concat/val_predictions/epoch_012.csv,439163,115424e733ba4285d0fa877a3aee0622374b2c6e98c5574b047817075ead2f81
training/main_ablation/seed_20260814/C_naive_concat/val_predictions/epoch_013.csv,436374,54ad332fa0ecb5c52421305800559c43cdc5e639460ef7f14b070848ec2b1c31
training/main_ablation/seed_20260814/C_naive_concat/val_predictions/epoch_014.csv,437040,26100a2dc3805d5c35c38e0225b973e8b7481a2a5457cf4e37ea3c76f1f67df7
training/main_ablation/seed_20260814/C_naive_concat/val_predictions/epoch_015.csv,435801,d7e2477d39488d25d1789389e3c713c7032073b629d85aa71cbaae87824353ab
training/main_ablation/seed_20260814/C_naive_concat/val_predictions/epoch_016.csv,432771,9d7fee8f9ad7e8c505beef426879b32a745759a7b087b7e6defc2b3824d4afc7
training/main_ablation/seed_20260814/C_naive_concat/val_predictions/epoch_017.csv,429091,8a6c936fdc3c5c5d36cadab8504df075f82ce866107ebd3f310be4bcdbcb81c8
training/main_ablation/seed_20260814/C_naive_concat/val_predictions/epoch_018.csv,434186,bb0092b1f8f04afd816db45ebef04e685ddcdb78bf902f6539579a00eb0dbbda
training/main_ablation/seed_20260814/C_naive_concat/val_predictions/epoch_019.csv,432084,6371b2a5907c562d09c9312c05076b5a3df2b5e60a7a7e4810afb825b91e0c2d
training/main_ablation/seed_20260814/C_naive_concat/val_predictions/epoch_020.csv,430827,23aeb04c60ff09e970f40d069ad2c22b480f2db3635c86963642cfcf0fa4103b
training/main_ablation/seed_20260814/C_naive_concat/val_predictions/epoch_021.csv,431559,befb20870c4f1bb37dc97117179f755a868abfa8ffcb7ca124a3620f175d5f1f
training/main_ablation/seed_20260814/C_naive_concat/val_predictions/epoch_022.csv,431040,c4fe36a4ec9008ed031eef9eb7c63242a426e8195fb5fbe7c8fbe9dcdbd2cc3d
training/main_ablation/seed_20260814/C_naive_concat/val_predictions/epoch_023.csv,431756,1a851b0af57384a9c3583cab1e5ec29e7433511ac1ce23210fb0aeedcc185c3b
training/main_ablation/seed_20260814/C_naive_concat/val_predictions/epoch_024.csv,431546,b88d43724854952db13ad62da21f1e5dac6a41d657fdf291159864727b5c3f21
training/main_ablation/seed_20260814/C_naive_concat/val_predictions/epoch_025.csv,433617,6eadda69fa3fe8c90b08e5c6a275310a466a9ac11cb69eac151ce49e72a25dbc
training/main_ablation/seed_20260814/C_naive_concat/val_predictions/epoch_026.csv,433187,5d683c2b27d53669c6cdfeef85ed62bade9bc865acb7c9fc2d8ed81becd2ace8
training/main_ablation/seed_20260814/C_naive_concat/val_predictions/epoch_027.csv,431418,98786855da049c82f6dace27e09a9d09a5241ecbfd5bf053ef81aff7d273e752
training/main_ablation/seed_20260814/C_naive_concat/val_predictions/epoch_028.csv,432349,811d88e24646e16f5ed32182e5faa1472d9be23f58c1eabcc5fb278f724c1889
training/main_ablation/seed_20260814/C_naive_concat/val_predictions/epoch_029.csv,430733,94e5b1ad5056f0f7ebe30a49fd462add5185143d0462788f8b2666f2523b8777
training/main_ablation/seed_20260814/C_naive_concat/val_predictions/epoch_030.csv,431731,ff64d29cdab4c24a71989cceda972bd282f6f40e3a45f7cdc95674924698e469
training/main_ablation/seed_20260814/D_gated_fusion/attr_scaler.json,1834,e227089c5263d870944b6c820caa434eb13346bf2c087627779f5bdd8a2a9d12
training/main_ablation/seed_20260814/D_gated_fusion/best_val_predictions.csv,446565,b14416256d947aeb280b6213129675bf955c1535d68fcef8e5497a0b944dbcfe
training/main_ablation/seed_20260814/D_gated_fusion/best_val_threshold_sweep.csv,171694,46b84b02ae5d326197374d09df006c5da795213daa897b8827ffdfcdd41f0ed1
training/main_ablation/seed_20260814/D_gated_fusion/environment.json,470,bca50d2cdb0f07bd9d7868fb463ed3131ae958aeed9bf5b25552ff792d54f7d3
training/main_ablation/seed_20260814/D_gated_fusion/history.csv,7463,a21ccfabcdaeb17aba6d941a84d7ff6de48199a7129c3bd733d8ce5d7a8cba0c
training/main_ablation/seed_20260814/D_gated_fusion/history.json,18017,7f9231e4338ed7ff98d7e6f3746d05ad3866d1fff68f8de3eca264b06a6fdbfe
training/main_ablation/seed_20260814/D_gated_fusion/run_config.json,1784,e8a1c61c1432201814079982eea3a46d65d0b656a6c903d5a88661a70bf73a63
training/main_ablation/seed_20260814/D_gated_fusion/selection_on_val.json,576,746a0fdd06344d3501fc2431ecfdc4b3cc06de170fab8e7e9e01686a1783d332
training/main_ablation/seed_20260814/D_gated_fusion/summary.json,358,8c1dfeb50870746e993678a5a43badf197b15121a745dfb48977e6725bec9498
training/main_ablation/seed_20260814/D_gated_fusion/val_predictions/epoch_001.csv,446915,c26b376ea1b8f95473ff41a508d92d84ebead5be7f80525a5e23840658166b1f
training/main_ablation/seed_20260814/D_gated_fusion/val_predictions/epoch_002.csv,445290,a66eafbdf0d48eb8a4ea1dddd91c083eeb2122ae9cab7f8f85f0bbaeaae87b88
training/main_ablation/seed_20260814/D_gated_fusion/val_predictions/epoch_003.csv,445703,e8313dea1b261e58cb5be75c85c62854ebffb36363cfe7ca2899edcfeb958dd6
training/main_ablation/seed_20260814/D_gated_fusion/val_predictions/epoch_004.csv,446658,29943557e01fe3525152de5a322edf9616189a3eb32e5b05846049fe5a169126
training/main_ablation/seed_20260814/D_gated_fusion/val_predictions/epoch_005.csv,447534,f7cc7285a08817356d1298790a49c1351c7a422c96eeec3ae86e1b57c24bd05b
training/main_ablation/seed_20260814/D_gated_fusion/val_predictions/epoch_006.csv,443043,3b3a5ce88f01c426f746c8cc011a31121b227e3fbe67f2ea0df40f72cdf2bac2
training/main_ablation/seed_20260814/D_gated_fusion/val_predictions/epoch_007.csv,446565,b14416256d947aeb280b6213129675bf955c1535d68fcef8e5497a0b944dbcfe
training/main_ablation/seed_20260814/D_gated_fusion/val_predictions/epoch_008.csv,445846,b74ba8eb22bea6e1e4874391457e85ec1c49fe63b7bc89db1add18bf9ce4baf8
training/main_ablation/seed_20260814/D_gated_fusion/val_predictions/epoch_009.csv,444523,3f235ec91cc505bfeccf6756201933afb7689309e8ad6ef7f2d00206b7cfbe26
training/main_ablation/seed_20260814/D_gated_fusion/val_predictions/epoch_010.csv,446016,adf9c6cd020eb26565d15bac09dc27e2de31329e0c2bfc8ccd64a3c9e33f55cd
training/main_ablation/seed_20260814/D_gated_fusion/val_predictions/epoch_011.csv,436545,f1e4ce6190d50b796783a59399feb1fb8c698594deae06156b74a20a5d542bf4
training/main_ablation/seed_20260814/D_gated_fusion/val_predictions/epoch_012.csv,435866,868b0680ace469999d25ab5793673e234f2d689e12a986eee4db37e13775bf78
training/main_ablation/seed_20260814/D_gated_fusion/val_predictions/epoch_013.csv,438400,485e58424677a4d23a53297b3c441b402a5711312b085ab3c135f72dcaae0a11
training/main_ablation/seed_20260814/D_gated_fusion/val_predictions/epoch_014.csv,436512,cd5ead5c232156c3d4a76f24065379bb337e2e026c5bd5bf8119b94621293b60
training/main_ablation/seed_20260814/D_gated_fusion/val_predictions/epoch_015.csv,431023,16fdec824c03c114ceda1853ab22e4988a4f351fa35218774d6a885b28b209b5
training/main_ablation/seed_20260814/D_gated_fusion/val_predictions/epoch_016.csv,435054,b9e10726e9bc071c41effe8b9b932c41d77334af6713bbd445b30613a34ec0ca
training/main_ablation/seed_20260814/D_gated_fusion/val_predictions/epoch_017.csv,431739,5928333f7b74573306b3a91bd9b8c912beb6b66a3684725cb9b4ae43bc07af46
