model,seed,epoch,train_loss,val_loss,val_auc,val_pr_auc,val_selected_threshold,val_f1,val_precision,val_recall,val_specificity,val_balanced_accuracy,val_f1_at_0_5,epoch_seconds,gpu_peak_allocated_bytes,gpu_peak_reserved_bytes
Attribute-only,20260814,17,0.1328681691915186,0.13408816647908522,0.9890844823170781,0.9914731398193187,0.564,0.9515096065873742,0.9647495361781077,0.9386281588447654,0.9565217391304348,0.9475749489876001,0.9504320145520692,4.713471600029152,68610048,69206016
Attribute-only,20260814,18,0.13290833716083308,0.1330329311436454,0.9892538352237524,0.9916994172210639,0.579,0.9508497932935231,0.9681945743685687,0.9341155234657039,0.9610983981693364,0.9476069608175202,0.9508196721311475,4.806498599995393,68610048,69206016
Attribute-only,20260814,19,0.13200888543696457,0.13287890707560854,0.98923628034928,0.9917026356752614,0.561,0.9523809523809523,0.966542750929368,0.9386281588447654,0.9588100686498856,0.9487191137473254,0.950296397628819,4.459439600002952,68610048,69206016
Attribute-only,20260814,20,0.13297205639191548,0.13270039794596306,0.9893462564746509,0.9918090937679807,0.593,0.9507593189139438,0.9699530516431925,0.9323104693140795,0.9633867276887872,0.9478485985014333,0.950296397628819,4.90833400003612,68610048,69206016
Attribute-only,20260814,21,0.13264613523858432,0.13271224633043427,0.9892610637014764,0.9916845898058476,0.579,0.9514652014652014,0.9656133828996283,0.9377256317689531,0.9576659038901602,0.9476957678295566,0.9503868912152936,4.784366199979559,68610048,69206016
Attribute-only,20260814,22,0.13067711475116386,0.132155057146213,0.9894211228510769,0.9918999517058247,0.564,0.9509399358092618,0.9664492078285182,0.9359205776173285,0.9588100686498856,0.947365323133607,0.9499545040946314,4.468768500024453,68610048,69206016
Attribute-only,20260814,23,0.13175280879091925,0.13152566377175023,0.9894665589967699,0.991941459650658,0.593,0.9522497704315886,0.9691588785046729,0.9359205776173285,0.9622425629290617,0.9490815702731952,0.9499545040946314,4.842765899957158,68610048,69206016
Attribute-only,20260814,24,0.1306205019740203,0.13201668732785493,0.9894639773975829,0.9919467809238223,0.573,0.9512867647058824,0.9691011235955056,0.9341155234657039,0.9622425629290617,0.9481790431973829,0.9502510269283432,4.4838502000202425,68610048,69206016
Attribute-only,20260814,25,0.12943836003175363,0.13121297553192926,0.9895600128873431,0.9920177428898908,0.608,0.9507139567019807,0.9708372530573848,0.9314079422382672,0.9645308924485125,0.9479694173433899,0.9499545040946314,4.854493600025307,68610048,69206016
Attribute-only,20260814,26,0.13013791908390596,0.13145476136371628,0.9895341968954721,0.9919971362839372,0.574,0.9511970534069981,0.9708646616541353,0.9323104693140795,0.9645308924485125,0.948420680881296,0.9507299270072993,4.856335799966473,68610048,69206016
Attribute-only,20260814,27,0.13046664871697936,0.1305890501628129,0.9896235202273459,0.9920920829787784,0.558,0.9528604118993135,0.9665738161559888,0.9395306859205776,0.9588100686498856,0.9491703772852316,0.95,4.303760899987537,68610048,69206016
Attribute-only,20260814,28,0.13133529369966476,0.13085105943876035,0.9896008021544995,0.99206929542631,0.608,0.952161913523459,0.9709193245778611,0.9341155234657039,0.9645308924485125,0.9493232079571082,0.9504770558836892,4.7110177999711595,68610048,69206016
Attribute-only,20260814,29,0.12991541750446625,0.13148486744903787,0.9895775677618155,0.992008610543484,0.58,0.9523809523809523,0.966542750929368,0.9386281588447654,0.9588100686498856,0.9487191137473254,0.9508644222020018,4.565308900026139,68610048,69206016
Attribute-only,20260814,30,0.13080244739517302,0.12991337765075875,0.9897649918627993,0.9922153814112559,0.602,0.952161913523459,0.9709193245778611,0.9341155234657039,0.9645308924485125,0.9493232079571082,0.95,4.780706099991221,68610048,69206016
Image-only,20260814,1,0.17117462233944977,0.1264674446623543,0.9906933349304827,0.9925029920217605,0.519,0.9582397844634036,0.9535299374441466,0.9629963898916968,0.9405034324942791,0.9517499111929879,0.9561324977618622,175.21069450001232,5054753280,5337251840
Image-only,20260814,2,0.12258314099749117,0.11562633470234608,0.9925123297177175,0.9941234718165307,0.688,0.9548387096774194,0.975517890772128,0.9350180505415162,0.9702517162471396,0.9526348833943279,0.9581478183437222,135.0607302999706,5054753280,5337251840
Image-only,20260814,3,0.10595391835948753,0.11825914863557165,0.9921498731918479,0.9937157297518832,0.788,0.9546910755148741,0.968430826369545,0.9413357400722022,0.9610983981693364,0.9512170691207693,0.9553689792311092,135.06685429997742,5054753280,5337251840
Image-only,20260814,4,0.09463386472176187,0.10189406652338089,0.9937292955745195,0.9950844462413722,0.583,0.9631985461154021,0.969807868252516,0.9566787003610109,0.9622425629290617,0.9594606316450363,0.9630297565374211,135.09485150000546,5054753280,5337251840
Image-only,20260814,5,0.08060515807445845,0.10901294178475074,0.9929935398061942,0.9943380300369082,0.734,0.9575148469620831,0.969472710453284,0.9458483754512635,0.9622425629290617,0.9540454691901626,0.9606020362992475,135.01342209998984,5054753280,5337251840
Image-only,20260814,6,0.06892312960734742,0.17960091434676656,0.9921787871027437,0.9939900368923412,0.155,0.9612612612612612,0.9595323741007195,0.9629963898916968,0.948512585812357,0.9557544878520269,0.9566011877569667,135.04520160000538,5054753280,5337251840
Image-only,20260814,7,0.05850815870335607,0.1203685112515564,0.9938976158415187,0.995281980147837,0.299,0.963963963963964,0.9622302158273381,0.9657039711191335,0.9519450800915332,0.9588245256053334,0.9569990850869168,135.02901489997748,5054753280,5337251840
Image-only,20260814,8,0.04550493085248704,0.13324249607974176,0.9918204611355732,0.9934096993163835,0.429,0.9605799728137744,0.9645131938125568,0.9566787003610109,0.9553775743707094,0.9560281373658601,0.9577080491132333,135.167465800012,5054753280,5337251840
Image-only,20260814,9,0.04092299074148043,0.1447705073297629,0.9931458541582335,0.9946459779282781,0.646,0.9595959595959596,0.9766355140186916,0.9431407942238267,0.971395881006865,0.9572683376153459,0.9594163246694026,135.03036039997824,5054753280,5337251840
Image-only,20260814,10,0.035342427589924924,0.12069737522531108,0.9932480854860429,0.9947739480191943,0.386,0.967741935483871,0.9608540925266904,0.9747292418772563,0.9496567505720824,0.9621929962246694,0.964398377647589,135.0661786000128,5054753280,5337251840
Image-only,20260814,11,0.0258882312166716,0.2076194470112309,0.9893369627175771,0.9910523233896096,0.194,0.9586330935251799,0.9551971326164874,0.9620938628158845,0.9427917620137299,0.9524428124148072,0.9510745313214449,135.06127460004063,5054753280,5337251840
Image-only,20260814,12,0.029331051368851217,0.17623607395999483,0.9915514585002766,0.9909984936020956,0.839,0.9643662607126748,0.9639314697926059,0.9648014440433214,0.954233409610984,0.9595174268271527,0.9635231316725978,134.9793772000121,5054753280,5337251840
Image-only,20260814,13,0.025190446110825545,0.21307964702221394,0.987473564424324,0.9866821074597634,0.657,0.956366874443455,0.9437609841827768,0.9693140794223827,0.9267734553775744,0.9480437673999785,0.9540229885057471,134.99914329999592,5054753280,5337251840
Image-only,20260814,14,0.024750917926208177,0.16934425118600144,0.9886729754066536,0.9893792266700789,0.33,0.9644304367402071,0.9622641509433962,0.9666064981949458,0.9519450800915332,0.9592757891432395,0.9604725124943208,135.02789209998446,5054753280,5337251840
Image-only,20260814,15,0.01908689022998344,0.14948172940648002,0.9928133441829341,0.9938346151463515,0.425,0.9639314697926059,0.9630630630630631,0.9648014440433214,0.9530892448512586,0.95894534444729,0.9606512890094979,134.96723940002266,5054753280,5337251840
Image-only,20260814,16,0.02040770370726711,0.17966741892222618,0.990891085428215,0.9901957454628931,0.893,0.9643835616438357,0.9759704251386322,0.9530685920577617,0.9702517162471396,0.9616601541524507,0.9648331830477908,135.0239603999653,5054753280,5337251840
Image-only,20260814,17,0.018786249362788266,0.14546405860312978,0.9919712265281002,0.9923168506705858,0.801,0.9627611262488647,0.9689213893967094,0.9566787003610109,0.9610983981693364,0.9588885492651736,0.962929879410451,134.9976702000131,5054753280,5337251840
Image-only,20260814,18,0.012045028966196301,0.21905772474252538,0.9905787119265752,0.9904238601699463,0.158,0.9629294755877035,0.9646739130434783,0.9611913357400722,0.9553775743707094,0.9582844550553908,0.958904109589041,134.89904539997224,5054753280,5337251840
Image-only,20260814,19,0.018139811833634393,0.21291697497769319,0.9896106122314104,0.9879321566757012,0.913,0.9631985461154021,0.969807868252516,0.9566787003610109,0.9622425629290617,0.9594606316450363,0.9609339919173776,134.97343210002873,5054753280,5337251840
Image-only,20260814,20,0.01664553192514006,0.1766362139817019,0.9904899049145388,0.9889542420149078,0.691,0.9661399548532731,0.966576332429991,0.9657039711191335,0.9576659038901602,0.9616849375046468,0.9662921348314607,134.86170849995688,5054753280,5337251840
Image-only,20260814,21,0.013633584708116054,0.18825845440090266,0.9912783253062808,0.9914719283350698,0.834,0.9591555759522716,0.9757236227824463,0.9431407942238267,0.9702517162471396,0.9566962552354832,0.9593128390596745,134.9855038000387,5054753280,5337251840
Image-only,20260814,22,0.017648479366117662,0.1667929174094583,0.9927018190980513,0.9936244554787087,0.831,0.9685075308078503,0.9796860572483841,0.9575812274368231,0.9748283752860412,0.9662048013614322,0.9669832654907282,134.94490509998286,5054753280,5337251840
Image-only,20260814,23,0.011570083636203217,0.20765212430783656,0.9886853670827516,0.9860856993732858,0.917,0.9629629629629629,0.9638336347197106,0.9620938628158845,0.954233409610984,0.9581636362134343,0.9607493309545049,134.923428399954,5054753280,5337251840
Image-only,20260814,24,0.011062309466168012,0.15396104456422668,0.9922892795479517,0.9930396122844782,0.625,0.9614678899082569,0.9776119402985075,0.9458483754512635,0.9725400457665904,0.959194210608927,0.9598173515981735,134.89909190003527,5054753280,5337251840
Image-only,20260814,25,0.010563244085812004,0.19575861108481815,0.9900567125709423,0.9881238899407996,0.382,0.9650793650793651,0.9699179580674567,0.9602888086642599,0.9622425629290617,0.9612656857966608,0.9631650750341064,134.9726600999711,5054753280,5337251840
Image-only,20260814,26,0.012662711973090835,0.22165408216423782,0.9919805202851737,0.9924753638769245,0.025,0.9673961589995533,0.9575596816976127,0.9774368231046932,0.9450800915331807,0.9612584573189369,0.9586397058823529,134.92148339998676,5054753280,5337251840
Image-only,20260814,27,0.013747591459907905,0.22636738305857135,0.9885139488967278,0.9859322339197699,0.97,0.96289592760181,0.9655172413793104,0.9602888086642599,0.9565217391304348,0.9584052738973474,0.9563299514777238,134.81443869997747,5054753280,5337251840
Image-only,20260814,28,0.013057362002946719,0.16367993741021347,0.9916005088848318,0.9913952789054731,0.794,0.9629294755877035,0.9646739130434783,0.9611913357400722,0.9553775743707094,0.9582844550553908,0.9589652096342551,134.8712707000086,5054753280,5337251840
Image-only,20260814,29,0.011073860639907725,0.2382221857792818,0.9911404679096895,0.9907877731921564,0.044,0.9612263300270514,0.9603603603603603,0.9620938628158845,0.9496567505720824,0.9558753066939835,0.9501385041551247,134.88523750001332,5054753280,5337251840
Image-only,20260814,30,0.009189625650146466,0.24309521722180302,0.9883564713463143,0.9876859546032065,0.891,0.9583333333333334,0.9618181818181818,0.9548736462093863,0.9519450800915332,0.9534093631504598,0.9595015576323987,134.91711270000087,5054753280,5337251840
Naive concat,20260814,1,0.1522171561640478,0.10487759532641872,0.9930415575510744,0.9943531015009249,0.572,0.9631315430131998,0.9715335169880625,0.9548736462093863,0.9645308924485125,0.9597022693289494,0.961121157323689,175.5135922000045,5055101440,5337251840
Naive concat,20260814,2,0.10353699453386088,0.10242427903552673,0.9935305124371122,0.9947864303422853,0.618,0.9623853211009175,0.9785447761194029,0.9467509025270758,0.9736842105263158,0.9602175565266958,0.9613811903680145,135.43764399999054,5055101440,5337251840
Naive concat,20260814,3,0.09390717594122558,0.0960107571635711,0.9943406182620261,0.9955887255281438,0.607,0.9670932358318098,0.9796296296296296,0.9548736462093863,0.9748283752860412,0.9648510107477137,0.9656729900632339,135.3838049999904,5055101440,5337251840
Naive concat,20260814,4,0.08267778324948244,0.09241346210945213,0.9946968789498468,0.9956508038243875,0.523,0.9682395644283122,0.9735401459854015,0.9629963898916968,0.9668192219679634,0.9649078059298302,0.9669234254644313,135.39245949999895,5055101440,5337251840
Naive concat,20260814,5,0.07218012313289693,0.0987693449721026,0.9941278944890086,0.9952888514008373,0.683,0.9686221009549796,0.9761686526122824,0.9611913357400722,0.9702517162471396,0.9657215259936058,0.9607142857142857,135.45755339995958,5055101440,5337251840
Naive concat,20260814,6,0.06631993171733394,0.1223228822569337,0.9942110219828334,0.9954817282271158,0.853,0.9645131938125568,0.9724770642201835,0.9566787003610109,0.965675057208238,0.9611768787846244,0.9627659574468085,135.32943320000777,5055101440,5337251840
Naive concat,20260814,7,0.055420322898884725,0.09605064286707546,0.9951326528926302,0.9962476649334402,0.502,0.9709355131698456,0.9771480804387569,0.9648014440433214,0.971395881006865,0.9680986625250931,0.9709618874773139,135.30951829999685,5055101440,5337251840
Naive concat,20260814,8,0.046194001234761944,0.12825725469435165,0.9940747135457542,0.9954560601713448,0.518,0.9639104613978986,0.9759481961147086,0.9521660649819494,0.9702517162471396,0.9612088906145445,0.9625912408759124,135.3227563999826,5055101440,5337251840
Naive concat,20260814,9,0.03750765538557477,0.10572569744683065,0.9948151161926161,0.9959059411875237,0.39,0.9683544303797469,0.970108695652174,0.9666064981949458,0.9622425629290617,0.9644245305620038,0.9650159018627896,135.2388269000221,5055101440,5337251840
Naive concat,20260814,10,0.030549591501344574,0.12549648334095528,0.9944774430189427,0.9955914648362705,0.755,0.9663636363636363,0.9734432234432234,0.9593862815884476,0.9668192219679634,0.9631027517782056,0.9670726206585476,135.30364970001392,5055101440,5337251840
Naive concat,20260814,11,0.028645491890624406,0.16068712110078695,0.9924374633412916,0.9925576382949082,0.854,0.9640418752844788,0.9724517906336089,0.9557761732851986,0.965675057208238,0.9607256152467183,0.9623655913978495,135.22880449995864,5055101440,5337251840
Naive concat,20260814,12,0.025663346683529972,0.1423556216011307,0.994269366124462,0.9955001519603668,0.263,0.970108695652174,0.9736363636363636,0.9666064981949458,0.9668192219679634,0.9667128600814546,0.9661482159194876,135.23400120000588,5055101440,5337251840
Naive concat,20260814,13,0.02007377099597614,0.17771147694374673,0.9911218803955424,0.9903097582374943,0.969,0.9631315430131998,0.9715335169880625,0.9548736462093863,0.9645308924485125,0.9597022693289494,0.9592641261498029,135.2492060000077,5055101440,5337251840
Naive concat,20260814,14,0.020015061842394297,0.12548220080807973,0.9939699006187577,0.994967574528629,0.841,0.9689497716894977,0.9805914972273567,0.9575812274368231,0.9759725400457666,0.9667768837412949,0.9658580413297394,135.22102390002692,5055101440,5337251840
Naive concat,20260814,15,0.0149687664429387,0.22522372115656214,0.9933988508785698,0.9948320557764078,0.093,0.9685649202733485,0.9779208831646734,0.9593862815884476,0.9725400457665904,0.965963163677519,0.9639222941720629,135.20585840003332,5055101440,5337251840
Naive concat,20260814,16,0.018913975129095678,0.21368450899930308,0.9910645688935885,0.9915121857519826,0.933,0.9626253418413856,0.9723756906077348,0.9530685920577617,0.965675057208238,0.9593718246329999,0.953956191327671,135.1765824999893,5055101440,5337251840
Naive concat,20260814,17,0.01559618474910954,0.16149124364835218,0.9930823468182306,0.992930234537026,0.5,0.968094804010939,0.9779005524861878,0.9584837545126353,0.9725400457665904,0.9655119001396129,0.968094804010939,135.21225410001352,5055101440,5337251840
Naive concat,20260814,18,0.014750923682844209,0.1624937066763116,0.9928866615998481,0.993106090844109,0.961,0.9623507805325987,0.9794392523364486,0.9458483754512635,0.9748283752860412,0.9603383753686523,0.961866307761328,135.16442460002145,5055101440,5337251840
Naive concat,20260814,19,0.012595602379961794,0.16048148972849013,0.9929140265512314,0.992912653454177,0.805,0.9673024523160763,0.973491773308958,0.9611913357400722,0.9668192219679634,0.9640052788540179,0.9654863290004483,135.1665076999925,5055101440,5337251840
Naive concat,20260814,20,0.012731586505193659,0.20338116082468505,0.9926708399078059,0.9926911542803706,0.334,0.9664551223934723,0.970856102003643,0.9620938628158845,0.9633867276887872,0.9627402952523358,0.9631650750341064,135.13965620001545,5055101440,5337251840
Naive concat,20260814,21,0.010551159711502656,0.18527740148809108,0.9923192260985221,0.9923423250313789,0.932,0.9630305796439982,0.974145891043398,0.9521660649819494,0.9679633867276888,0.9600647258548192,0.9614695340501792,135.22190240002237,5055101440,5337251840
Naive concat,20260814,22,0.010551010444171218,0.1864477049666574,0.9919954935604589,0.9915848978477272,0.666,0.9652683806946324,0.9648331830477908,0.9657039711191335,0.9553775743707094,0.9605407727449214,0.9618320610687023,135.18998719996307,5055101440,5337251840
Naive concat,20260814,23,0.009982484471390933,0.19183582472747981,0.9906731984568233,0.9895529525198292,0.961,0.9623507805325987,0.9794392523364486,0.9458483754512635,0.9748283752860412,0.9603383753686523,0.962002682163612,135.178098400007,5055101440,5337251840
Naive concat,20260814,24,0.009389169791651358,0.21811179980326925,0.9922412618030715,0.992884828929613,0.701,0.9614325068870524,0.9785046728971962,0.9449458483754513,0.9736842105263158,0.9593150294508835,0.9594163246694026,135.26002870005323,5055101440,5337251840
Naive concat,20260814,25,0.013701197603557619,0.15724464366072255,0.9928308990574064,0.9930832227255152,0.825,0.9623853211009175,0.9785447761194029,0.9467509025270758,0.9736842105263158,0.9602175565266958,0.9605083976395824,135.1527163000428,5055101440,5337251840
Naive concat,20260814,26,0.0113395285709891,0.19076340530283187,0.9924720567703988,0.9930535438793541,0.835,0.9595216191352346,0.9784240150093808,0.9413357400722022,0.9736842105263158,0.9575099752992591,0.9590536851683349,135.22898660000646,5055101440,5337251840
Naive concat,20260814,27,0.009985294454639691,0.1862435149999573,0.9942667845252748,0.9955771171751505,0.17,0.9649840836743975,0.9725022914757103,0.9575812274368231,0.965675057208238,0.9616281423225306,0.9590050667894979,135.2085764000076,5055101440,5337251840
Naive concat,20260814,28,0.008411688388937893,0.18712221614712535,0.9910960644036713,0.9896527504010992,0.939,0.9686506133575647,0.9752973467520586,0.9620938628158845,0.9691075514874142,0.9656007071516494,0.9603916332888296,135.15257899998687,5055101440,5337251840
Naive concat,20260814,29,0.007020374038555655,0.21441759388748266,0.9928778841626118,0.9934140157490945,0.176,0.966576332429991,0.9674502712477396,0.9657039711191335,0.9588100686498856,0.9622570198845095,0.9625228519195612,135.2538596999948,5055101440,5337251840
Naive concat,20260814,30,0.00717535148824422,0.18027873602991795,0.9939569926228221,0.9947552762202732,0.173,0.966078697421981,0.9682683590208522,0.9638989169675091,0.959954233409611,0.96192657518856,0.9634369287020109,135.11566660000244,5055101440,5337251840
Image-gated-Attribute,20260814,1,0.1537592026476062,0.10039472290527124,0.9937112243802098,0.9950904139147536,0.564,0.9631650750341064,0.9706691109074244,0.9557761732851986,0.9633867276887872,0.9595814504869928,0.9621280432822362,176.0445690000197,5061671424,5343543296
Image-gated-Attribute,20260814,2,0.10243489177500323,0.09794507345572813,0.9938909036836323,0.9950024060354398,0.599,0.9644808743169399,0.9733455882352942,0.9557761732851986,0.9668192219679634,0.961297697626581,0.9639314697926059,135.69142029999057,5061671424,5343543296
Image-gated-Attribute,20260814,3,0.09294437835283686,0.09905416032818158,0.9939895207725796,0.9953477883965904,0.684,0.9608475356978351,0.9811853245531514,0.9413357400722022,0.977116704805492,0.959226222438847,0.9614512471655329,135.73356109997258,5061671424,5343543296
Image-gated-Attribute,20260814,4,0.08450761955380176,0.09744697184030317,0.9940504465133954,0.9949467598690978,0.525,0.9638009049773756,0.9664246823956443,0.9611913357400722,0.9576659038901602,0.9594286198151162,0.9625620207487596,135.60238389996812,5061671424,5343543296
Image-gated-Attribute,20260814,5,0.0765483260857578,0.10130610597422338,0.9934458359837752,0.994164432997375,0.643,0.96718322698268,0.9769797421731123,0.9575812274368231,0.971395881006865,0.964488554221844,0.9627635711081203,135.66307289997349,5061671424,5343543296
Image-gated-Attribute,20260814,6,0.06846934113168493,0.11185109593816699,0.9939931350114417,0.9944631752279388,0.356,0.9673321234119783,0.9726277372262774,0.9620938628158845,0.965675057208238,0.9638844600120613,0.9634369287020109,135.66153919999488,5061671424,5343543296
Image-gated-Attribute,20260814,7,0.05901074878940131,0.10630334456245426,0.995449673272807,0.9964712519489624,0.155,0.9699686239354549,0.9634906500445236,0.9765342960288809,0.9530892448512586,0.9648117704400697,0.960919540229885,135.6551032999996,5061671424,5343543296
Image-gated-Attribute,20260814,8,0.049141084831645365,0.10639372170225207,0.9950040892531123,0.9961750544578456,0.324,0.9707602339181286,0.967713004484305,0.973826714801444,0.9588100686498856,0.9663183917256648,0.9659863945578231,135.595555900014,5061671424,5343543296
Image-gated-Attribute,20260814,9,0.040067766159775225,0.10589097112752723,0.9946602202413898,0.9959198874023703,0.427,0.9656419529837251,0.967391304347826,0.9638989169675091,0.9588100686498856,0.9613544928086973,0.9637352674524026,135.64808669994818,5061671424,5343543296
Image-gated-Attribute,20260814,10,0.03350620844353408,0.1075243414929428,0.9949168312005882,0.9960729561379402,0.523,0.9698630136986301,0.9815157116451017,0.9584837545126353,0.977116704805492,0.9678002296590636,0.968094804010939,135.57680789998267,5061671424,5343543296
Image-gated-Attribute,20260814,11,0.02756306738579099,0.1518446976527117,0.9931556642351445,0.9939437503526276,0.791,0.9641072239890959,0.970722781335773,0.9575812274368231,0.9633867276887872,0.9604839775628051,0.9613309352517986,135.6356087999884,5061671424,5343543296
Image-gated-Attribute,20260814,12,0.025601136666497562,0.1241126271287439,0.9944139356789401,0.9950981584986971,0.847,0.9699453551912568,0.9788602941176471,0.9611913357400722,0.9736842105263158,0.967437773133194,0.9651162790697675,135.465863099962,5061671424,5343543296
Image-gated-Attribute,20260814,13,0.021428209644140033,0.2047277561568173,0.9894484878024603,0.9892526801744644,0.915,0.9600363306085377,0.9661791590493601,0.953971119133574,0.9576659038901602,0.9558185115118671,0.953519256308101,135.51133260002825,5061671424,5343543296
Image-gated-Attribute,20260814,14,0.02146291056695897,0.1483325080834019,0.9926445075960975,0.9933142176393328,0.856,0.9626253418413856,0.9723756906077348,0.9530685920577617,0.965675057208238,0.9593718246329999,0.9642537980339589,135.55108970002038,5061671424,5343543296
Image-gated-Attribute,20260814,15,0.014087942807445745,0.20921107207156778,0.9941351229667326,0.9955139903510887,0.346,0.9656108597285068,0.9682395644283122,0.9629963898916968,0.959954233409611,0.9614753116506538,0.9630979498861048,135.54049519996624,5061671424,5343543296
Image-gated-Attribute,20260814,16,0.017592637178748528,0.14990342168815718,0.993345153615478,0.9942227339693858,0.955,0.9591555759522716,0.9757236227824463,0.9431407942238267,0.9702517162471396,0.9566962552354832,0.9590017825311943,135.56902160000755,5061671424,5343543296
Image-gated-Attribute,20260814,17,0.009692988620474838,0.17987111151545662,0.9942053424646218,0.9949185365724569,0.474,0.9637023593466425,0.968978102189781,0.9584837545126353,0.9610983981693364,0.9597910763409858,0.9627272727272728,135.52527799998643,5061671424,5343543296
Image-gated-Attribute,20260814,18,0.017568842634063445,0.19211838440194268,0.9914900164396238,0.9916964570978797,0.739,0.9583333333333334,0.9838403041825095,0.9341155234657039,0.9805491990846682,0.9573323612751861,0.9575148469620831,135.54113989998586,5061671424,5343543296
Image-gated-Attribute,20260814,19,0.0151773871891993,0.185133987799717,0.9920858495320076,0.9923110278984041,0.809,0.9629629629629629,0.9638336347197106,0.9620938628158845,0.954233409610984,0.9581636362134343,0.9614695340501792,135.39667539997026,5061671424,5343543296
Image-gated-Attribute,20260814,20,0.012011952650193726,0.18783894355334135,0.9929894092474948,0.9938114317596826,0.845,0.9636032757051866,0.9715596330275229,0.9557761732851986,0.9645308924485125,0.9601535328668556,0.9641255605381166,135.4240460000001,5061671424,5343543296
Image-gated-Attribute,20260814,21,0.013511364207120997,0.15294419048795374,0.9927694569967533,0.9926799377078888,0.598,0.9669832654907282,0.9691749773345422,0.9648014440433214,0.9610983981693364,0.9629499211063288,0.9657965796579658,135.47061349998694,5061671424,5343543296
