Feature_ID,mz,RT,RTmin,RTmax,parent_masstrack_id,peak_area,cSelectivity,goodness_fitting,snr,detection_counts,SERUM-1_copy_P1-E4_1_step1_1
F27,401.3412,1.594,1.51,1.695,43,136240,1.0,0.97,10,1,161821
F28,401.3412,5.383,5.316,5.476,43,141771,1.0,1.0,12,1,162944
F29,553.3977,2.461,2.386,2.562,2393,88926,1.0,0.77,9,1,112007
F30,515.0266,3.303,3.219,3.388,1831,144550,1.0,0.89,14,1,167036
F31,472.2667,1.644,1.552,1.746,1150,323864,1.0,0.97,16,1,350333
F32,553.4332,1.586,1.493,1.678,2394,300176,1.0,0.91,29,1,323487
F33,553.8693,2.47,2.394,2.571,2395,288980,1.0,0.92,26,1,310734
F34,472.3568,1.67,1.586,1.771,1157,80176,1.0,0.96,5,1,103060
F35,515.4063,1.569,1.468,1.611,1842,193662,1.0,0.64,19,1,213795
F36,515.4063,1.678,1.636,1.729,1842,20711,0.96,0.9,5,1,32715
F37,554.3707,2.47,2.369,2.571,2397,192031,1.0,0.96,14,1,218717
F38,473.2624,1.644,1.56,1.746,1160,1133248,1.0,0.99,69,1,1166309
F39,516.2923,1.644,1.569,1.746,1848,191512,1.0,0.98,15,1,216655
F40,554.3896,1.611,1.51,1.712,2398,785456,1.0,0.98,74,1,810456
F41,554.3896,5.375,5.274,5.476,2398,2327040,1.0,1.0,211,1,2352040
F42,404.2049,1.628,1.535,1.729,85,94598,0.12,0.98,2,1,180089
F43,516.3845,1.703,1.602,1.804,1854,119267,1.0,0.87,8,1,145597
F44,554.4372,1.577,1.476,1.678,2401,319012,1.0,0.99,20,1,343860
F45,554.4372,5.366,5.316,5.459,2401,110478,1.0,0.9,13,1,129690
F46,473.3131,1.628,1.526,1.712,1165,136501,1.0,0.95,3,1,184356
F47,473.3131,8.272,7.96,8.887,1165,473031,0.47,0.66,2,1,697735
F48,517.3678,1.762,1.67,1.863,1866,289353,1.0,0.95,19,1,314253
F49,555.3022,1.653,1.577,1.754,2404,130495,1.0,0.97,11,1,152845
F50,517.3787,1.653,1.619,1.72,1867,102039,1.0,0.74,14,1,116952
F51,473.3416,1.695,1.619,1.796,1169,387169,1.0,0.89,23,1,410669
F52,404.2647,1.586,1.535,1.636,95,47998,1.0,0.97,6,1,63126
F53,555.3502,4.398,4.297,4.499,2407,239612,1.0,0.99,18,1,265067
F54,474.2648,1.644,1.569,1.746,1178,374474,1.0,0.99,36,1,401456
F55,555.3926,1.619,1.518,1.72,2410,243450,1.0,0.99,21,1,270880
F56,555.3926,5.383,5.282,5.484,2410,723311,1.0,1.0,63,1,750333
F57,405.2069,8.381,7.969,8.878,110,397089,0.41,0.74,2,1,523069
F58,474.3101,1.628,1.602,1.678,1182,27774,1.0,0.9,5,1,40791
F59,555.4417,1.586,1.493,1.611,2412,70129,1.0,0.84,8,1,87995
F60,406.2889,1.636,1.602,1.695,136,41287,1.0,0.95,6,1,55230
F61,555.8518,4.398,4.322,4.474,2413,102688,1.0,0.93,10,1,124082
F62,518.3189,3.632,3.573,3.724,1876,104623,0.76,0.78,11,1,123623
F63,518.3189,5.392,5.291,5.493,1876,2508430,1.0,0.99,176,1,2533430
F64,474.3151,1.586,1.526,1.628,1183,23036,0.25,0.98,4,1,34084
F65,518.3634,5.392,5.316,5.493,1881,128774,1.0,0.97,11,1,150531
F66,556.3056,1.636,1.577,1.703,2416,68551,1.0,0.99,7,1,86193
F67,474.3464,1.686,1.619,1.762,1187,91370,0.83,0.93,8,1,110762
F68,406.35,3.606,3.506,3.708,139,297913,0.47,0.94,2,1,342485
F69,406.35,3.817,3.716,3.918,139,366501,1.0,0.95,2,1,412279
F70,518.372,1.754,1.661,1.838,1882,84313,1.0,0.89,6,1,108097
F71,475.2653,1.644,1.586,1.703,1196,69407,1.0,0.97,8,1,86644
F72,556.3936,1.619,1.552,1.644,2422,41660,1.0,0.77,7,1,57137
F73,556.3936,5.383,5.316,5.459,2422,129179,1.0,1.0,13,1,147875
F74,519.3219,5.392,5.291,5.493,1891,716684,1.0,1.0,47,1,746375
F75,556.4086,1.611,1.56,1.653,2423,18514,0.26,0.94,5,1,29584
F76,475.3294,1.619,1.586,1.67,1200,29784,1.0,0.89,5,1,42479
F77,519.3993,1.636,1.543,1.737,1893,224195,1.0,0.92,23,1,249010
F78,407.3498,1.67,1.569,1.771,162,96371,0.71,0.64,2,1,123067
F79,407.3498,3.792,3.691,3.893,162,86995,0.69,0.87,2,1,112864
F80,556.4385,1.796,1.695,1.897,2424,3163167,1.0,0.97,50,1,3227574
F81,476.3115,1.602,1.535,1.636,1211,45572,0.73,0.77,5,1,60500
F82,520.3294,2.605,2.503,2.706,1894,1028960,1.0,0.99,16,1,1117033
F83,520.3294,5.198,5.173,5.24,1894,19213,0.87,0.79,2,1,49615
F84,520.3294,9.164,8.693,9.998,1894,709324,0.91,0.61,2,1,1235730
F85,556.8932,2.436,2.36,2.503,2427,90630,1.0,0.79,10,1,110082
F86,408.3046,1.636,1.56,1.737,178,659061,1.0,0.98,64,1,685135
F87,476.3316,3.152,3.051,3.253,1213,164521,1.0,0.99,11,1,190599
F88,557.4083,2.301,2.2,2.402,2432,478718,1.0,0.99,31,1,507226
F89,520.3391,5.383,5.282,5.484,1895,15895637,1.0,1.0,1171,1,15920637
F90,408.3647,1.653,1.552,1.754,180,305076,1.0,0.97,9,1,347733
F91,520.3566,3.514,3.43,3.615,1897,679782,1.0,0.92,47,1,696330
F92,476.667,3.135,3.076,3.16,1216,34245,1.0,0.81,5,1,48372
F93,557.441,1.796,1.695,1.897,2433,1046539,1.0,0.99,36,1,1079496
F94,409.1597,1.644,1.611,1.695,183,40362,0.5,0.99,6,1,53710
F95,476.8398,2.251,2.192,2.352,1217,151600,1.0,0.97,15,1,169874
F96,557.449,1.678,1.577,1.712,2434,263816,1.0,0.96,26,1,281522
F97,520.3653,3.43,3.388,3.463,1898,75717,0.87,0.96,14,1,86965
F98,520.3653,5.383,5.35,5.4,1898,165719,1.0,0.7,39,1,197671
F99,557.9107,2.268,2.209,2.369,2436,199956,1.0,0.9,16,1,218095
F100,477.3069,2.503,2.402,2.605,1230,223402,1.0,0.99,9,1,260371
F101,558.293,5.366,5.282,5.468,2438,142712,1.0,0.99,11,1,166370
F102,520.3741,2.588,2.486,2.646,1899,80807,1.0,0.87,6,1,101825
F103,520.3741,3.388,3.32,3.421,1899,40259,0.97,0.95,5,1,56649
F104,520.3741,5.409,5.383,5.434,1899,42335,1.0,0.65,9,1,49336
F105,477.3165,1.661,1.611,1.695,1231,35284,1.0,0.98,5,1,45688
F106,409.3079,1.636,1.577,1.729,201,172722,1.0,0.98,17,1,196318
F107,409.3387,1.67,1.594,1.771,202,83604,1.0,0.88,7,1,107663
F108,520.4078,1.636,1.577,1.737,1900,92292,1.0,0.71,10,1,112441
F109,558.3982,1.266,1.215,1.35,2445,59392,0.93,0.96,6,1,78202
F110,558.3982,2.386,2.343,2.486,2445,93036,1.0,0.78,7,1,109712
F111,477.3424,1.653,1.577,1.72,1232,44833,0.79,0.75,5,1,64077
F112,477.3424,2.141,2.04,2.242,1232,500646,1.0,0.98,40,1,525376
F113,410.3093,1.628,1.602,1.72,223,43247,1.0,0.76,5,1,57540
F114,558.4092,2.301,2.2,2.402,2446,120407,1.0,0.91,9,1,145500
F115,520.4507,5.4,5.375,5.468,1901,60044,0.71,0.76,10,1,73687
F116,477.3998,1.67,1.569,1.771,1233,144391,1.0,0.97,10,1,169269
F117,558.4175,1.72,1.619,1.821,2447,1699939,1.0,0.99,120,1,1724939
F118,410.3714,1.644,1.586,1.72,225,79457,1.0,0.99,8,1,99983
F119,520.5051,1.586,1.51,1.686,1902,155990,1.0,0.94,12,1,179688
F120,520.5051,1.804,1.771,1.863,1902,33534,0.8,0.92,5,1,47576
F121,477.8565,2.124,2.074,2.2,1234,153894,1.0,0.83,16,1,169897
F122,520.6931,3.514,3.421,3.615,1903,559165,1.0,0.94,41,1,589484
F123,478.194,2.192,2.091,2.293,1235,197353,0.96,0.97,10,1,223000
F124,558.4429,1.678,1.644,1.72,2450,41562,1.0,0.92,8,1,53605
F125,558.4429,1.796,1.72,1.897,2450,186520,1.0,0.9,22,1,209420
F126,520.865,2.377,2.31,2.47,1904,293209,1.0,0.89,26,1,313893
F127,558.4636,1.653,1.569,1.737,2451,164118,1.0,0.94,17,1,189530
F128,521.0273,3.514,3.421,3.606,1905,280774,1.0,0.98,21,1,303053
F129,558.9008,2.436,2.335,2.512,2452,64864,1.0,0.94,5,1,87968
F130,478.326,4.693,4.592,4.794,1246,80498,1.0,0.96,5,1,107079
F131,478.326,5.392,5.308,5.493,1246,115229,1.0,0.98,10,1,137873
F132,521.2536,2.369,2.276,2.444,1911,93594,1.0,0.99,8,1,113809
F133,411.3551,1.678,1.619,1.746,242,44484,1.0,0.88,5,1,59740
F134,559.0523,3.666,3.573,3.758,2453,177562,1.0,0.96,15,1,200400
F135,478.3572,2.15,2.074,2.2,1249,61928,1.0,0.76,7,1,80283
F136,412.3168,1.594,1.543,1.619,261,41918,1.0,0.99,7,1,53188
F137,412.3234,1.746,1.644,1.846,262,536669,1.0,1.0,34,1,563428
F138,478.3859,1.577,1.501,1.644,1251,227569,1.0,0.98,24,1,245776
F139,521.3316,1.965,1.863,2.049,1916,348132,1.0,0.97,10,1,383555
F140,521.3316,2.091,2.049,2.192,1916,158112,0.98,1.0,6,1,185266
F141,521.3316,2.613,2.512,2.714,1916,300419,1.0,0.99,9,1,337228
F142,559.3908,1.644,1.594,1.678,2455,58625,1.0,0.98,10,1,71194
F143,559.3908,3.691,3.59,3.792,2455,170886,1.0,0.85,13,1,197298
F144,559.4209,1.729,1.628,1.83,2457,565634,1.0,0.99,37,1,597047
F145,521.3398,5.375,5.274,5.476,1917,4680673,1.0,0.99,371,1,4705673
F146,479.2923,3.657,3.564,3.758,1261,157120,1.0,0.98,11,1,182234
F147,413.3217,1.661,1.569,1.729,285,171566,1.0,0.97,16,1,192273
F148,479.3895,1.594,1.526,1.678,1266,83684,1.0,0.87,10,1,100372
F149,559.469,1.644,1.569,1.746,2459,343381,1.0,0.98,32,1,371246
F150,521.3661,2.419,2.394,2.503,1919,84541,1.0,0.93,12,1,103664
F151,521.3661,3.497,3.421,3.598,1919,108791,1.0,0.9,8,1,132549
F152,413.3266,1.729,1.695,1.83,286,97249,1.0,0.7,10,1,117073
F153,480.3418,5.308,5.215,5.409,1284,294805,1.0,0.99,22,1,320667
F154,559.5134,1.628,1.526,1.729,2460,771289,1.0,1.0,78,1,798233
F155,559.5134,2.806,2.748,2.849,2460,34641,1.0,0.91,5,1,47790
F156,413.3712,1.686,1.611,1.779,287,79971,1.0,0.85,6,1,104124
F157,480.4219,1.653,1.56,1.746,1286,144261,1.0,0.94,11,1,169426
F158,521.3809,2.276,2.175,2.377,1920,1443229,1.0,0.98,110,1,1468229
F159,521.3809,2.411,2.402,2.453,1920,34239,0.91,0.63,14,1,41239
F160,521.3809,5.366,5.324,5.468,1920,248418,0.95,0.9,25,1,266418
F161,560.2867,1.569,1.501,1.67,2461,181964,1.0,0.86,17,1,205404
F162,560.2867,5.35,5.257,5.451,2461,99639,0.97,0.99,8,1,124660
F163,521.4166,1.644,1.569,1.746,1921,238521,1.0,0.92,17,1,262468
F164,560.4095,1.703,1.602,1.746,2466,107287,1.0,0.72,13,1,118571
F165,560.4095,1.771,1.746,1.846,2466,65522,1.0,0.89,11,1,80579
F166,415.3165,1.628,1.569,1.729,316,98123,1.0,0.74,9,1,120295
F167,521.8826,2.276,2.175,2.377,1925,813937,1.0,0.99,60,1,846162
F168,560.4427,3.009,2.933,3.11,2467,85170,1.0,0.76,6,1,109504
F169,560.4427,3.186,3.11,3.278,2467,70025,1.0,0.87,6,1,91744
F170,481.259,2.503,2.402,2.605,1299,383725,1.0,0.99,11,1,410744
F171,560.4714,1.653,1.577,1.729,2468,104656,1.0,0.94,13,1,124939
F172,416.2133,1.628,1.543,1.729,320,514080,1.0,0.97,29,1,544254
F173,481.3094,3.623,3.59,3.666,1306,23806,1.0,0.89,5,1,30712
F174,560.5166,1.628,1.56,1.695,2469,283154,1.0,1.0,32,1,300783
F175,522.3346,1.948,1.846,2.049,1935,103255,0.86,0.99,6,1,129265
F176,522.3346,2.613,2.545,2.689,1935,57112,0.84,0.98,6,1,77444
F177,416.2522,1.628,1.586,1.703,324,35247,1.0,0.54,5,1,52154
F178,481.3464,5.324,5.24,5.4,1309,73668,1.0,0.99,6,1,94188
F179,561.2804,1.569,1.526,1.67,2470,58758,1.0,0.85,6,1,77789
F180,522.3519,5.35,5.249,5.451,1937,9848644,1.0,1.0,727,1,9873644
F181,416.2921,1.569,1.493,1.67,330,264119,1.0,0.98,23,1,288450
F182,482.2622,2.52,2.419,2.605,1318,78092,1.0,0.99,6,1,101160
F183,561.3304,1.653,1.611,1.712,2474,45080,1.0,0.92,8,1,57817
F184,561.3304,2.453,2.369,2.554,2474,72288,1.0,0.98,5,1,95628
F185,522.3839,2.276,2.175,2.377,1940,301091,1.0,0.94,23,1,327747
F186,561.341,1.636,1.602,1.686,2475,30624,1.0,0.95,5,1,42826
F187,482.3208,3.59,3.489,3.691,1324,329715,1.0,0.99,23,1,357043
F188,482.3208,5.417,5.316,5.518,1324,217384,1.0,0.99,17,1,243733
F189,417.208,1.703,1.67,1.804,334,59880,1.0,0.63,7,1,79750
F190,522.3983,1.678,1.636,1.762,1941,53888,0.92,0.92,5,1,70119
F191,522.3983,5.366,5.266,5.459,1941,520331,1.0,0.93,37,1,548981
F192,561.3948,1.653,1.586,1.72,2477,177320,1.0,0.87,16,1,192105
F193,561.3948,1.804,1.72,1.906,2477,304104,1.0,0.96,22,1,327097
F194,417.2145,1.636,1.577,1.678,335,77139,1.0,0.98,10,1,93763
F195,522.4244,1.636,1.586,1.67,1942,43986,1.0,0.9,7,1,57122
F196,482.3647,1.678,1.577,1.779,1327,3415453,1.0,0.96,229,1,3440453
F197,482.3647,3.0,2.941,3.059,1327,32467,0.72,0.69,5,1,47467
F198,482.3647,5.526,5.426,5.628,1327,437506,0.88,0.98,33,1,462506
F199,561.4837,1.636,1.535,1.737,2478,292327,1.0,0.93,27,1,317277
F200,417.295,1.577,1.518,1.67,346,73842,1.0,0.97,8,1,91340
F201,522.4331,1.703,1.602,1.804,1943,258252,1.0,0.97,10,1,284074
F202,561.5198,1.602,1.569,1.619,2479,23372,0.71,0.89,5,1,34292
F203,523.2993,1.67,1.628,1.771,1949,54261,1.0,0.77,5,1,74328
F204,482.4025,1.695,1.594,1.796,1328,467498,1.0,0.95,5,1,554994
F205,419.2734,1.653,1.594,1.754,363,171329,1.0,0.98,18,1,191693
F206,561.8572,2.461,2.419,2.562,2480,101780,1.0,0.75,9,1,119744
F207,523.3288,1.973,1.872,2.074,1952,125236,0.82,0.86,8,1,150766
F208,483.2435,5.375,5.291,5.459,1330,68624,1.0,0.99,5,1,91558
F209,562.3213,5.333,5.232,5.434,2484,172689,1.0,0.99,13,1,198731
F210,523.3556,5.358,5.257,5.459,1955,2774117,1.0,1.0,205,1,2799117
F211,419.3124,2.049,1.956,2.15,366,133251,1.0,0.99,11,1,157037
F212,483.3234,3.615,3.514,3.691,1339,81897,1.0,0.99,7,1,104280
F213,483.3234,5.426,5.35,5.501,1339,46062,1.0,0.89,5,1,65633
F214,421.3411,1.67,1.602,1.771,400,136395,1.0,0.98,12,1,160272
F215,562.3573,2.47,2.386,2.562,2487,96188,1.0,0.99,7,1,119667
F216,523.3886,1.653,1.577,1.754,1956,106316,1.0,0.9,8,1,129647
F217,523.3886,5.358,5.266,5.451,1956,108316,1.0,0.92,13,1,133175
F218,483.3606,5.535,5.442,5.611,1342,94816,1.0,0.99,8,1,116599
F219,422.3233,5.417,5.333,5.442,416,47446,1.0,0.83,5,1,64147
F220,523.4317,1.644,1.569,1.746,1957,209563,0.95,0.92,14,1,233206
F221,562.3954,1.804,1.712,1.872,2490,68478,1.0,0.64,7,1,90926
F222,422.3439,1.712,1.611,1.813,417,194841,1.0,0.99,13,1,221081
F223,483.3689,1.661,1.56,1.762,1343,974763,1.0,0.97,63,1,1007193
F224,562.4453,1.594,1.552,1.628,2491,27126,1.0,0.8,5,1,34503
F225,524.2712,3.564,3.379,3.666,1962,190628,1.0,0.89,8,1,226295
F226,423.3251,1.737,1.56,1.83,436,96014,1.0,0.67,5,1,130181
F227,562.4877,1.644,1.602,1.686,2492,51161,1.0,0.81,8,1,65297
F228,483.4075,1.695,1.594,1.796,1345,183165,1.0,0.98,5,1,217628
F229,563.3731,1.695,1.611,1.796,2499,230910,0.95,0.93,14,1,253727
F230,484.2791,2.697,2.63,2.79,1350,60681,1.0,0.96,5,1,81059
F231,563.4244,1.644,1.577,1.746,2500,422755,1.0,0.97,51,1,445159
F232,524.3461,5.324,5.291,5.366,1969,27012,1.0,0.64,5,1,42305
F233,484.3936,1.628,1.586,1.695,1358,58083,1.0,0.91,7,1,70650
F234,424.2797,1.636,1.577,1.729,449,134194,1.0,0.97,9,1,156069
F235,524.3688,1.653,1.644,1.695,1971,15294,0.34,0.55,5,1,22294
F236,524.3688,5.324,5.223,5.426,1971,18374519,1.0,1.0,1355,1,18399519
F237,484.4079,1.661,1.602,1.754,1360,49107,1.0,0.81,5,1,69246
F238,564.3553,2.706,2.605,2.806,2509,1249682,1.0,0.99,32,1,1306768
F239,524.3973,5.324,5.274,5.366,1972,580321,1.0,0.99,78,1,592328
F240,424.3243,1.67,1.569,1.771,454,2305542,1.0,0.96,156,1,2330542
F241,485.346,1.703,1.636,1.729,1376,59489,1.0,0.88,9,1,74169
F242,424.3391,5.366,5.266,5.468,455,705722,1.0,0.95,59,1,731915
F243,524.415,5.324,5.223,5.426,1973,900242,1.0,0.96,67,1,932111
F244,564.3839,3.901,3.8,4.002,2512,695036,1.0,1.0,44,1,724924
F245,524.4466,1.67,1.594,1.771,1974,236847,1.0,0.96,18,1,257757
F246,424.3604,1.695,1.594,1.796,456,1260238,1.0,0.99,25,1,1315937
F247,485.3536,1.956,1.855,2.04,1377,798454,1.0,0.94,27,1,823325
F248,485.3536,2.082,2.04,2.124,1377,210840,0.83,0.9,12,1,222735
F249,485.3536,2.259,2.158,2.36,1377,2644188,1.0,1.0,103,1,2671222
F250,564.4312,1.644,1.543,1.746,2516,203377,1.0,0.92,21,1,228577
F251,525.286,2.596,2.495,2.697,1977,342495,1.0,0.99,13,1,380165
F252,564.7189,3.893,3.8,3.994,2517,508665,1.0,0.98,40,1,542323
F253,525.3713,5.316,5.215,5.417,1982,5377973,1.0,0.99,406,1,5402973
F254,485.3926,1.644,1.577,1.686,1381,41052,1.0,0.77,7,1,55136
F255,564.8918,2.554,2.453,2.655,2518,468622,1.0,0.99,34,1,497753
F256,485.3975,2.251,2.166,2.335,1382,117604,1.0,0.95,11,1,138857
F257,565.0532,3.893,3.792,3.994,2519,241335,1.0,0.76,15,1,267860
F258,525.4149,5.324,5.232,5.409,1984,293417,1.0,0.98,24,1,316564
F259,485.4283,1.678,1.594,1.737,1383,63167,1.0,0.95,6,1,85514
F260,525.4507,1.661,1.611,1.754,1985,80728,1.0,0.91,8,1,101348
F261,565.2798,2.444,2.36,2.545,2522,154791,1.0,0.99,11,1,179748
F262,485.8542,2.242,2.141,2.343,1384,1331690,1.0,0.99,93,1,1365271
F263,526.2888,2.605,2.529,2.689,1990,82313,0.74,0.99,5,1,102157
F264,526.2888,3.556,3.472,3.657,1990,355816,0.75,0.96,22,1,379463
F265,565.3581,2.714,2.613,2.815,2529,365583,1.0,0.99,20,1,391526
F266,486.3237,2.31,2.209,2.411,1399,150747,1.0,0.98,7,1,176175
F267,425.3238,1.67,1.577,1.771,478,611519,1.0,0.96,40,1,638649
F268,526.3717,5.324,5.223,5.426,1998,1013118,1.0,1.0,71,1,1045740
F269,565.3836,3.876,3.834,3.91,2531,35196,1.0,0.92,6,1,47058
F270,425.3426,5.366,5.291,5.459,479,211715,1.0,0.99,18,1,235326
F271,526.3919,1.729,1.628,1.83,2000,460195,1.0,1.0,30,1,486951
F272,486.3566,1.965,1.863,2.057,1403,248581,1.0,0.95,15,1,273430
F273,486.3566,2.242,2.15,2.343,1403,493159,1.0,0.99,36,1,515844
F274,565.3935,2.588,2.562,2.672,2532,122514,1.0,0.95,17,1,141813
F275,425.3634,1.695,1.619,1.796,480,390251,0.77,0.99,27,1,413066
F276,486.8561,2.234,2.166,2.335,1405,103967,1.0,0.98,8,1,126318
F277,425.4066,1.619,1.577,1.678,481,43409,0.64,0.52,6,1,57868
F278,526.4279,1.729,1.628,1.83,2001,295078,1.0,0.98,3,1,382970
F279,526.4279,8.701,8.028,9.476,2001,811925,0.63,0.56,2,1,1414772
F280,565.4011,1.577,1.51,1.644,2533,91149,1.0,0.98,9,1,109986
F281,565.4011,2.545,2.512,2.588,2533,77365,1.0,0.92,17,1,87369
F282,426.3318,1.67,1.577,1.746,498,127125,1.0,0.97,10,1,147361
F283,527.2918,3.564,3.472,3.666,2011,113497,0.79,0.95,7,1,138976
F284,426.3551,5.324,5.223,5.426,499,1004206,1.0,0.99,73,1,1032009
F285,565.4178,1.661,1.644,1.729,2534,28435,0.62,0.55,7,1,39435
F286,565.4178,2.436,2.335,2.537,2534,2832858,1.0,0.99,198,1,2857858
F287,426.3663,1.686,1.644,1.779,500,71237,0.57,0.96,7,1,87536
F288,527.376,5.324,5.232,5.426,2017,148729,1.0,0.99,12,1,174012
F289,427.3575,5.333,5.232,5.434,501,242756,1.0,0.97,22,1,268650
F290,527.3945,1.729,1.628,1.83,2018,155637,1.0,0.99,10,1,180637
F291,527.4312,1.703,1.653,1.804,2021,87905,0.73,0.92,3,1,114598
F292,565.5632,1.594,1.493,1.695,2536,4777090,1.0,0.98,155,1,4810199
F293,428.3704,5.324,5.232,5.4,518,243395,1.0,0.98,20,1,262370
F294,565.9085,2.428,2.335,2.478,2539,1504414,1.0,0.97,128,1,1522414
F295,429.086,1.543,1.451,1.619,520,239285,1.0,0.99,21,1,259036
F296,528.4064,1.804,1.703,1.906,2034,162387,0.72,0.84,8,1,187992
F297,566.3177,5.324,5.223,5.426,2543,171462,1.0,0.99,12,1,196744
F298,429.2793,1.661,1.577,1.762,533,498390,1.0,0.94,37,1,524608
F299,566.3611,2.714,2.646,2.806,2548,75250,1.0,0.96,7,1,96858
F300,429.3155,1.67,1.602,1.771,538,466443,1.0,0.89,32,1,491685
F301,487.3226,1.661,1.586,1.762,1414,534468,1.0,0.89,42,1,558895
F302,487.3226,2.992,2.916,3.076,1414,68480,0.8,0.98,6,1,85713
F303,529.3704,1.712,1.628,1.813,2046,123703,1.0,0.98,9,1,148583
F304,566.4079,1.594,1.518,1.686,2550,80082,0.87,0.83,8,1,103471
F305,566.4079,2.428,2.327,2.529,2550,685991,1.0,0.99,48,1,714941
F306,429.3318,1.628,1.56,1.661,541,32928,1.0,0.56,5,1,46574
F307,529.3789,2.394,2.293,2.495,2047,6087292,1.0,0.99,453,1,6112292
F308,529.418,1.678,1.594,1.754,2048,80499,0.84,0.59,7,1,101677
F309,529.418,2.394,2.31,2.478,2048,308272,1.0,0.95,27,1,335035
F310,429.3701,1.586,1.484,1.686,542,994888,1.0,0.98,75,1,1023577
F311,429.3701,5.316,5.249,5.4,542,54772,0.72,0.9,5,1,74550
F312,566.4579,1.754,1.653,1.855,2552,172757,1.0,0.98,9,1,198382
F313,529.7017,3.438,3.346,3.506,2049,201530,1.0,0.93,18,1,226746
F314,430.0866,1.543,1.501,1.586,543,49731,1.0,0.79,8,1,61667
F315,566.5664,1.577,1.484,1.678,2553,1899679,1.0,0.98,124,1,1923679
F316,430.2819,1.661,1.586,1.762,553,146751,1.0,0.92,13,1,169981
F317,566.9113,2.419,2.377,2.495,2554,128873,1.0,0.97,14,1,144683
F318,487.3568,1.678,1.586,1.779,1418,111114,1.0,0.94,4,1,133222
F319,430.3181,1.678,1.611,1.779,558,130364,1.0,0.93,11,1,153230
F320,529.8835,2.394,2.293,2.495,2050,3395620,1.0,0.99,252,1,3420620
F321,430.3754,1.586,1.484,1.686,559,560074,1.0,0.99,42,1,588034
F322,487.3724,1.628,1.594,1.712,1420,44259,1.0,0.82,6,1,58116
F323,567.413,1.594,1.518,1.67,2562,88141,1.0,0.88,10,1,109509
F324,529.9259,2.386,2.318,2.486,2053,124951,1.0,0.61,12,1,145377
F325,431.0826,1.552,1.468,1.594,561,48501,1.0,0.77,7,1,65825
F326,487.83,2.251,2.2,2.318,1424,73589,1.0,0.97,9,1,87967
F327,530.0367,3.43,3.329,3.522,2055,175550,1.0,0.94,16,1,204182
F328,567.5693,1.586,1.501,1.686,2566,416988,1.0,0.99,37,1,441983
F329,568.3343,5.299,5.198,5.4,2571,599331,1.0,1.0,40,1,628643
F330,568.385,2.411,2.352,2.512,2575,69124,1.0,0.93,6,1,89580
F331,431.243,1.619,1.543,1.712,569,75550,1.0,0.88,7,1,98746
F332,568.4231,1.602,1.501,1.703,2577,428057,1.0,0.98,32,1,460835
F333,488.3263,1.661,1.619,1.762,1434,136345,1.0,0.8,14,1,154974
F334,530.3083,1.678,1.577,1.779,2061,4109022,1.0,0.97,15,1,4318685
F335,431.3129,1.661,1.619,1.703,577,29123,1.0,0.87,5,1,41134
F336,431.3129,1.746,1.703,1.796,577,31002,1.0,0.92,5,1,45959
F337,488.3345,2.242,2.166,2.327,1435,65009,1.0,0.93,6,1,85372
