assigned_split,original_split,sample_id,image_path,source_file,study_id,project_id,instrument_id,instrument_family,column_id,chromatography_type,polarity,domain_id,seed_label,true_box_count,boxes_json,attributes_json
External C,train,D04P_NEG__F115,D04P_NEG/D04P_NEG__F115.png,D04P_NEG,ST003514,PR002159,Agilent 6545 QTOF,Agilent QTOF,"Agilent InfinityLab Poroshell 120 EC-C18 (100 × 3 mm, 2.7 µm)",Reversed phase,negative,DG11,0,0,[],"[3.302102331263012, 0.2967561766646615, 0.8629109846036789, -0.0043825147173832, 0.1682256447564447, -1.3316976872386503, 1.0333059180054962, 1.6012194584067527, 0.611798148945996, 7.056650434874448, 0.158145238658437, 6.366931540256022, 1.4244604316546765]"
External C,train,D04P_NEG__F117,D04P_NEG/D04P_NEG__F117.png,D04P_NEG,ST003514,PR002159,Agilent 6545 QTOF,Agilent QTOF,"Agilent InfinityLab Poroshell 120 EC-C18 (100 × 3 mm, 2.7 µm)",Reversed phase,negative,DG11,0,0,[],"[2.5092103777473227, 0.3884368521908815, 1.3340306606892678, -0.0055355156744184, 0.303687580315746, -1.7491006601019117, 0.9608313224036488, 2.3541992796137152, 0.7158287467731032, 7.13431887800901, 0.1051731053590521, 6.711849937971918, 1.1920529801324504]"
External C,train,D04P_NEG__F118,D04P_NEG/D04P_NEG__F118.png,D04P_NEG,ST003514,PR002159,Agilent 6545 QTOF,Agilent QTOF,"Agilent InfinityLab Poroshell 120 EC-C18 (100 × 3 mm, 2.7 µm)",Reversed phase,negative,DG11,0,0,[],"[5.678147434426087, 0.3477709930904322, 1.1154457028886258, 0.1724124437488673, 0.0351795632142784, -1.8749589155996589, 0.9969336641531192, 1.9579756760979707, 3.2420178388980765, 8.039090170294346, 0.1364598447394439, 6.142056650559486, 1.2753623188405796]"
External C,train,D04P_NEG__F119,D04P_NEG/D04P_NEG__F119.png,D04P_NEG,ST003514,PR002159,Agilent 6545 QTOF,Agilent QTOF,"Agilent InfinityLab Poroshell 120 EC-C18 (100 × 3 mm, 2.7 µm)",Reversed phase,negative,DG11,0,0,[],"[1.498244350298454, 0.2396573688515459, 0.0637728001881863, -0.1677896719219413, 0.8829266304211191, -1.6248084511129208, 1.0907047222653448, 2.072688778535664, -1.2611311189306171, 6.2738256747274495, 0.0906193483313269, 5.828055907333276, 1.125]"
External C,train,D04P_NEG__F12,D04P_NEG/D04P_NEG__F12.png,D04P_NEG,ST003514,PR002159,Agilent 6545 QTOF,Agilent QTOF,"Agilent InfinityLab Poroshell 120 EC-C18 (100 × 3 mm, 2.7 µm)",Reversed phase,negative,DG11,1,1,"[[249.66850828729284, 84.35990338164248, 271.1782926829268, 403.75925925925924]]","[1.4778423755782282, 0.7783242571630516, 0.976734527610074, 0.0314570558892698, 0.4721295891813301, -0.4105800214576525, 0.8289403957328128, 1.4100573838404027, 0.80120459047758, 2.1591655317310208, 0.7188242307485695, 2.584962500721156, 0.3333333333333333]"
External C,train,D04P_NEG__F125,D04P_NEG/D04P_NEG__F125.png,D04P_NEG,ST003514,PR002159,Agilent 6545 QTOF,Agilent QTOF,"Agilent InfinityLab Poroshell 120 EC-C18 (100 × 3 mm, 2.7 µm)",Reversed phase,negative,DG11,1,2,"[[200.38940457523196, 261.0697215873698, 241.54477124183003, 403.75925925925924], [241.54477124183003, 84.35990338164248, 281.29213483146066, 403.75925925925924]]","[2.5596896236054008, 1.358304625859652, 2.208796777097688, 0.3499414083967259, 0.1880061613640549, -2.3637072716148486, 0.2129003575219274, 3.467651689606952, 1.5760220272723522, 3.875440412422376, 0.2939991420065365, 3.977916874693636, 0.7096774193548387]"
External C,train,D04P_NEG__F127,D04P_NEG/D04P_NEG__F127.png,D04P_NEG,ST003514,PR002159,Agilent 6545 QTOF,Agilent QTOF,"Agilent InfinityLab Poroshell 120 EC-C18 (100 × 3 mm, 2.7 µm)",Reversed phase,negative,DG11,1,1,"[[214.3466385250481, 84.35990338164248, 299.83146067415726, 403.75925925925924]]","[1.6749214783265944, 0.2529605534899668, 1.6583786978039807, -0.1476148465619383, 0.925034458753466, -1.3100981431338314, 0.6352374449154647, 1.9629793020351325, 0.1382648577565321, 3.860292055866384, 0.1331534412008106, 3.906890595608518, 0.9333333333333332]"
External C,train,D04P_NEG__F132,D04P_NEG/D04P_NEG__F132.png,D04P_NEG,ST003514,PR002159,Agilent 6545 QTOF,Agilent QTOF,"Agilent InfinityLab Poroshell 120 EC-C18 (100 × 3 mm, 2.7 µm)",Reversed phase,negative,DG11,1,1,"[[265.1381215469613, 84.35990338164248, 315.0, 403.75925925925924]]","[2.360657565180532, 1.406243783486348, 3.4074155270104662, 0.3344195718330831, 0.216869403401104, -2.658932276949193, 0.0800878312240045, 4.01683856001791, 1.3708674940920282, 3.702704574953316, 0.2869098660493677, 4.413716068381602, 0.064516129032258]"
External C,train,D04P_NEG__F133,D04P_NEG/D04P_NEG__F133.png,D04P_NEG,ST003514,PR002159,Agilent 6545 QTOF,Agilent QTOF,"Agilent InfinityLab Poroshell 120 EC-C18 (100 × 3 mm, 2.7 µm)",Reversed phase,negative,DG11,1,1,"[[245.2486187845304, 84.35990338164245, 273.4269662921348, 403.75925925925924]]","[2.680284567203881, 1.674142168877062, 2.379912931108909, 0.4383190069323194, 0.1717831052943459, -2.48793692866166, 0.3142565246419999, 3.5817149905136763, 1.6898708613026123, 3.597420725383481, 0.3007846408113905, 2.869026170699326, 0.3076923076923077]"
External C,train,D04P_NEG__F138,D04P_NEG/D04P_NEG__F138.png,D04P_NEG,ST003514,PR002159,Agilent 6545 QTOF,Agilent QTOF,"Agilent InfinityLab Poroshell 120 EC-C18 (100 × 3 mm, 2.7 µm)",Reversed phase,negative,DG11,1,1,"[[241.3672981592529, 84.35990338164247, 297.5842696629214, 403.7592592592593]]","[2.839321633210476, 1.7702640706731951, 3.083364602767245, 0.4790242886278796, 0.1580861227454325, -2.685568974325303, 0.2265562674307886, 3.805062104991693, 1.8073753337795604, 3.663121898204163, 0.2879492089304306, 3.636313896313073, 0.2790697674418604]"
External C,train,D04P_NEG__F141,D04P_NEG/D04P_NEG__F141.png,D04P_NEG,ST003514,PR002159,Agilent 6545 QTOF,Agilent QTOF,"Agilent InfinityLab Poroshell 120 EC-C18 (100 × 3 mm, 2.7 µm)",Reversed phase,negative,DG11,1,1,"[[233.21794938699674, 84.3599033816425, 285.7865168539326, 403.75925925925924]]","[1.9979793202644207, 1.2521009786778374, 3.212905867580906, 0.2432454507443433, 0.2802572273647092, -2.5724022946241294, 0.1117781598825695, 4.034673655643044, 1.021129776594113, 3.5815112286355992, 0.2792861244227727, 4.257756064128517, 0.0769230769230769]"
External C,train,D04P_NEG__F142,D04P_NEG/D04P_NEG__F142.png,D04P_NEG,ST003514,PR002159,Agilent 6545 QTOF,Agilent QTOF,"Agilent InfinityLab Poroshell 120 EC-C18 (100 × 3 mm, 2.7 µm)",Reversed phase,negative,DG11,1,1,"[[241.69829591658817, 84.3599033816425, 291.96629213483146, 403.75925925925924]]","[2.01068655157807, 1.2173020117522555, 2.3504198980681923, 0.2364884868043652, 0.2837748056815303, -2.5934034450199, 0.075960809320708, 4.088079386602998, 0.9932015505812682, 3.572654514816384, 0.2864392152468424, 4.183465189601646, 0.08]"
External C,train,D04P_NEG__F145,D04P_NEG/D04P_NEG__F145.png,D04P_NEG,ST003514,PR002159,Agilent 6545 QTOF,Agilent QTOF,"Agilent InfinityLab Poroshell 120 EC-C18 (100 × 3 mm, 2.7 µm)",Reversed phase,negative,DG11,1,1,"[[239.32751002924257, 84.35990338164248, 264.9999999999999, 403.75925925925924]]","[1.6579790852255287, 0.3545038825390787, 2.190061232882881, -0.1002451327203927, 0.7458422264861397, -1.6108305927888389, 0.5139848595674452, 2.3862443062392327, 0.1720288087091171, 3.366700467925164, 0.215207776302035, 3.277613436819116, 0.1818181818181818]"
External C,train,D04P_NEG__F146,D04P_NEG/D04P_NEG__F146.png,D04P_NEG,ST003514,PR002159,Agilent 6545 QTOF,Agilent QTOF,"Agilent InfinityLab Poroshell 120 EC-C18 (100 × 3 mm, 2.7 µm)",Reversed phase,negative,DG11,1,3,"[[324.7786951393631, 367.9164256026583, 344.21348314606746, 403.75925925925924], [226.46408839779014, 84.3599033816425, 269.4450724638348, 403.75925925925924], [269.4450724638348, 291.5247034517056, 294.7752808988764, 403.75925925925924]]","[2.774947192977608, 1.184276854386631, 1.6347781733547182, 0.3310531494196868, 0.162286677683114, -2.2793328931704, 0.6371086812217968, 3.157053909502998, 1.5342438607545903, 4.769839526077151, 0.2368633633053299, 4.662936254611417, 0.7058823529411765]"
External C,train,D04P_NEG__F149,D04P_NEG/D04P_NEG__F149.png,D04P_NEG,ST003514,PR002159,Agilent 6545 QTOF,Agilent QTOF,"Agilent InfinityLab Poroshell 120 EC-C18 (100 × 3 mm, 2.7 µm)",Reversed phase,negative,DG11,1,2,"[[234.75138121546965, 84.35990338164248, 273.9779005524863, 403.75925925925924], [354.41430256378425, 232.9830291849021, 386.3483146067415, 403.75925925925924]]","[1.9856000586816973, 1.135639754241552, 2.621053249241528, 0.2115111721555164, 0.3098450779215328, -1.9156545520477688, 0.9047522642255827, 2.959537255206383, 0.8584813789574702, 3.966463087976532, 0.2269246895861718, 3.775830987387494, 0.5161290322580645]"
External C,train,D04P_NEG__F150,D04P_NEG/D04P_NEG__F150.png,D04P_NEG,ST003514,PR002159,Agilent 6545 QTOF,Agilent QTOF,"Agilent InfinityLab Poroshell 120 EC-C18 (100 × 3 mm, 2.7 µm)",Reversed phase,negative,DG11,1,1,"[[224.27871449056897, 84.35990338164251, 304.33765765759097, 403.75925925925924]]","[3.0784448030313456, 1.9284531902240127, 3.8391916030359328, 0.5401189537386142, 0.130888576393386, -2.9989111608194903, 0.0893702978619397, 4.181151911993513, 2.119385452173799, 3.9330465771572745, 0.2604726880376865, 3.9288085242168274, 0.5272727272727272]"
External C,train,D04P_NEG__F153,D04P_NEG/D04P_NEG__F153.png,D04P_NEG,ST003514,PR002159,Agilent 6545 QTOF,Agilent QTOF,"Agilent InfinityLab Poroshell 120 EC-C18 (100 × 3 mm, 2.7 µm)",Reversed phase,negative,DG11,1,1,"[[214.8618784530386, 84.35990338164251, 290.55248618784526, 403.75925925925924]]","[1.4322958623068365, 0.1923711350867703, 0.9758798653457408, -0.1953385075284494, 0.9969758248621182, -1.00634185954852, 0.8471880322015304, 1.449371080592089, -0.1729648312216395, 3.432084637916005, 0.1188033760548343, 3.4594316186372978, 0.5454545454545454]"
External C,train,D04P_NEG__F154,D04P_NEG/D04P_NEG__F154.png,D04P_NEG,ST003514,PR002159,Agilent 6545 QTOF,Agilent QTOF,"Agilent InfinityLab Poroshell 120 EC-C18 (100 × 3 mm, 2.7 µm)",Reversed phase,negative,DG11,1,3,"[[174.00273139238936, 385.52712791511595, 195.8988764044944, 403.75925925925924], [239.80190289855068, 335.7984841771406, 267.3480662983426, 403.75925925925924], [198.7464278986192, 84.3599033816425, 239.80190289855068, 403.75925925925924]]","[3.0551114522847627, 1.9146121382982, 2.375537035291366, 0.5346195834941357, 0.1299907505913472, -2.561552750189047, 0.4866747408220209, 3.4304497665272624, 2.0141224697660496, 3.71358794669698, 0.236838300612705, 2.178537434715591, 0.0566037735849056]"
External C,train,D04P_NEG__F155,D04P_NEG/D04P_NEG__F155.png,D04P_NEG,ST003514,PR002159,Agilent 6545 QTOF,Agilent QTOF,"Agilent InfinityLab Poroshell 120 EC-C18 (100 × 3 mm, 2.7 µm)",Reversed phase,negative,DG11,1,3,"[[203.4115475883427, 385.52712791511595, 223.42696629213486, 403.75925925925924], [227.73442151401218, 84.3599033816425, 268.49022151394416, 403.75925925925924], [268.49022151394416, 335.7984841771406, 296.4606741573034, 403.75925925925924]]","[2.06895448687388, 1.1480586557735613, 2.8638205811975546, 0.227279952809667, 0.2687628074250048, -2.481455942844997, 0.2563283212227829, 3.615960220713737, 1.054365326891581, 3.8271208709841047, 0.2654383282748908, 4.236368983644951, 0.3333333333333333]"
External C,train,D04P_NEG__F156,D04P_NEG/D04P_NEG__F156.png,D04P_NEG,ST003514,PR002159,Agilent 6545 QTOF,Agilent QTOF,"Agilent InfinityLab Poroshell 120 EC-C18 (100 × 3 mm, 2.7 µm)",Reversed phase,negative,DG11,1,1,"[[234.56428872200377, 84.35990338164245, 287.9599589744271, 403.75925925925924]]","[2.499813150854449, 1.3447195361752595, 1.8269996446973145, 0.3386106189538732, 0.1965207188771035, -2.502217295671721, 0.1474487221109983, 3.697821609007511, 1.5102497277453772, 3.883093540404548, 0.2841407186202911, 4.5, 0.5]"
External C,train,D04P_NEG__F158,D04P_NEG/D04P_NEG__F158.png,D04P_NEG,ST003514,PR002159,Agilent 6545 QTOF,Agilent QTOF,"Agilent InfinityLab Poroshell 120 EC-C18 (100 × 3 mm, 2.7 µm)",Reversed phase,negative,DG11,1,1,"[[230.0890993097261, 84.35990338164251, 293.65168539325845, 403.75925925925924]]","[3.5055867327347423, 2.1009241250870136, 2.46481796901399, 0.621434482396076, 0.1036634544081938, -2.6183220869432, 0.193874070049536, 3.5600596062648413, 2.443134346293406, 3.726969782854243, 0.3208581084379152, 3.6012670649703287, 0.5185185185185185]"
External C,train,D04P_NEG__F159,D04P_NEG/D04P_NEG__F159.png,D04P_NEG,ST003514,PR002159,Agilent 6545 QTOF,Agilent QTOF,"Agilent InfinityLab Poroshell 120 EC-C18 (100 × 3 mm, 2.7 µm)",Reversed phase,negative,DG11,1,1,"[[246.85857236986482, 84.35990338164248, 284.59785989229147, 403.75925925925924]]","[2.3432536437701086, 1.4109590698142898, 2.5976441379900206, 0.3330677289427011, 0.2122633017601998, -2.0997585124164555, 0.4370773353679937, 3.180738272935129, 1.379802466328412, 3.6359293447526015, 0.3197932546343863, 4.026678197056295, 0.6333333333333333]"
External C,train,D04P_NEG__F16,D04P_NEG/D04P_NEG__F16.png,D04P_NEG,ST003514,PR002159,Agilent 6545 QTOF,Agilent QTOF,"Agilent InfinityLab Poroshell 120 EC-C18 (100 × 3 mm, 2.7 µm)",Reversed phase,negative,DG11,1,1,"[[247.47373764648438, 84.35990338164251, 330.16853932584274, 403.75925925925924]]","[2.408493711983063, 0.9699414634606742, 1.1417183586418065, 0.2222087931962269, 0.279217521868108, -1.9559213004910336, 0.8101773013467655, 2.814802749564699, 0.9465701537294297, 4.979072774238926, 0.1678682858582565, 5.133660689688188, 1.02]"
External C,train,D04P_NEG__F164,D04P_NEG/D04P_NEG__F164.png,D04P_NEG,ST003514,PR002159,Agilent 6545 QTOF,Agilent QTOF,"Agilent InfinityLab Poroshell 120 EC-C18 (100 × 3 mm, 2.7 µm)",Reversed phase,negative,DG11,1,1,"[[236.36801579487445, 84.35990338164251, 281.2921348314606, 403.75925925925924]]","[1.7150376757262056, 0.996741326301214, 1.694926763998574, 0.1318509734183409, 0.3830663936785056, -2.509707156868283, 0.5894251249540154, 3.735243526764473, 0.5165730596851524, 4.180154719260636, 0.1755141179119743, 4.385891110799899, 0.25]"
External C,train,D04P_NEG__F166,D04P_NEG/D04P_NEG__F166.png,D04P_NEG,ST003514,PR002159,Agilent 6545 QTOF,Agilent QTOF,"Agilent InfinityLab Poroshell 120 EC-C18 (100 × 3 mm, 2.7 µm)",Reversed phase,negative,DG11,0,0,[],"[2.2557461932515586, 0.3415064051347375, 1.0442353015248227, -0.0529704253207177, 0.2738962923072215, -1.5182679594026252, 0.9243822364702434, 1.9648289579004623, 0.2583027131347555, 7.340899864329754, 0.1207495749299759, 6.8412113216608725, 1.1046511627906976]"
External C,train,D04P_NEG__F168,D04P_NEG/D04P_NEG__F168.png,D04P_NEG,ST003514,PR002159,Agilent 6545 QTOF,Agilent QTOF,"Agilent InfinityLab Poroshell 120 EC-C18 (100 × 3 mm, 2.7 µm)",Reversed phase,negative,DG11,1,2,"[[239.5310822916, 386.48459574085587, 318.9325842696629, 403.75925925925924], [220.93922651933704, 84.35990338164251, 239.5310822916, 403.75925925925924]]","[2.503536386323193, 1.644090764321436, 3.240907327631819, 0.4079040249171376, 0.1970009395517661, -1.5545632766771094, 0.2568526453575499, 2.643774132616387, 1.6492424159154668, 2.546189523665934, 0.6028742207335533, 3.260784558297852, 0.5]"
External C,train,D04P_NEG__F169,D04P_NEG/D04P_NEG__F169.png,D04P_NEG,ST003514,PR002159,Agilent 6545 QTOF,Agilent QTOF,"Agilent InfinityLab Poroshell 120 EC-C18 (100 × 3 mm, 2.7 µm)",Reversed phase,negative,DG11,1,2,"[[234.54149522471914, 84.35990338164248, 265.67539045808377, 403.75925925925924], [265.67539045808377, 236.28943219345868, 296.46067415730346, 403.75925925925924]]","[2.0721851149522057, 0.9496962734422312, 1.6672770273520643, 0.1714260697516485, 0.2693694653762862, -2.428998286085736, 0.0035209227354728, 2.851304287443736, 0.8440277535404664, 3.9444499705949294, 0.271553136571642, 4.323856189774723, 0.2]"
External C,train,D04P_NEG__F17,D04P_NEG/D04P_NEG__F17.png,D04P_NEG,ST003514,PR002159,Agilent 6545 QTOF,Agilent QTOF,"Agilent InfinityLab Poroshell 120 EC-C18 (100 × 3 mm, 2.7 µm)",Reversed phase,negative,DG11,1,1,"[[243.79964587576075, 84.3599033816425, 300.3932584269663, 403.75925925925924]]","[2.6674846247634525, 0.9458697276306748, 1.157025260390834, 0.245894106365173, 0.1576348184208194, -1.8714276400028984, 0.4296568752699146, 2.6714746079552367, 1.1185402426575992, 4.312696552757869, 0.2728228254152993, 4.438067278128811, 1.064516129032258]"
External C,train,D04P_NEG__F173,D04P_NEG/D04P_NEG__F173.png,D04P_NEG,ST003514,PR002159,Agilent 6545 QTOF,Agilent QTOF,"Agilent InfinityLab Poroshell 120 EC-C18 (100 × 3 mm, 2.7 µm)",Reversed phase,negative,DG11,1,1,"[[229.87039110486916, 84.35990338164251, 284.10112359550556, 403.75925925925924]]","[2.440477993753422, 1.4435734898668202, 2.301344594839599, 0.3543974883605276, 0.2008963941400653, -2.604489539325087, 0.2196852117320413, 3.809625851623727, 1.4931917670163828, 3.869906266438765, 0.275083440397681, 4.318867931899243, 0.5714285714285714]"
External C,train,D04P_NEG__F174,D04P_NEG/D04P_NEG__F174.png,D04P_NEG,ST003514,PR002159,Agilent 6545 QTOF,Agilent QTOF,"Agilent InfinityLab Poroshell 120 EC-C18 (100 × 3 mm, 2.7 µm)",Reversed phase,negative,DG11,1,1,"[[234.19889502762436, 84.35990338164248, 268.4530386740331, 403.75925925925924]]","[1.3842101189936378, 0.4026652404564589, 1.810238129350818, -0.1086372707805282, 0.6855750572546555, -1.8660058513961684, 0.4488895304570268, 2.578957580887594, 0.0433568424523655, 3.4632690208609724, 0.1980110126843423, 3.584962500721156, 0.1666666666666666]"
External C,train,D04P_NEG__F175,D04P_NEG/D04P_NEG__F175.png,D04P_NEG,ST003514,PR002159,Agilent 6545 QTOF,Agilent QTOF,"Agilent InfinityLab Poroshell 120 EC-C18 (100 × 3 mm, 2.7 µm)",Reversed phase,negative,DG11,1,1,"[[240.98825744455164, 84.35990338164248, 286.3483146067415, 403.75925925925924]]","[2.265040318740672, 0.8897542319124353, 1.4309200758260845, 0.1783047390110223, 0.2463148792035496, -2.14136771689527, 0.7465159607044036, 3.0819467379577885, 1.2566333599542443, 4.677787065936575, 0.1811409449374992, 4.892147223664534, 0.7777777777777778]"
External C,train,D04P_NEG__F176,D04P_NEG/D04P_NEG__F176.png,D04P_NEG,ST003514,PR002159,Agilent 6545 QTOF,Agilent QTOF,"Agilent InfinityLab Poroshell 120 EC-C18 (100 × 3 mm, 2.7 µm)",Reversed phase,negative,DG11,1,1,"[[220.93922651933704, 84.3599033816425, 240.0568757130528, 403.75925925925924]]","[6.930343305399279, 5.616233733084855, 1.4667532673737247, 1.3001869490600109, 0.0221792775852591, -1.6005894814365536, 0.5507517032467266, 1.7035943755423597, 6.684289780264854, 2.2114384713285844, 0.8190229372365084, 0.5670566205114764, 1.2424242424242424]"
External C,train,D04P_NEG__F177,D04P_NEG/D04P_NEG__F177.png,D04P_NEG,ST003514,PR002159,Agilent 6545 QTOF,Agilent QTOF,"Agilent InfinityLab Poroshell 120 EC-C18 (100 × 3 mm, 2.7 µm)",Reversed phase,negative,DG11,1,1,"[[242.66179791666667, 84.3599033816425, 262.02004914996826, 403.75925925925924]]","[2.637322749338324, 2.163384137580772, 1.3757513110059048, 0.5254039044419584, 0.1449054029964044, -0.809075774275838, 0.5507510007497315, 1.6383254030500976, 2.399221382985492, 1.8147008478783384, 0.8934782982033855, 2.216917186688699, 0.1875]"
External C,train,D04P_NEG__F178,D04P_NEG/D04P_NEG__F178.png,D04P_NEG,ST003514,PR002159,Agilent 6545 QTOF,Agilent QTOF,"Agilent InfinityLab Poroshell 120 EC-C18 (100 × 3 mm, 2.7 µm)",Reversed phase,negative,DG11,1,1,"[[246.18502358837344, 84.35990338164248, 281.29213483146066, 403.7592592592593]]","[2.9041753952631466, 1.6290449662675557, 2.1791395618808407, 0.4572028611446682, 0.1385070057235419, -2.046179475208659, 0.5101377491622858, 2.945365685340677, 1.983677862189496, 3.803517526854562, 0.3342954762345829, 3.6109671186364416, 0.6153846153846154]"
External C,train,D04P_NEG__F18,D04P_NEG/D04P_NEG__F18.png,D04P_NEG,ST003514,PR002159,Agilent 6545 QTOF,Agilent QTOF,"Agilent InfinityLab Poroshell 120 EC-C18 (100 × 3 mm, 2.7 µm)",Reversed phase,negative,DG11,0,0,[],"[2.7067910648774505, 0.4857953747336204, 0.2905905891363463, 0.0635109779126632, 0.0218329923641514, -1.5342894818730284, 0.7008277211658065, 1.9392250040620929, 0.4701047259355365, 6.652345361410276, 0.1675076922476, 6.244999224615147, 1.2105263157894737]"
