assigned_split,original_split,sample_id,image_path,source_file,study_id,project_id,instrument_id,instrument_family,column_id,chromatography_type,polarity,domain_id,seed_label,true_box_count,boxes_json,attributes_json
External A,train,HetCD_mixneg__F1057,HetCD_mixneg/HetCD_mixneg__F1057.png,HetCD_mixneg,ST003127,PR001944,Thermo Q Exactive Orbitrap,Thermo Exactive Orbitrap,"Imtakt Cadenza CD-C18 (150 × 2.1 mm, 3 µm)",Reversed phase,negative,DG07,0,0,[],"[3.8297156781395714, 0.5800068863563717, 0.2963979570664078, 0.2069959817726774, 0.007915388601836, -0.677624220487135, 0.6274856414120891, 0.5808847193405369, 0.4085135388348281, 7.00995814688833, 0.6286342975026686, 5.927139684662475, 1.225]"
External A,train,HetCD_mixneg__F10575,HetCD_mixneg/HetCD_mixneg__F10575.png,HetCD_mixneg,ST003127,PR001944,Thermo Q Exactive Orbitrap,Thermo Exactive Orbitrap,"Imtakt Cadenza CD-C18 (150 × 2.1 mm, 3 µm)",Reversed phase,negative,DG07,1,1,"[[227.35955056179776, 84.35990338164248, 322.3033707865168, 403.75925925925924]]","[2.1866104743574564, 0.6919447616748295, 1.1908195451485144, 0.0991648542459002, 0.2920179980243056, -1.6190160304719772, 1.1192265333718328, 2.346939379976253, 0.5179189462752183, 5.735778059050429, 0.1750109195016498, 5.569836453248823, 0.9285714285714286]"
External A,train,HetCD_mixneg__F10600,HetCD_mixneg/HetCD_mixneg__F10600.png,HetCD_mixneg,ST003127,PR001944,Thermo Q Exactive Orbitrap,Thermo Exactive Orbitrap,"Imtakt Cadenza CD-C18 (150 × 2.1 mm, 3 µm)",Reversed phase,negative,DG07,1,2,"[[234.1011235955056, 236.28688250852875, 266.12359550561786, 403.75925925925924], [180.16853932584274, 84.3599033816425, 210.5056179775281, 403.75925925925924]]","[1.825456658109702, 1.0144195430846488, 1.6761569268992067, 0.1540858571057277, 0.4018313132621661, -1.121302946458145, 0.8355857883445763, 2.0428915312266445, 0.4050523386921612, 3.8043398903323182, 0.323816408471996, 3.603157986872599, 0.9230769230769232]"
External A,train,HetCD_mixneg__F10601,HetCD_mixneg/HetCD_mixneg__F10601.png,HetCD_mixneg,ST003127,PR001944,Thermo Q Exactive Orbitrap,Thermo Exactive Orbitrap,"Imtakt Cadenza CD-C18 (150 × 2.1 mm, 3 µm)",Reversed phase,negative,DG07,1,2,"[[220.2090447493126, 84.35990338164248, 320.05617977528095, 403.75925925925924], [170.61797752808985, 379.1623132716067, 220.2090447493126, 403.75925925925924]]","[2.041458026819228, 1.1237451413006607, 1.935574193024252, 0.2167039539250731, 0.3458525539890705, -2.188993821813502, 0.8686103834461729, 3.2410630716180115, 0.8915566137190561, 4.999888882694594, 0.1536703762304469, 5.294309137239127, 0.7666666666666667]"
External A,train,HetCD_mixneg__F1064,HetCD_mixneg/HetCD_mixneg__F1064.png,HetCD_mixneg,ST003127,PR001944,Thermo Q Exactive Orbitrap,Thermo Exactive Orbitrap,"Imtakt Cadenza CD-C18 (150 × 2.1 mm, 3 µm)",Reversed phase,negative,DG07,0,0,[],"[1.7154019221235632, 1.0299718055580551, 0.3338902245811399, 0.1409502223632315, 0.0562412875427748, 0.0520104298585214, 0.7666001884851711, 0.3179159892845026, 0.1930454466208757, 3.563657304658596, 1.319391045414075, 2.709147917027245, 1.25]"
External A,train,HetCD_mixneg__F10735,HetCD_mixneg/HetCD_mixneg__F10735.png,HetCD_mixneg,ST003127,PR001944,Thermo Q Exactive Orbitrap,Thermo Exactive Orbitrap,"Imtakt Cadenza CD-C18 (150 × 2.1 mm, 3 µm)",Reversed phase,negative,DG07,0,0,[],"[2.459205999761448, 0.9659679228279716, 0.2221371687064254, 0.2273099322403136, 0.0098889689665342, -0.2688504412198724, 0.9197281856523256, 0.5737624751758361, 0.6150412426445067, 5.923104272661552, 1.112239446971701, 4.431730665821848, 1.2710280373831775]"
External A,train,HetCD_mixneg__F10747,HetCD_mixneg/HetCD_mixneg__F10747.png,HetCD_mixneg,ST003127,PR001944,Thermo Q Exactive Orbitrap,Thermo Exactive Orbitrap,"Imtakt Cadenza CD-C18 (150 × 2.1 mm, 3 µm)",Reversed phase,negative,DG07,0,0,[],"[1.6771920150668755, 0.9398753802224156, 0.2934291643331518, 0.1099751163842664, 0.0679972492023977, -0.3427191650476309, 0.7489549378044138, 0.936767640264394, 0.045688597868981, 3.972525708603308, 0.8030506506146668, 3.199163190443634, 0.896551724137931]"
External A,train,HetCD_mixneg__F1078,HetCD_mixneg/HetCD_mixneg__F1078.png,HetCD_mixneg,ST003127,PR001944,Thermo Q Exactive Orbitrap,Thermo Exactive Orbitrap,"Imtakt Cadenza CD-C18 (150 × 2.1 mm, 3 µm)",Reversed phase,negative,DG07,0,0,[],"[2.157122134331171, 1.1414349172137668, 0.534316143228559, 0.2383239783488855, 0.0532190345076339, -0.0974998037750833, 0.7936814494207192, 0.4002454589217158, 0.8637436738875688, 3.0712322945245347, 1.2717540443177793, 2.473851389610045, 1.0]"
External A,train,HetCD_mixneg__F10797,HetCD_mixneg/HetCD_mixneg__F10797.png,HetCD_mixneg,ST003127,PR001944,Thermo Q Exactive Orbitrap,Thermo Exactive Orbitrap,"Imtakt Cadenza CD-C18 (150 × 2.1 mm, 3 µm)",Reversed phase,negative,DG07,0,0,[],"[2.624840468570718, 1.0692952191795035, 0.3549628122543182, 0.279522006489622, 0.0177786552436599, -0.255013919180913, 0.6029294514137054, 0.4649110614519116, 0.3934346542644439, 4.721059860074722, 1.2154695412830194, 3.1157972077498783, 1.2545454545454546]"
External A,train,HetCD_mixneg__F10853,HetCD_mixneg/HetCD_mixneg__F10853.png,HetCD_mixneg,ST003127,PR001944,Thermo Q Exactive Orbitrap,Thermo Exactive Orbitrap,"Imtakt Cadenza CD-C18 (150 × 2.1 mm, 3 µm)",Reversed phase,negative,DG07,0,0,[],"[2.4656969284956167, 1.2284566758175566, 0.7360306455349095, 0.3041674713934522, 0.0751345399269853, -0.5663537834699166, 0.8838727294239765, 1.16003186965752, 0.9895103421921292, 3.4823225399813102, 0.978818277311002, 2.5734024524177666, 0.7307692307692307]"
External A,train,HetCD_mixneg__F10873,HetCD_mixneg/HetCD_mixneg__F10873.png,HetCD_mixneg,ST003127,PR001944,Thermo Q Exactive Orbitrap,Thermo Exactive Orbitrap,"Imtakt Cadenza CD-C18 (150 × 2.1 mm, 3 µm)",Reversed phase,negative,DG07,1,1,"[[246.4606741573033, 84.35990338164247, 272.3033707865167, 403.75925925925924]]","[2.266591881450776, 1.9372634801799504, 1.442504282212543, 0.4306381822663642, 0.1759073245607937, -0.7209322896951926, 0.9381073446940892, 1.5666930363395537, 1.6526707826520572, 2.2533411077947507, 0.7011119061817336, 1.3009376049438532, 0.3636363636363636]"
External A,train,HetCD_mixneg__F10903,HetCD_mixneg/HetCD_mixneg__F10903.png,HetCD_mixneg,ST003127,PR001944,Thermo Q Exactive Orbitrap,Thermo Exactive Orbitrap,"Imtakt Cadenza CD-C18 (150 × 2.1 mm, 3 µm)",Reversed phase,negative,DG07,0,0,[],"[2.544365131341147, 1.1356540621667848, 0.5029601912526933, 0.288865856668029, 0.0694703335767723, -0.245188649173118, 0.7663128650339738, 0.5322947419503418, 0.877273247062024, 3.609363842687298, 1.335813885283129, 2.850219859070545, 1.1538461538461535]"
External A,train,HetCD_mixneg__F1093,HetCD_mixneg/HetCD_mixneg__F1093.png,HetCD_mixneg,ST003127,PR001944,Thermo Q Exactive Orbitrap,Thermo Exactive Orbitrap,"Imtakt Cadenza CD-C18 (150 × 2.1 mm, 3 µm)",Reversed phase,negative,DG07,1,1,"[[229.04494382022472, 84.35990338164251, 295.3370786516854, 403.75925925925924]]","[1.8391772619713127, 1.1816058533574132, 2.290216815288306, 0.2004650710012054, 0.3814156442093556, -1.54532308041613, 0.4768309182883148, 2.687248393135285, 0.8434536179226106, 3.030721282759149, 0.3962980209947201, 3.499227547132693, 0.4117647058823529]"
External A,train,HetCD_mixneg__F10937,HetCD_mixneg/HetCD_mixneg__F10937.png,HetCD_mixneg,ST003127,PR001944,Thermo Q Exactive Orbitrap,Thermo Exactive Orbitrap,"Imtakt Cadenza CD-C18 (150 × 2.1 mm, 3 µm)",Reversed phase,negative,DG07,0,0,[],"[2.1524751258934947, 1.0903433237359696, 0.3331602066384602, 0.2236175267887738, 0.0523963283941302, -0.1869968390733358, 0.5887203578315782, 0.6504117926964401, 0.6096638902046165, 4.37844603210715, 1.2349951995842323, 3.077577466783088, 1.069767441860465]"
External A,train,HetCD_mixneg__F10946,HetCD_mixneg/HetCD_mixneg__F10946.png,HetCD_mixneg,ST003127,PR001944,Thermo Q Exactive Orbitrap,Thermo Exactive Orbitrap,"Imtakt Cadenza CD-C18 (150 × 2.1 mm, 3 µm)",Reversed phase,negative,DG07,1,2,"[[209.94382022471893, 222.76278699301943, 289.1573033707864, 403.75925925925924], [97.02247191011227, 84.3599033816425, 133.53932584269668, 403.75925925925924]]","[3.4424875840739104, 1.5595798790721287, 1.7870889265122611, 0.5030299589687666, 0.1288697515157763, -1.8473818704218312, 1.0586075160956916, 2.505099257618352, 1.7362244478418791, 5.671878473953971, 0.2812698738653794, 3.9704707236641896, 0.9295774647887324]"
External A,train,HetCD_mixneg__F1098,HetCD_mixneg/HetCD_mixneg__F1098.png,HetCD_mixneg,ST003127,PR001944,Thermo Q Exactive Orbitrap,Thermo Exactive Orbitrap,"Imtakt Cadenza CD-C18 (150 × 2.1 mm, 3 µm)",Reversed phase,negative,DG07,0,0,[],"[2.967625376946601, 0.6750060001687057, 0.5416274866880555, 0.1765491889138919, 0.0303188040878856, -0.4358500977287716, 0.6805047062660294, 0.4370211691095578, 1.447195341498323, 4.668070294820092, 0.6894536251089947, 4.538909765557392, 1.0]"
External A,train,HetCD_mixneg__F11001,HetCD_mixneg/HetCD_mixneg__F11001.png,HetCD_mixneg,ST003127,PR001944,Thermo Q Exactive Orbitrap,Thermo Exactive Orbitrap,"Imtakt Cadenza CD-C18 (150 × 2.1 mm, 3 µm)",Reversed phase,negative,DG07,1,1,"[[239.7191011235958, 84.35990338164248, 278.483146067416, 403.75925925925924]]","[2.3753887300109, 1.3675369737173662, 1.1571264858247068, 0.3271986670399969, 0.2405330003129706, -0.5994288386020045, 0.8806053996860624, 1.2730875014091392, 1.1844497247573682, 2.8837108417495454, 0.7593229355686285, 2.499544305608131, 0.631578947368421]"
External A,train,HetCD_mixneg__F11052,HetCD_mixneg/HetCD_mixneg__F11052.png,HetCD_mixneg,ST003127,PR001944,Thermo Q Exactive Orbitrap,Thermo Exactive Orbitrap,"Imtakt Cadenza CD-C18 (150 × 2.1 mm, 3 µm)",Reversed phase,negative,DG07,0,0,[],"[2.281993479891816, 1.2021031740720942, 0.518242641035112, 0.272212062557494, 0.038945096805767, -0.3159719184351021, 0.7529830069076051, 0.829999855113588, 1.015971918569934, 3.308874549991049, 1.133616466262152, 2.6388067184095574, 0.7727272727272727]"
External A,train,HetCD_mixneg__F11091,HetCD_mixneg/HetCD_mixneg__F11091.png,HetCD_mixneg,ST003127,PR001944,Thermo Q Exactive Orbitrap,Thermo Exactive Orbitrap,"Imtakt Cadenza CD-C18 (150 × 2.1 mm, 3 µm)",Reversed phase,negative,DG07,1,2,"[[142.52808988764042, 84.3599033816425, 194.18356549999996, 403.75925925925924], [194.18356549999996, 143.61170533605662, 240.28089887640448, 403.75925925925924]]","[1.6534751695335244, 0.6816178189605941, 0.9475073074923231, 0.0267452814064935, 0.4606009877749356, -1.3658415327109104, 0.8794594941752025, 2.1468670472268165, 0.1792351615622232, 4.283653753665658, 0.2154646828376966, 4.23890125660263, 1.0384615384615383]"
External A,train,HetCD_mixneg__F11118,HetCD_mixneg/HetCD_mixneg__F11118.png,HetCD_mixneg,ST003127,PR001944,Thermo Q Exactive Orbitrap,Thermo Exactive Orbitrap,"Imtakt Cadenza CD-C18 (150 × 2.1 mm, 3 µm)",Reversed phase,negative,DG07,1,2,"[[149.83146067415737, 84.35990338164248, 173.98876404494376, 403.75925925925924], [248.70786516853929, 218.3822499033084, 266.123595505618, 403.75925925925924]]","[3.099363915572029, 0.9768945962844786, 0.8642332237017664, 0.3040327113268454, 0.103994654555107, -0.7328599801988699, 0.6674375461940606, 1.1050604727279076, 1.384370301910245, 3.854727045176021, 0.8273870628586958, 3.7661506484543534, 1.1666666666666667]"
External A,train,HetCD_mixneg__F11128,HetCD_mixneg/HetCD_mixneg__F11128.png,HetCD_mixneg,ST003127,PR001944,Thermo Q Exactive Orbitrap,Thermo Exactive Orbitrap,"Imtakt Cadenza CD-C18 (150 × 2.1 mm, 3 µm)",Reversed phase,negative,DG07,0,0,[],"[1.2544343134619838, 0.9055770207130786, 0.6305066312884674, 0.028568586788246, 0.340926690374676, -0.0601132752325976, 0.9117601933944084, 0.6314711228597819, -0.1642773065988181, 3.313861414515122, 0.8819288351585756, 2.614369445886757, 1.0]"
External A,train,HetCD_mixneg__F1115,HetCD_mixneg/HetCD_mixneg__F1115.png,HetCD_mixneg,ST003127,PR001944,Thermo Q Exactive Orbitrap,Thermo Exactive Orbitrap,"Imtakt Cadenza CD-C18 (150 × 2.1 mm, 3 µm)",Reversed phase,negative,DG07,0,0,[],"[5.159822307741756, 0.4521366946143152, 0.2245204955492809, 0.2217981517552691, 0.0035433652443279, -0.9482006619068138, 0.5695178182302708, 0.639292836501844, 1.073958785095153, 8.781345157720983, 0.4505364108748153, 6.387816078480649, 1.3144016227180528]"
External A,train,HetCD_mixneg__F11151,HetCD_mixneg/HetCD_mixneg__F11151.png,HetCD_mixneg,ST003127,PR001944,Thermo Q Exactive Orbitrap,Thermo Exactive Orbitrap,"Imtakt Cadenza CD-C18 (150 × 2.1 mm, 3 µm)",Reversed phase,negative,DG07,0,0,[],"[2.923726148343115, 1.0331923418999758, 0.2179690719663948, 0.3032793935906977, 0.0075673968327955, -0.3883121643131985, 0.7736666943161972, 0.6265888719236515, 0.5237185693345601, 6.40440384324817, 1.1263269171187438, 4.135802791408736, 1.2181818181818185]"
External A,train,HetCD_mixneg__F11265,HetCD_mixneg/HetCD_mixneg__F11265.png,HetCD_mixneg,ST003127,PR001944,Thermo Q Exactive Orbitrap,Thermo Exactive Orbitrap,"Imtakt Cadenza CD-C18 (150 × 2.1 mm, 3 µm)",Reversed phase,negative,DG07,1,1,"[[220.61797752808985, 84.3599033816425, 322.3033707865169, 403.75925925925924]]","[2.568259116327635, 1.2067735265313035, 1.618674952638708, 0.3116804602358849, 0.208441640987997, -2.2057903470137665, 0.912012754997762, 3.114576594854599, 1.3876339657180816, 4.973506455322385, 0.1943880078933655, 5.078701789185228, 0.7704918032786885]"
External A,train,HetCD_mixneg__F11321,HetCD_mixneg/HetCD_mixneg__F11321.png,HetCD_mixneg,ST003127,PR001944,Thermo Q Exactive Orbitrap,Thermo Exactive Orbitrap,"Imtakt Cadenza CD-C18 (150 × 2.1 mm, 3 µm)",Reversed phase,negative,DG07,1,2,"[[219.16942875489224, 359.1056244333335, 283.06503660763354, 403.75925925925924], [283.06503660763354, 84.35990338164248, 358.8202247191012, 403.75925925925924]]","[2.073150297187136, 0.9185195806083426, 1.749208955269194, 0.1620008832261989, 0.2855484013954135, -1.90402666051569, 1.100286545966433, 2.8270475887487923, 0.6884890780864381, 4.786212206341082, 0.1736965105930483, 5.065572312741006, 0.6976744186046512]"
External A,train,HetCD_mixneg__F11347,HetCD_mixneg/HetCD_mixneg__F11347.png,HetCD_mixneg,ST003127,PR001944,Thermo Q Exactive Orbitrap,Thermo Exactive Orbitrap,"Imtakt Cadenza CD-C18 (150 × 2.1 mm, 3 µm)",Reversed phase,negative,DG07,0,0,[],"[1.7557421971191358, 1.0532761442886778, 0.3955071672272827, 0.1537053430676173, 0.0521587835921093, -0.1341335601691616, 0.6596401442120122, 0.5706382657859224, 0.3255691906381039, 3.2832073671590845, 1.0972905291773047, 2.560964047443681, 0.85]"
External A,train,HetCD_mixneg__F11377,HetCD_mixneg/HetCD_mixneg__F11377.png,HetCD_mixneg,ST003127,PR001944,Thermo Q Exactive Orbitrap,Thermo Exactive Orbitrap,"Imtakt Cadenza CD-C18 (150 × 2.1 mm, 3 µm)",Reversed phase,negative,DG07,0,0,[],"[2.171433188657455, 0.8350423178775618, 0.3650970537979615, 0.1481765724627995, 0.039544045707779, -0.2540402610924421, 0.6701014563816543, 0.6063995226346333, 0.7151986493501511, 4.456560392427389, 0.9718320073600492, 4.135303210267544, 1.4545454545454546]"
External A,train,HetCD_mixneg__F11386,HetCD_mixneg/HetCD_mixneg__F11386.png,HetCD_mixneg,ST003127,PR001944,Thermo Q Exactive Orbitrap,Thermo Exactive Orbitrap,"Imtakt Cadenza CD-C18 (150 × 2.1 mm, 3 µm)",Reversed phase,negative,DG07,1,1,"[[236.34831460674135, 84.35990338164248, 315.0000000000003, 403.75925925925924]]","[2.284336066403775, 1.198658698851132, 1.7366571719272763, 0.271625485122068, 0.2174627842858546, -1.158267061432397, 0.809264655703231, 1.9803731888367304, 1.1551732927307423, 3.410717825870821, 0.4667978673843093, 3.2776134368191148, 0.7272727272727273]"
External A,train,HetCD_mixneg__F11421,HetCD_mixneg/HetCD_mixneg__F11421.png,HetCD_mixneg,ST003127,PR001944,Thermo Q Exactive Orbitrap,Thermo Exactive Orbitrap,"Imtakt Cadenza CD-C18 (150 × 2.1 mm, 3 µm)",Reversed phase,negative,DG07,0,0,[],"[2.34634758328696, 0.7457054581445064, 0.6677988271027605, 0.1382528224341112, 0.0982521558021663, -0.4166386523469759, 1.0605027270563736, 0.7528925402369759, 0.5007670457569979, 4.194239873158993, 0.7254237627026043, 4.103909910282363, 1.2692307692307692]"
External A,train,HetCD_mixneg__F11468,HetCD_mixneg/HetCD_mixneg__F11468.png,HetCD_mixneg,ST003127,PR001944,Thermo Q Exactive Orbitrap,Thermo Exactive Orbitrap,"Imtakt Cadenza CD-C18 (150 × 2.1 mm, 3 µm)",Reversed phase,negative,DG07,0,0,[],"[1.8663755344626327, 0.6653110970493498, 0.5923097762556057, 0.0495514394718315, 0.3026612163726688, -0.5397732878576903, 0.853789250805184, 1.0906600115977034, 0.1651222507782986, 4.658193157347824, 0.4932914853193644, 4.62015169511603, 1.2424242424242424]"
External A,train,HetCD_mixneg__F11488,HetCD_mixneg/HetCD_mixneg__F11488.png,HetCD_mixneg,ST003127,PR001944,Thermo Q Exactive Orbitrap,Thermo Exactive Orbitrap,"Imtakt Cadenza CD-C18 (150 × 2.1 mm, 3 µm)",Reversed phase,negative,DG07,0,0,[],"[1.952653445822656, 0.573275124990437, 0.9385267330802732, 0.0251845015584567, 0.3342921132613466, -0.7550351195985489, 0.8799717877430978, 1.1382702912661096, -0.2169554373147565, 4.441661062780213, 0.4642401609040392, 4.504706483564822, 1.2592592592592593]"
External A,train,HetCD_mixneg__F11500,HetCD_mixneg/HetCD_mixneg__F11500.png,HetCD_mixneg,ST003127,PR001944,Thermo Q Exactive Orbitrap,Thermo Exactive Orbitrap,"Imtakt Cadenza CD-C18 (150 × 2.1 mm, 3 µm)",Reversed phase,negative,DG07,1,1,"[[217.2471910112361, 84.35990338164251, 296.9759455510948, 403.7592592592593]]","[2.114945773469832, 1.2952324475244033, 2.513892866818736, 0.2717657017816788, 0.264652451042099, -1.972877005791421, 0.2817690913115553, 3.181781956840648, 1.1115424497218531, 3.104946859533974, 0.3936154095318655, 3.239353872167201, 0.2]"
External A,train,HetCD_mixneg__F11582,HetCD_mixneg/HetCD_mixneg__F11582.png,HetCD_mixneg,ST003127,PR001944,Thermo Q Exactive Orbitrap,Thermo Exactive Orbitrap,"Imtakt Cadenza CD-C18 (150 × 2.1 mm, 3 µm)",Reversed phase,negative,DG07,1,1,"[[124.7735735519546, 84.35990338164251, 171.17977528089887, 403.75925925925924]]","[3.584441349111764, 1.6146320163333774, 1.556164651512324, 0.5306832869119863, 0.1238998073710969, -1.7342545718832412, 0.9301559620610078, 2.3449204808028745, 2.1352695049294623, 5.142985847601819, 0.3535178889071976, 4.384644373558956, 0.851063829787234]"
External A,train,HetCD_mixneg__F11644,HetCD_mixneg/HetCD_mixneg__F11644.png,HetCD_mixneg,ST003127,PR001944,Thermo Q Exactive Orbitrap,Thermo Exactive Orbitrap,"Imtakt Cadenza CD-C18 (150 × 2.1 mm, 3 µm)",Reversed phase,negative,DG07,1,1,"[[224.75177304964538, 84.35990338164248, 272.9787234042552, 403.7592592592593]]","[3.686045157875218, 1.7205892725474925, 0.6776696839898954, 0.5647944258516212, 0.0895589594882739, -0.629760958264901, 0.8576952723642318, 0.9242115223746806, 2.15861323180548, 3.933846112493773, 0.985945753586461, 3.693620548324625, 0.7872340425531915]"
External A,train,HetCD_mixneg__F11713,HetCD_mixneg/HetCD_mixneg__F11713.png,HetCD_mixneg,ST003127,PR001944,Thermo Q Exactive Orbitrap,Thermo Exactive Orbitrap,"Imtakt Cadenza CD-C18 (150 × 2.1 mm, 3 µm)",Reversed phase,negative,DG07,1,1,"[[236.45863047922535, 84.35990338164248, 292.5280898876406, 403.75925925925924]]","[2.302283099451748, 0.9434155171181396, 1.129651508279665, 0.2003044974763966, 0.2980644826296606, -1.5295151679402768, 0.9681140843114556, 2.330824751782192, 0.5615923431771906, 5.233021552092841, 0.2320536283665704, 4.642150813365715, 1.2063492063492065]"
