assigned_split,original_split,sample_id,image_path,source_file,study_id,project_id,instrument_id,instrument_family,column_id,chromatography_type,polarity,domain_id,seed_label,true_box_count,boxes_json,attributes_json
External B,train,Sphingolipid-BTSPT-Cell-pellet_1__F108,Sphingolipid-BTSPT-Cell-pellet_1/Sphingolipid-BTSPT-Cell-pellet_1__F108.png,Sphingolipid-BTSPT-Cell-pellet_1,ST003941,PR002470,Thermo Orbitrap ID-X Tribrid,Thermo Orbitrap Tribrid,"Waters ACQUITY UPLC BEH C8 (100 × 2.1 mm, 1.7 µm)",Reversed phase,positive,DG15,0,0,[],"[0.9665016185256357, 0.5799479572998905, 0.5190808584622448, -0.1077604786611324, 0.6073631397470315, -0.2284678587312473, 1.0491279324914982, 0.8192782555685498, -1.092519446840664, 2.775901145432448, 0.6589624731326926, 2.94770277922009, 1.1111111111111112]"
External B,train,Sphingolipid-BTSPT-Cell-pellet_1__F109,Sphingolipid-BTSPT-Cell-pellet_1/Sphingolipid-BTSPT-Cell-pellet_1__F109.png,Sphingolipid-BTSPT-Cell-pellet_1,ST003941,PR002470,Thermo Orbitrap ID-X Tribrid,Thermo Orbitrap Tribrid,"Waters ACQUITY UPLC BEH C8 (100 × 2.1 mm, 1.7 µm)",Reversed phase,positive,DG15,1,1,"[[240.97054633425776, 84.35990338164248, 264.2103807504344, 403.75925925925924]]","[2.080402960147344, 1.2585215471638425, 1.5893150571190828, 0.2574664088445196, 0.2960022765059599, -1.1058853061952834, 0.8007372154332673, 2.0049551871777536, 0.8888134364416613, 2.8909353483651383, 0.511194480046463, 2.3244093931715555, 0.4444444444444444]"
External B,train,Sphingolipid-BTSPT-Cell-pellet_1__F11,Sphingolipid-BTSPT-Cell-pellet_1/Sphingolipid-BTSPT-Cell-pellet_1__F11.png,Sphingolipid-BTSPT-Cell-pellet_1,ST003941,PR002470,Thermo Orbitrap ID-X Tribrid,Thermo Orbitrap Tribrid,"Waters ACQUITY UPLC BEH C8 (100 × 2.1 mm, 1.7 µm)",Reversed phase,positive,DG15,1,1,"[[244.77528089887642, 84.35990338164248, 261.6292134831461, 403.75925925925924]]","[3.318747998386664, 2.083213822938474, 2.748391777726236, 0.597347485348975, 0.1246124872818572, -1.8093351922343257, 0.3936786756002415, 2.61724275654986, 2.2289783857039995, 2.846466617588149, 0.5329241231144677, 1.7703963924096262, 0.3636363636363636]"
External B,train,Sphingolipid-BTSPT-Cell-pellet_1__F110,Sphingolipid-BTSPT-Cell-pellet_1/Sphingolipid-BTSPT-Cell-pellet_1__F110.png,Sphingolipid-BTSPT-Cell-pellet_1,ST003941,PR002470,Thermo Orbitrap ID-X Tribrid,Thermo Orbitrap Tribrid,"Waters ACQUITY UPLC BEH C8 (100 × 2.1 mm, 1.7 µm)",Reversed phase,positive,DG15,0,0,[],"[2.3957300480000367, 1.387794715355717, 1.4432055873893728, 0.3349341749283179, 0.2625326980524398, -0.9150366735903772, 0.8794994483620305, 1.6740409684910946, 1.0324474416933236, 3.8949365796614783, 0.5115012906011405, 2.5259323767066664, 0.6829268292682927]"
External B,train,Sphingolipid-BTSPT-Cell-pellet_1__F111,Sphingolipid-BTSPT-Cell-pellet_1/Sphingolipid-BTSPT-Cell-pellet_1__F111.png,Sphingolipid-BTSPT-Cell-pellet_1,ST003941,PR002470,Thermo Orbitrap ID-X Tribrid,Thermo Orbitrap Tribrid,"Waters ACQUITY UPLC BEH C8 (100 × 2.1 mm, 1.7 µm)",Reversed phase,positive,DG15,0,0,[],"[1.9566666060621063, 0.4863741368826086, 0.4208629575918632, -0.0106231571253718, 0.0226054442273371, -0.7446974707055392, 0.7611733493445092, 0.9032848032524076, -0.2745521770292997, 4.771986136446215, 0.403504961492793, 4.601409765557392, 1.5]"
External B,train,Sphingolipid-BTSPT-Cell-pellet_1__F112,Sphingolipid-BTSPT-Cell-pellet_1/Sphingolipid-BTSPT-Cell-pellet_1__F112.png,Sphingolipid-BTSPT-Cell-pellet_1,ST003941,PR002470,Thermo Orbitrap ID-X Tribrid,Thermo Orbitrap Tribrid,"Waters ACQUITY UPLC BEH C8 (100 × 2.1 mm, 1.7 µm)",Reversed phase,positive,DG15,0,0,[],"[1.4492576495880842, 0.6672251342897079, 0.1813183597973243, -0.0072298021066339, 0.2092183601303954, -0.6707824253576683, 0.9755660604665944, 1.405038780890133, -0.3790667802879154, 4.108528579753847, 0.4410321901041147, 3.938721875540867, 0.75]"
External B,train,Sphingolipid-BTSPT-Cell-pellet_1__F113,Sphingolipid-BTSPT-Cell-pellet_1/Sphingolipid-BTSPT-Cell-pellet_1__F113.png,Sphingolipid-BTSPT-Cell-pellet_1,ST003941,PR002470,Thermo Orbitrap ID-X Tribrid,Thermo Orbitrap Tribrid,"Waters ACQUITY UPLC BEH C8 (100 × 2.1 mm, 1.7 µm)",Reversed phase,positive,DG15,1,2,"[[243.6516853932585, 84.3599033816425, 278.48314606741576, 403.75925925925924], [65.56179775280907, 241.13395476087453, 94.21348314606746, 403.75925925925924]]","[2.322483176992041, 1.1957337375290231, 2.173414556308599, 0.27612520924118, 0.238755920253173, -1.7809581837919477, 0.926125161059674, 2.691732020990204, 1.1608154435339069, 4.346203903387119, 0.2622476667653219, 4.439822782008757, 0.975]"
External B,train,Sphingolipid-BTSPT-Cell-pellet_1__F114,Sphingolipid-BTSPT-Cell-pellet_1/Sphingolipid-BTSPT-Cell-pellet_1__F114.png,Sphingolipid-BTSPT-Cell-pellet_1,ST003941,PR002470,Thermo Orbitrap ID-X Tribrid,Thermo Orbitrap Tribrid,"Waters ACQUITY UPLC BEH C8 (100 × 2.1 mm, 1.7 µm)",Reversed phase,positive,DG15,1,1,"[[244.77528089887642, 84.3599033816425, 259.3820224719101, 403.75925925925924]]","[2.7123721911579195, 1.8395621596629248, 1.026853226017873, 0.4763661745874556, 0.1084116419592515, -0.5197974398901398, 0.7084818970098844, 1.1089495836702772, 1.8971788097150912, 1.8031580275133496, 1.071163392891445, 1.4345491399952024, 0.5714285714285714]"
External B,train,Sphingolipid-BTSPT-Cell-pellet_1__F115,Sphingolipid-BTSPT-Cell-pellet_1/Sphingolipid-BTSPT-Cell-pellet_1__F115.png,Sphingolipid-BTSPT-Cell-pellet_1,ST003941,PR002470,Thermo Orbitrap ID-X Tribrid,Thermo Orbitrap Tribrid,"Waters ACQUITY UPLC BEH C8 (100 × 2.1 mm, 1.7 µm)",Reversed phase,positive,DG15,1,1,"[[241.0373808049741, 84.35990338164248, 262.723535509876, 403.75925925925924]]","[3.354642492650142, 1.6953091742029116, 1.9537250830630373, 0.5242114716039652, 0.1050961507446438, -0.9744424366559532, 0.5129093709444119, 1.515250200565308, 2.49586108205451, 2.525145962450133, 0.8452671238014277, 2.6756981353679867, 0.4705882352941176]"
External B,train,Sphingolipid-BTSPT-Cell-pellet_1__F116,Sphingolipid-BTSPT-Cell-pellet_1/Sphingolipid-BTSPT-Cell-pellet_1__F116.png,Sphingolipid-BTSPT-Cell-pellet_1,ST003941,PR002470,Thermo Orbitrap ID-X Tribrid,Thermo Orbitrap Tribrid,"Waters ACQUITY UPLC BEH C8 (100 × 2.1 mm, 1.7 µm)",Reversed phase,positive,DG15,1,1,"[[244.79510761165608, 84.35990338164248, 284.22706512053225, 403.7592592592593]]","[2.236101455655279, 1.0611100724048903, 1.62086636468265, 0.2269541266472321, 0.2104585765067242, -1.7839349384684478, 0.6997081487987624, 2.720785886897116, 1.0791503864724818, 4.122754516369061, 0.2788902111985583, 4.11548663296752, 0.6451612903225806]"
External B,train,Sphingolipid-BTSPT-Cell-pellet_1__F117,Sphingolipid-BTSPT-Cell-pellet_1/Sphingolipid-BTSPT-Cell-pellet_1__F117.png,Sphingolipid-BTSPT-Cell-pellet_1,ST003941,PR002470,Thermo Orbitrap ID-X Tribrid,Thermo Orbitrap Tribrid,"Waters ACQUITY UPLC BEH C8 (100 × 2.1 mm, 1.7 µm)",Reversed phase,positive,DG15,1,1,"[[240.9189189886759, 84.35990338164245, 267.24719101123594, 403.75925925925924]]","[2.414202091131772, 1.424360958779965, 1.8589513655137992, 0.3462253284019858, 0.185092484895753, -1.2709363942394858, 0.9276116083062932, 2.117033717455738, 1.3980544606097454, 3.3438351151153483, 0.4760277400678472, 2.584392726825403, 0.5925925925925926]"
External B,train,Sphingolipid-BTSPT-Cell-pellet_1__F118,Sphingolipid-BTSPT-Cell-pellet_1/Sphingolipid-BTSPT-Cell-pellet_1__F118.png,Sphingolipid-BTSPT-Cell-pellet_1,ST003941,PR002470,Thermo Orbitrap ID-X Tribrid,Thermo Orbitrap Tribrid,"Waters ACQUITY UPLC BEH C8 (100 × 2.1 mm, 1.7 µm)",Reversed phase,positive,DG15,0,0,[],"[1.4229112545509062, 0.6936571166024179, 0.3221979735579456, -0.0028293925265833, 0.3990948682009284, -0.154611207427547, 0.5676428143705619, 0.5806408687452822, -0.5829172913704884, 2.781960129114077, 0.8679569832668197, 2.8464393446710154, 1.4]"
External B,train,Sphingolipid-BTSPT-Cell-pellet_1__F119,Sphingolipid-BTSPT-Cell-pellet_1/Sphingolipid-BTSPT-Cell-pellet_1__F119.png,Sphingolipid-BTSPT-Cell-pellet_1,ST003941,PR002470,Thermo Orbitrap ID-X Tribrid,Thermo Orbitrap Tribrid,"Waters ACQUITY UPLC BEH C8 (100 × 2.1 mm, 1.7 µm)",Reversed phase,positive,DG15,1,1,"[[250.95505617977537, 84.35990338164248, 266.68539325842704, 403.75925925925924]]","[2.2475625159178363, 1.44433466238613, 1.462887638926888, 0.3269737690024287, 0.2849835648995509, -0.5603611074874936, 0.78082799359567, 1.2850420690495503, 1.0810668118943343, 2.519689064730441, 0.8262794507623181, 1.8490070880144407, 0.9411764705882352]"
External B,train,Sphingolipid-BTSPT-Cell-pellet_1__F12,Sphingolipid-BTSPT-Cell-pellet_1/Sphingolipid-BTSPT-Cell-pellet_1__F12.png,Sphingolipid-BTSPT-Cell-pellet_1,ST003941,PR002470,Thermo Orbitrap ID-X Tribrid,Thermo Orbitrap Tribrid,"Waters ACQUITY UPLC BEH C8 (100 × 2.1 mm, 1.7 µm)",Reversed phase,positive,DG15,0,0,[],"[0.781972646482539, 0.0473242132699839, 0.2550093088054258, -0.2852486258546419, 1.0, 0.0044216120203885, 0.3792896310940736, -0.4262706320601575, -1.6352580173843132, 1.9983590787813847, 0.0677289061612729, 2.0, 1.0]"
External B,train,Sphingolipid-BTSPT-Cell-pellet_1__F120,Sphingolipid-BTSPT-Cell-pellet_1/Sphingolipid-BTSPT-Cell-pellet_1__F120.png,Sphingolipid-BTSPT-Cell-pellet_1,ST003941,PR002470,Thermo Orbitrap ID-X Tribrid,Thermo Orbitrap Tribrid,"Waters ACQUITY UPLC BEH C8 (100 × 2.1 mm, 1.7 µm)",Reversed phase,positive,DG15,1,1,"[[242.2917580364906, 84.35990338164245, 261.3450977441717, 403.75925925925924]]","[2.1394794649313056, 1.6117982265103603, 0.8837281108046132, 0.3471747353084831, 0.2232090794067068, -0.8055889778501226, 0.7336243098640165, 1.715678225039444, 1.4525171029912607, 2.167300386861956, 0.6354870296045162, 1.6922718656836109, 0.2666666666666666]"
External B,train,Sphingolipid-BTSPT-Cell-pellet_1__F121,Sphingolipid-BTSPT-Cell-pellet_1/Sphingolipid-BTSPT-Cell-pellet_1__F121.png,Sphingolipid-BTSPT-Cell-pellet_1,ST003941,PR002470,Thermo Orbitrap ID-X Tribrid,Thermo Orbitrap Tribrid,"Waters ACQUITY UPLC BEH C8 (100 × 2.1 mm, 1.7 µm)",Reversed phase,positive,DG15,1,2,"[[247.05440316639505, 124.68631209387542, 284.0729281350054, 403.75925925925924], [222.30337078651684, 84.35990338164248, 247.05440316639505, 403.75925925925924]]","[2.0637699180143785, 0.6607332940818685, 1.1023658803444585, 0.0725442605515832, 0.4632607581973069, -1.1406975502799368, 0.9476787196809476, 1.792475683898997, 0.2807316951140122, 4.396332408394314, 0.3169853451358985, 4.680813428089396, 0.8888888888888888]"
External B,train,Sphingolipid-BTSPT-Cell-pellet_1__F122,Sphingolipid-BTSPT-Cell-pellet_1/Sphingolipid-BTSPT-Cell-pellet_1__F122.png,Sphingolipid-BTSPT-Cell-pellet_1,ST003941,PR002470,Thermo Orbitrap ID-X Tribrid,Thermo Orbitrap Tribrid,"Waters ACQUITY UPLC BEH C8 (100 × 2.1 mm, 1.7 µm)",Reversed phase,positive,DG15,1,1,"[[240.97859420994067, 84.35990338164251, 269.65984923393626, 403.75925925925924]]","[2.0672055187381915, 1.1160103697145396, 1.0120232943256644, 0.2184071928433428, 0.2935812867626727, -1.3299944750604955, 0.7312943328176391, 2.247716172945116, 0.7936347429349233, 3.449124600272465, 0.4156388431971261, 3.16264411804726, 0.7272727272727273]"
External B,train,Sphingolipid-BTSPT-Cell-pellet_1__F123,Sphingolipid-BTSPT-Cell-pellet_1/Sphingolipid-BTSPT-Cell-pellet_1__F123.png,Sphingolipid-BTSPT-Cell-pellet_1,ST003941,PR002470,Thermo Orbitrap ID-X Tribrid,Thermo Orbitrap Tribrid,"Waters ACQUITY UPLC BEH C8 (100 × 2.1 mm, 1.7 µm)",Reversed phase,positive,DG15,1,1,"[[236.88238213037386, 84.35990338164247, 303.8138760319448, 403.75925925925924]]","[3.282852247321563, 1.7696728298632582, 2.205838433160247, 0.5320899752825191, 0.1257068957268514, -2.5351353373991383, 0.287965561984874, 3.456588590321376, 2.154496919517016, 4.083678180839978, 0.2917418179772642, 4.387601311512058, 0.88]"
External B,train,Sphingolipid-BTSPT-Cell-pellet_1__F124,Sphingolipid-BTSPT-Cell-pellet_1/Sphingolipid-BTSPT-Cell-pellet_1__F124.png,Sphingolipid-BTSPT-Cell-pellet_1,ST003941,PR002470,Thermo Orbitrap ID-X Tribrid,Thermo Orbitrap Tribrid,"Waters ACQUITY UPLC BEH C8 (100 × 2.1 mm, 1.7 µm)",Reversed phase,positive,DG15,0,0,[],"[2.487075433049817, 0.6765374192909284, 0.6799933863284445, 0.1275258590302671, 0.1711929604035103, -0.6680494929607474, 1.1618326248676127, 1.050432347020013, -0.0198708065766204, 4.442069736002801, 0.575582408446221, 4.185174447128411, 1.2666666666666666]"
External B,train,Sphingolipid-BTSPT-Cell-pellet_1__F125,Sphingolipid-BTSPT-Cell-pellet_1/Sphingolipid-BTSPT-Cell-pellet_1__F125.png,Sphingolipid-BTSPT-Cell-pellet_1,ST003941,PR002470,Thermo Orbitrap ID-X Tribrid,Thermo Orbitrap Tribrid,"Waters ACQUITY UPLC BEH C8 (100 × 2.1 mm, 1.7 µm)",Reversed phase,positive,DG15,1,1,"[[248.04385544664197, 84.35990338164248, 268.8703019565396, 403.75925925925924]]","[2.583106956294174, 1.7253765697919952, 1.0942199156027637, 0.4359106051418029, 0.1727037013699006, -0.8318357958580951, 0.666270791329161, 1.6105494245982424, 1.8836637665443632, 2.38027896479019, 0.7239067952094448, 2.5, 0.625]"
External B,train,Sphingolipid-BTSPT-Cell-pellet_1__F126,Sphingolipid-BTSPT-Cell-pellet_1/Sphingolipid-BTSPT-Cell-pellet_1__F126.png,Sphingolipid-BTSPT-Cell-pellet_1,ST003941,PR002470,Thermo Orbitrap ID-X Tribrid,Thermo Orbitrap Tribrid,"Waters ACQUITY UPLC BEH C8 (100 × 2.1 mm, 1.7 µm)",Reversed phase,positive,DG15,1,1,"[[240.6017210478174, 84.35990338164245, 277.64478092891034, 403.75925925925924]]","[2.040777268978682, 1.0781067456044988, 1.529912691517705, 0.2041438329059717, 0.293476713401995, -1.5926249915602095, 0.964765207841537, 2.542616935601812, 0.7618011875426343, 3.9095209433485634, 0.282456876882427, 3.545782794954804, 0.5517241379310345]"
External B,train,Sphingolipid-BTSPT-Cell-pellet_1__F127,Sphingolipid-BTSPT-Cell-pellet_1/Sphingolipid-BTSPT-Cell-pellet_1__F127.png,Sphingolipid-BTSPT-Cell-pellet_1,ST003941,PR002470,Thermo Orbitrap ID-X Tribrid,Thermo Orbitrap Tribrid,"Waters ACQUITY UPLC BEH C8 (100 × 2.1 mm, 1.7 µm)",Reversed phase,positive,DG15,1,1,"[[241.00363300759085, 84.35990338164248, 271.179775280899, 403.75925925925924]]","[3.186617824378065, 1.7074914588429375, 1.2593632112614337, 0.5079315778471363, 0.1073366759162931, -1.2429882243973462, 0.8089661585135974, 1.883151358564102, 2.0731079440941818, 3.4219791248697127, 0.5345363482822081, 2.654797466090688, 0.5882352941176471]"
External B,train,Sphingolipid-BTSPT-Cell-pellet_1__F128,Sphingolipid-BTSPT-Cell-pellet_1/Sphingolipid-BTSPT-Cell-pellet_1__F128.png,Sphingolipid-BTSPT-Cell-pellet_1,ST003941,PR002470,Thermo Orbitrap ID-X Tribrid,Thermo Orbitrap Tribrid,"Waters ACQUITY UPLC BEH C8 (100 × 2.1 mm, 1.7 µm)",Reversed phase,positive,DG15,0,0,[],"[2.243773846562777, 0.2215716222297955, 0.3260796276801406, -0.1257627632709047, 0.7260786071444189, -0.6599073410683857, 0.6976259649927342, 0.6780169359670739, 0.0398430562484643, 4.607429717759697, 0.2506888100047315, 4.563856189774725, 1.12]"
External B,train,Sphingolipid-BTSPT-Cell-pellet_1__F129,Sphingolipid-BTSPT-Cell-pellet_1/Sphingolipid-BTSPT-Cell-pellet_1__F129.png,Sphingolipid-BTSPT-Cell-pellet_1,ST003941,PR002470,Thermo Orbitrap ID-X Tribrid,Thermo Orbitrap Tribrid,"Waters ACQUITY UPLC BEH C8 (100 × 2.1 mm, 1.7 µm)",Reversed phase,positive,DG15,1,1,"[[245.12563812317592, 84.35990338164248, 263.6199145664568, 403.75925925925924]]","[2.7719126521494, 2.3452346659398686, 1.3063034063312864, 0.574076758721552, 0.1326228403954917, -0.6836324015948714, 0.5590820739890394, 1.4257266401010822, 2.4074518312776965, 1.3890559291117393, 1.0715408061111558, 1.6922718656836109, 0.2666666666666666]"
External B,train,Sphingolipid-BTSPT-Cell-pellet_1__F13,Sphingolipid-BTSPT-Cell-pellet_1/Sphingolipid-BTSPT-Cell-pellet_1__F13.png,Sphingolipid-BTSPT-Cell-pellet_1,ST003941,PR002470,Thermo Orbitrap ID-X Tribrid,Thermo Orbitrap Tribrid,"Waters ACQUITY UPLC BEH C8 (100 × 2.1 mm, 1.7 µm)",Reversed phase,positive,DG15,1,1,"[[247.35532548674158, 84.35990338164251, 267.80898876404507, 403.75925925925924]]","[2.819757627318104, 1.6738093920946344, 1.7231506491694155, 0.4563460490517469, 0.1688239291791765, -1.957165558462698, 0.5354140025980949, 2.8644872702908684, 1.6873895374079697, 3.451863378022209, 0.3693419346210067, 2.444716790052852, 0.3333333333333333]"
External B,train,Sphingolipid-BTSPT-Cell-pellet_1__F130,Sphingolipid-BTSPT-Cell-pellet_1/Sphingolipid-BTSPT-Cell-pellet_1__F130.png,Sphingolipid-BTSPT-Cell-pellet_1,ST003941,PR002470,Thermo Orbitrap ID-X Tribrid,Thermo Orbitrap Tribrid,"Waters ACQUITY UPLC BEH C8 (100 × 2.1 mm, 1.7 µm)",Reversed phase,positive,DG15,1,1,"[[240.91025954781264, 84.35990338164251, 265.5082976652832, 403.75925925925924]]","[2.2593364061808314, 1.2368340062449723, 1.6963012680845049, 0.278115874229966, 0.2729258106847866, -0.9711858679028422, 0.9537407243651757, 1.7677076773346934, 0.9733960583761953, 3.02579370491855, 0.485071619793414, 2.499544305608131, 0.631578947368421]"
External B,train,Sphingolipid-BTSPT-Cell-pellet_1__F131,Sphingolipid-BTSPT-Cell-pellet_1/Sphingolipid-BTSPT-Cell-pellet_1__F131.png,Sphingolipid-BTSPT-Cell-pellet_1,ST003941,PR002470,Thermo Orbitrap ID-X Tribrid,Thermo Orbitrap Tribrid,"Waters ACQUITY UPLC BEH C8 (100 × 2.1 mm, 1.7 µm)",Reversed phase,positive,DG15,0,1,"[[276.3566272749884, 84.35990338164248, 300.3932584269663, 403.75925925925924]]","[3.741657386773941, 3.741657386773941, 0.6909075212672061, 0.8750612633917001, 0.0359624990847826, -1.1760912590556811, -0.3010299956639812, 0.831695098644527, 3.8729833462074135, -0.0, 1.0714285714285714, 0.3533593350214213, 0.0666666666666666]"
