Feature_ID,source_file,status,json_path,old_RT,new_RT,old_rt_in_box,box_apex_RT,old_RTmin,box_RTmin,new_RTmin,old_RTmax,box_RTmax,new_RTmax,left_expand_scans,right_expand_scans,rollback_to_valley,rollback_valley_RT,bound_mode,low_threshold,oversized_shrink,json_box_synced
060-0145-006_018__F21,060-0145-006_018.mzML,updated,D:\LipidBench\PeakTruthLab\datasets\eic_images_flat\060-0145-006_018\060-0145-006_018__F21.json,11.32445,11.32445,True,11.341116666667,11.207717,11.207716666667,11.207716666667,11.52455,11.52455,11.52455,7.0,17.0,True,11.80805,core_shrink,130560.0475,True,True
060-0145-006_018__F22,060-0145-006_018.mzML,updated,D:\LipidBench\PeakTruthLab\datasets\eic_images_flat\060-0145-006_018\060-0145-006_018__F22.json,11.090983333333002,11.090983333333002,True,11.090983333333002,10.974267,10.974266666667,10.974266666667,11.541233,11.541233333333,11.2911,0.0,3.0,False,11.541233333333,core_shrink,126862.99408333335,True,True
060-0145-006_018__F23,060-0145-006_018.mzML,updated,D:\LipidBench\PeakTruthLab\datasets\eic_images_flat\060-0145-006_018\060-0145-006_018__F23.json,7.2054333333330005,7.2054333333330005,True,7.205433333333,7.022,7.022,7.022,7.639,7.639,7.639,10.0,28.0,False,8.105933333333,core_shrink,80292.45800000001,True,True
060-0145-006_018__F24,060-0145-006_018.mzML,updated,D:\LipidBench\PeakTruthLab\datasets\eic_images_flat\060-0145-006_018\060-0145-006_018__F24.json,11.4245,11.4245,True,11.4245,11.2911,11.2911,11.2911,11.624617,11.624616666667,11.624616666667,6.0,28.0,False,12.024833333333,core_shrink,97968.07699999999,True,True
060-0145-006_018__F25,060-0145-006_018.mzML,updated,D:\LipidBench\PeakTruthLab\datasets\eic_images_flat\060-0145-006_018\060-0145-006_018__F25.json,6.671816666667,6.671816666667,True,6.688483333333,6.488383,6.488383333333,6.50505,7.655683,7.67235,7.222116666667,0.0,15.0,True,7.9225,core_shrink,81716.43733333334,True,True
060-0145-006_018__F26,060-0145-006_018.mzML,updated,D:\LipidBench\PeakTruthLab\datasets\eic_images_flat\060-0145-006_018\060-0145-006_018__F26.json,10.974266666667,10.974266666667,True,10.974266666667,10.8742,10.8742,10.8742,11.174367,11.174366666667,11.174366666667,0.0,22.0,True,11.541233333333,core_shrink,108514.21866666667,True,True
060-0145-006_018__F27,060-0145-006_018.mzML,updated,D:\LipidBench\PeakTruthLab\datasets\eic_images_flat\060-0145-006_018\060-0145-006_018__F27.json,2.569583333333,2.569583333333,True,2.569583333333,2.336117,2.336116666667,2.336116666667,2.786367,2.786366666667,2.786366666667,1.0,28.0,False,3.253283333333,core_shrink,91242.88308333333,True,True
060-0145-006_018__F28,060-0145-006_018.mzML,updated,D:\LipidBench\PeakTruthLab\datasets\eic_images_flat\060-0145-006_018\060-0145-006_018__F28.json,10.373933333333,10.373933333333,True,10.3906,10.273767,10.273766666667,10.273766666667,10.574033,10.574033333333,10.574033333333,11.0,17.0,True,10.857533333333,core_shrink,95815.72079166665,True,True
060-0145-006_018__F29,060-0145-006_018.mzML,updated,D:\LipidBench\PeakTruthLab\datasets\eic_images_flat\060-0145-006_018\060-0145-006_018__F29.json,6.5967666666665,6.5967666666665,True,6.50505,6.254917,6.254916666667,6.254916666667,6.9553,6.9553,6.9553,0.0,0.0,True,6.9553,box_extend,58817.59033333333,False,True
060-0145-006_018__F30,060-0145-006_018.mzML,updated,D:\LipidBench\PeakTruthLab\datasets\eic_images_flat\060-0145-006_018\060-0145-006_018__F30.json,11.2244,11.2244,True,11.2244,11.090983,11.090983333333002,11.090983333333002,11.4245,11.4245,11.4245,0.0,23.0,True,11.80805,core_shrink,80156.88654166667,True,True
060-0145-006_018__F31,060-0145-006_018.mzML,updated,D:\LipidBench\PeakTruthLab\datasets\eic_images_flat\060-0145-006_018\060-0145-006_018__F31.json,10.990933333333,10.990933333333,True,11.007616666667,10.8742,10.857533333333,10.857533333333,11.4245,11.4245,11.241066666667,0.0,9.0,True,11.574583333333,core_shrink,63138.55033333333,True,True
060-0145-006_018__F32,060-0145-006_018.mzML,updated,D:\LipidBench\PeakTruthLab\datasets\eic_images_flat\060-0145-006_018\060-0145-006_018__F32.json,7.222116666667,7.222116666667,True,7.238783333333,7.038683,7.038683333333,7.038683333333,7.639,7.639,7.639,7.0,28.0,False,8.105933333333,core_shrink,55024.99583333334,True,True
060-0145-006_018__F33,060-0145-006_018.mzML,updated,D:\LipidBench\PeakTruthLab\datasets\eic_images_flat\060-0145-006_018\060-0145-006_018__F33.json,11.107666666667,11.107666666667,True,11.107666666667,10.824183,10.824183333333,10.824183333333,11.52455,11.52455,11.52455,0.0,0.0,True,11.52455,box_extend,70550.66350000001,False,True
060-0145-006_018__F34,060-0145-006_018.mzML,updated,D:\LipidBench\PeakTruthLab\datasets\eic_images_flat\060-0145-006_018\060-0145-006_018__F34.json,11.541233333333,11.541233333333,True,11.541233333333,11.407833,11.407833333333,11.407833333333,11.74135,11.74135,11.74135,7.0,23.0,True,12.124883333333,core_shrink,70256.11516666667,True,True
060-0145-006_018__F35,060-0145-006_018.mzML,updated,D:\LipidBench\PeakTruthLab\datasets\eic_images_flat\060-0145-006_018\060-0145-006_018__F35.json,6.846908333333,6.846908333333,True,6.605116666667,6.605117,6.605116666667,6.605116666667,7.0887,7.60565,8.072566666667,0.0,28.0,False,8.072566666667,box_extend,26867.828500000007,False,True
060-0145-006_018__F36,060-0145-006_018.mzML,updated,D:\LipidBench\PeakTruthLab\datasets\eic_images_flat\060-0145-006_018\060-0145-006_018__F36.json,11.32445,11.32445,True,11.341116666667,11.207717,11.207716666667,11.207716666667,11.52455,11.52455,11.52455,5.0,17.0,True,11.80805,core_shrink,68503.48658333333,True,True
060-0145-006_018__F37,060-0145-006_018.mzML,updated,D:\LipidBench\PeakTruthLab\datasets\eic_images_flat\060-0145-006_018\060-0145-006_018__F37.json,9.0898,9.0898,True,9.0898,8.923033,8.923033333333,8.923033333333,9.373283,9.373283333333,9.373283333333,8.0,24.0,True,9.7735,core_shrink,47295.50550000001,True,True
060-0145-006_018__F38,060-0145-006_018.mzML,updated,D:\LipidBench\PeakTruthLab\datasets\eic_images_flat\060-0145-006_018\060-0145-006_018__F38.json,1.468983333333,1.468983333333,True,1.468983333333,1.335583,1.3355833333330003,1.3355833333330003,1.752467,1.752466666667,1.752466666667,18.0,28.0,False,2.219383333333,core_shrink,57048.529166666674,True,True
060-0145-006_018__F39,060-0145-006_018.mzML,updated,D:\LipidBench\PeakTruthLab\datasets\eic_images_flat\060-0145-006_018\060-0145-006_018__F39.json,1.468983333333,1.468983333333,True,1.468983333333,1.3189,1.3189,1.3189,1.76915,1.76915,1.76915,8.0,28.0,False,2.236066666667,core_shrink,55086.96916666667,True,True
060-0145-006_018__F40,060-0145-006_018.mzML,updated,D:\LipidBench\PeakTruthLab\datasets\eic_images_flat\060-0145-006_018\060-0145-006_018__F40.json,2.86975,2.86975,True,2.8697500000000002,2.769683,2.769683333333,2.769683333333,3.536767,3.853616666667,3.853616666667,0.0,0.0,True,3.853616666667,box_extend,62424.05483333333,False,True
060-0145-006_018__F41,060-0145-006_018.mzML,updated,D:\LipidBench\PeakTruthLab\datasets\eic_images_flat\060-0145-006_018\060-0145-006_018__F41.json,6.254916666667,6.254916666667,True,6.254916666667,6.104833,6.104833333333,6.104833333333,6.4717,6.588433333333,6.588433333333,0.0,0.0,True,6.588433333333,box_extend,45384.1925,False,True
060-0145-006_018__F42,060-0145-006_018.mzML,updated,D:\LipidBench\PeakTruthLab\datasets\eic_images_flat\060-0145-006_018\060-0145-006_018__F42.json,11.474533333333,11.474533333333,True,11.4245,11.107667,11.107666666667,11.107666666667,11.691317,11.991483333333,12.041500000000001,0.0,3.0,False,11.991483333333,box_extend,53741.53916666666,False,True
060-0145-006_018__F43,060-0145-006_018.mzML,updated,D:\LipidBench\PeakTruthLab\datasets\eic_images_flat\060-0145-006_018\060-0145-006_018__F43.json,6.021466666667,6.021466666667,True,6.021466666667,5.8547,5.8547,5.8547,6.2716,6.2716,6.2716,4.0,17.0,True,6.555083333333,core_shrink,51081.780333333336,True,True
060-0145-006_018__F44,060-0145-006_018.mzML,updated,D:\LipidBench\PeakTruthLab\datasets\eic_images_flat\060-0145-006_018\060-0145-006_018__F44.json,10.974266666667,10.974266666667,True,10.974266666667,10.8742,10.8742,10.8742,11.174367,11.174366666667,11.174366666667,0.0,21.0,True,11.52455,core_shrink,64473.9225,True,True
060-0145-006_018__F45,060-0145-006_018.mzML,updated,D:\LipidBench\PeakTruthLab\datasets\eic_images_flat\060-0145-006_018\060-0145-006_018__F45.json,6.054816666667,6.054816666667,True,6.071483333333,5.88805,5.888050000000001,5.888050000000001,6.50505,6.50505,6.50505,0.0,0.0,True,6.50505,box_extend,50946.87733333334,False,True
060-0145-006_018__F46,060-0145-006_018.mzML,updated,D:\LipidBench\PeakTruthLab\datasets\eic_images_flat\060-0145-006_018\060-0145-006_018__F46.json,9.0898,9.0898,True,9.0898,8.923033,8.923033333333,8.923033333333,9.456667,9.456666666667,9.456666666667,12.0,19.0,True,9.7735,core_shrink,40993.84533333333,True,True
060-0145-006_018__F47,060-0145-006_018.mzML,updated,D:\LipidBench\PeakTruthLab\datasets\eic_images_flat\060-0145-006_018\060-0145-006_018__F47.json,6.655133333333,6.655133333333,True,6.638466666667,6.354967,6.354966666667,6.354966666667,7.272133,7.272133333333,7.272133333333,0.0,0.0,True,7.272133333333,box_extend,43305.61783333333,False,True
060-0145-006_018__F48,060-0145-006_018.mzML,updated,D:\LipidBench\PeakTruthLab\datasets\eic_images_flat\060-0145-006_018\060-0145-006_018__F48.json,11.241066666667,11.241066666667,True,11.241066666667,10.990933,10.990933333333,10.990933333333,11.557917,11.441183333332999,11.557916666667,0.0,7.0,True,11.557916666667,box_extend,50304.82916666666,False,True
060-0145-006_018__F49,060-0145-006_018.mzML,updated,D:\LipidBench\PeakTruthLab\datasets\eic_images_flat\060-0145-006_018\060-0145-006_018__F49.json,11.924775,11.924775,True,11.7747,11.691317,11.691316666667,11.691316666667,11.991483,12.475066666667,12.5251,0.0,3.0,False,12.475066666667,box_extend,47312.42483333334,False,True
060-0145-006_018__F50,060-0145-006_018.mzML,updated,D:\LipidBench\PeakTruthLab\datasets\eic_images_flat\060-0145-006_018\060-0145-006_018__F50.json,9.0898,9.0898,True,9.0898,8.923033,8.923033333333,8.923033333333,9.490017,9.490016666667,9.490016666667,17.0,18.0,True,9.790166666667,core_shrink,35316.0615,True,True
060-0145-006_018__F51,060-0145-006_018.mzML,updated,D:\LipidBench\PeakTruthLab\datasets\eic_images_flat\060-0145-006_018\060-0145-006_018__F51.json,6.021466666667,6.021466666667,True,6.37165,5.838033,5.838033333333,5.838033333333,6.2716,6.37165,6.838566666667,0.0,28.0,False,6.838566666667,box_extend,161003.87595833334,False,True
060-0145-006_018__F52,060-0145-006_018.mzML,updated,D:\LipidBench\PeakTruthLab\datasets\eic_images_flat\060-0145-006_018\060-0145-006_018__F52.json,7.522266666667,7.522266666667,True,7.522266666667,7.072033,7.072033333333,7.072033333333,8.072567,8.172633333333,8.272683333333,0.0,6.0,True,8.272683333333,box_extend,35564.827333333335,False,True
060-0145-006_018__F53,060-0145-006_018.mzML,updated,D:\LipidBench\PeakTruthLab\datasets\eic_images_flat\060-0145-006_018\060-0145-006_018__F53.json,10.857533333333,10.857533333333,True,10.857533333333,10.6074,10.724116666667,10.724116666667,10.957583,10.974266666667,10.974266666667,7.0,28.0,False,11.107666666667,core_shrink,50163.4255,True,True
060-0145-006_018__F54,060-0145-006_018.mzML,updated,D:\LipidBench\PeakTruthLab\datasets\eic_images_flat\060-0145-006_018\060-0145-006_018__F54.json,6.421683333332999,6.421683333332999,True,6.421683333333001,6.254917,6.254916666667,6.254916666667,6.655133,6.655133333333,6.655133333333,0.0,0.0,True,6.655133333333,box_extend,40747.68233333334,False,True
060-0145-006_018__F55,060-0145-006_018.mzML,updated,D:\LipidBench\PeakTruthLab\datasets\eic_images_flat\060-0145-006_018\060-0145-006_018__F55.json,7.422216666666999,7.422216666666999,True,7.422216666667,7.255467,7.255466666667,7.255466666667,7.789083,8.306033333333,8.77295,0.0,28.0,False,8.77295,box_extend,34953.376833333336,False,True
060-0145-006_018__F56,060-0145-006_018.mzML,updated,D:\LipidBench\PeakTruthLab\datasets\eic_images_flat\060-0145-006_018\060-0145-006_018__F56.json,10.990933333333,10.990933333333,True,11.007616666667,10.8742,10.857533333333,10.857533333333,11.4245,11.241066666667,11.4245,0.0,11.0,True,11.4245,box_extend,37378.043666666665,False,True
060-0145-006_018__F57,060-0145-006_018.mzML,updated,D:\LipidBench\PeakTruthLab\datasets\eic_images_flat\060-0145-006_018\060-0145-006_018__F57.json,4.970891666667,4.970891666667,True,4.904183333333,4.670717,4.737433333333,4.737433333333,5.4378,5.221016666667,5.221016666667,4.0,28.0,False,5.587883333333,core_shrink,44229.4405,True,True
060-0145-006_018__F58,060-0145-006_018.mzML,updated,D:\LipidBench\PeakTruthLab\datasets\eic_images_flat\060-0145-006_018\060-0145-006_018__F58.json,11.107666666667,11.107666666667,True,11.107666666667,10.857533,10.890883333333,10.857533333333,11.557917,11.32445,11.557916666667,2.0,14.0,True,11.557916666667,box_extend,41757.234416666666,False,True
060-0145-006_018__F59,060-0145-006_018.mzML,updated,D:\LipidBench\PeakTruthLab\datasets\eic_images_flat\060-0145-006_018\060-0145-006_018__F59.json,11.057633333333,11.057633333333,True,11.057633333333,10.8742,10.8742,10.857533333333,11.407833,11.607933333333,11.274416666667,0.0,3.0,False,11.607933333333,core_shrink,38999.710166666664,True,True
060-0145-006_018__F60,060-0145-006_018.mzML,updated,D:\LipidBench\PeakTruthLab\datasets\eic_images_flat\060-0145-006_018\060-0145-006_018__F60.json,6.054816666667,6.054816666667,True,6.071483333333,5.871383,5.871383333333,5.871383333333,6.4717,6.4717,6.4717,0.0,0.0,True,6.4717,box_extend,38060.084,False,True
060-0145-006_018__F61,060-0145-006_018.mzML,updated,D:\LipidBench\PeakTruthLab\datasets\eic_images_flat\060-0145-006_018\060-0145-006_018__F61.json,1.468983333333,1.468983333333,True,1.468983333333,1.28555,1.28555,1.28555,1.785817,1.785816666667,1.785816666667,6.0,28.0,False,2.25275,core_shrink,34659.540583333335,True,True
060-0145-006_018__F62,060-0145-006_018.mzML,updated,D:\LipidBench\PeakTruthLab\datasets\eic_images_flat\060-0145-006_018\060-0145-006_018__F62.json,2.536233333333,2.536233333333,True,2.536233333333,2.269417,2.3194499999999993,2.269416666667,2.919767,2.753016666667,2.919766666667,3.0,10.0,True,2.919766666667,box_extend,42196.27933333334,False,True
060-0145-006_018__F63,060-0145-006_018.mzML,updated,D:\LipidBench\PeakTruthLab\datasets\eic_images_flat\060-0145-006_018\060-0145-006_018__F63.json,6.688483333333,6.688483333333,True,6.605116666667,6.605117,6.605116666667,6.605116666667,7.0887,7.0887,7.0887,0.0,0.0,True,7.0887,box_extend,12975.729333333335,False,True
060-0145-006_018__F64,060-0145-006_018.mzML,updated,D:\LipidBench\PeakTruthLab\datasets\eic_images_flat\060-0145-006_018\060-0145-006_018__F64.json,6.6884916666665,6.6884916666665,True,6.638466666667,6.388317,6.388316666667,6.388316666667,7.072033,7.272133333333,7.272133333333,0.0,0.0,True,7.272133333333,box_extend,43305.61783333333,False,True
060-0145-006_018__F65,060-0145-006_018.mzML,updated,D:\LipidBench\PeakTruthLab\datasets\eic_images_flat\060-0145-006_018\060-0145-006_018__F65.json,8.306033333333,8.306033333333,True,8.306033333333,7.939167,8.0559,7.939166666667,9.139817,9.006416666667,9.473333333333,7.0,28.0,False,9.473333333333,box_extend,20395.052,False,True
060-0145-006_018__F66,060-0145-006_018.mzML,updated,D:\LipidBench\PeakTruthLab\datasets\eic_images_flat\060-0145-006_018\060-0145-006_018__F66.json,11.090983333333002,11.090983333333002,True,11.090983333333002,10.857533,10.857533333333,10.857533333333,11.241067,11.241066666667,11.241066666667,0.0,0.0,True,11.241066666667,box_extend,35574.481250000004,False,True
060-0145-006_018__F67,060-0145-006_018.mzML,updated,D:\LipidBench\PeakTruthLab\datasets\eic_images_flat\060-0145-006_018\060-0145-006_018__F67.json,10.974266666667,10.974266666667,True,10.990933333333,10.8742,10.8742,10.8742,11.174367,11.174366666667,11.174366666667,1.0,22.0,True,11.541233333333,core_shrink,38383.0315,True,True
060-0145-006_018__F68,060-0145-006_018.mzML,updated,D:\LipidBench\PeakTruthLab\datasets\eic_images_flat\060-0145-006_018\060-0145-006_018__F68.json,8.139283333333001,8.939716666667,False,8.939716666667,8.906367,8.906366666667,8.906366666667,8.973067,8.973066666667,8.973066666667,26.0,8.0,True,9.106466666667,core_shrink,400761.25968302076,True,True
060-0145-006_018__F69,060-0145-006_018.mzML,updated,D:\LipidBench\PeakTruthLab\datasets\eic_images_flat\060-0145-006_018\060-0145-006_018__F69.json,10.373933333333,10.373933333333,True,10.3906,10.273767,10.273766666667,10.273766666667,10.574033,10.574033333333,10.574033333333,17.0,16.0,True,10.84085,core_shrink,38610.48541666666,True,True
060-0145-006_018__F70,060-0145-006_018.mzML,updated,D:\LipidBench\PeakTruthLab\datasets\eic_images_flat\060-0145-006_018\060-0145-006_018__F70.json,4.962549999999999,4.962549999999999,True,4.904183333333,4.770783,4.770783333333,4.770783333333,5.171,5.171,5.171,7.0,28.0,False,5.40445,core_shrink,34072.737,True,True
060-0145-006_018__F71,060-0145-006_018.mzML,updated,D:\LipidBench\PeakTruthLab\datasets\eic_images_flat\060-0145-006_018\060-0145-006_018__F71.json,1.468983333333,1.468983333333,True,1.468983333333,1.335583,1.3355833333330003,1.3355833333330003,1.752467,1.752466666667,1.752466666667,13.0,28.0,False,2.219383333333,core_shrink,29996.112541666665,True,True
060-0145-006_018__F72,060-0145-006_018.mzML,updated,D:\LipidBench\PeakTruthLab\datasets\eic_images_flat\060-0145-006_018\060-0145-006_018__F72.json,11.241066666667,11.241066666667,True,11.241066666667,11.007617,11.007616666667,11.007616666667,11.541233,11.441183333332999,11.541233333333,0.0,6.0,True,11.541233333333,box_extend,30621.772208333332,False,True
060-0145-006_018__F73,060-0145-006_018.mzML,updated,D:\LipidBench\PeakTruthLab\datasets\eic_images_flat\060-0145-006_018\060-0145-006_018__F73.json,10.857533333333,10.857533333333,True,10.857533333333,10.64075,10.724116666667,10.64075,10.957583,10.974266666667,11.024283333333,5.0,3.0,False,10.974266666667,box_extend,31754.004833333336,False,True
060-0145-006_018__F74,060-0145-006_018.mzML,updated,D:\LipidBench\PeakTruthLab\datasets\eic_images_flat\060-0145-006_018\060-0145-006_018__F74.json,7.2054333333330005,7.2054333333330005,True,7.205433333333,6.92195,6.92195,6.92195,7.9225,7.9225,7.9225,0.0,0.0,True,7.9225,box_extend,19010.181083333333,False,True
060-0145-006_018__F75,060-0145-006_018.mzML,updated,D:\LipidBench\PeakTruthLab\datasets\eic_images_flat\060-0145-006_018\060-0145-006_018__F75.json,9.0898,9.0898,True,9.0898,8.923033,8.923033333333,8.923033333333,9.439983,9.439983333333,9.439983333333,19.0,20.0,True,9.7735,core_shrink,20523.26675,True,True
060-0145-006_018__F76,060-0145-006_018.mzML,updated,D:\LipidBench\PeakTruthLab\datasets\eic_images_flat\060-0145-006_018\060-0145-006_018__F76.json,9.0898,9.0898,True,9.0898,8.923033,8.923033333333,8.923033333333,9.406633,9.406633333333,9.406633333333,18.0,24.0,True,9.80685,core_shrink,21267.08091666667,True,True
060-0145-006_018__F78,060-0145-006_018.mzML,updated,D:\LipidBench\PeakTruthLab\datasets\eic_images_flat\060-0145-006_018\060-0145-006_018__F78.json,11.057633333333,11.057633333333,True,11.057633333333,10.857533,10.857533333333,10.857533333333,11.45785,11.45785,11.45785,0.0,0.0,True,11.45785,box_extend,24650.107083333332,False,True
060-0145-006_018__F79,060-0145-006_018.mzML,updated,D:\LipidBench\PeakTruthLab\datasets\eic_images_flat\060-0145-006_018\060-0145-006_018__F79.json,6.50505,6.50505,True,6.50505,6.288267,6.288266666667,6.288266666667,6.905267,6.905266666667,6.905266666667,0.0,0.0,True,6.905266666667,box_extend,24347.136083333335,False,True
060-0145-006_018__F80,060-0145-006_018.mzML,updated,D:\LipidBench\PeakTruthLab\datasets\eic_images_flat\060-0145-006_018\060-0145-006_018__F80.json,13.058733333333,13.058733333333,True,13.058733333333,13.0087,13.0087,13.0087,13.225483,13.225483333333,13.225483333333,22.0,28.0,False,13.6924,core_shrink,1059554.509978802,True,True
