archive_path,category,bytes,sha256,original_source_path
02_mixed_domain_ablation/data_quality/review_corrections.csv,data quality,23832,0d040f1127d23dd764c35d6332c0aefbb8b587dff7a9f576942030b72f19be46,D:\CODE\LipidBench\PeakTruthLab\results\paper_final_reviewed_20260725\data_quality\review_corrections.csv
02_mixed_domain_ablation/data_quality/source_distribution.csv,data quality,2198,eec542d608b2a07fc7e62eb7533a63003ffc8803ddabd0312c64d62d4113bdf3,D:\CODE\LipidBench\PeakTruthLab\results\paper_final_reviewed_20260725\data_quality\source_distribution.csv
02_mixed_domain_ablation/epoch15_probe/A_image_only_seed_20260725/attribute_preprocessing.json,mixed-domain training,2651,cd88825f81997e7674d1dd0faab2d09a4d2b118dc21c60346e75ca8eb6c2ecb8,D:\CODE\LipidBench\PeakTruthLab\results\paper_final_reviewed_20260725\epoch15_probe\A_image_only_seed_20260725\attribute_preprocessing.json
02_mixed_domain_ablation/epoch15_probe/A_image_only_seed_20260725/history.json,mixed-domain training,23353,5e8ed72b4e73196f14ac8de0939d9093eb4b891e9c9cd0a7c58326fb333462fa,D:\CODE\LipidBench\PeakTruthLab\results\paper_final_reviewed_20260725\epoch15_probe\A_image_only_seed_20260725\history.json
02_mixed_domain_ablation/epoch15_probe/A_image_only_seed_20260725/summary.json,mixed-domain training,4758,54cc05abeadc6917ecd96efe82fda2b9ae84731c9061d6b90e9f787d1a6ad99b,D:\CODE\LipidBench\PeakTruthLab\results\paper_final_reviewed_20260725\epoch15_probe\A_image_only_seed_20260725\summary.json
02_mixed_domain_ablation/epoch15_probe/B_attr_only_seed_20260725/attribute_preprocessing.json,mixed-domain training,2651,cd88825f81997e7674d1dd0faab2d09a4d2b118dc21c60346e75ca8eb6c2ecb8,D:\CODE\LipidBench\PeakTruthLab\results\paper_final_reviewed_20260725\epoch15_probe\B_attr_only_seed_20260725\attribute_preprocessing.json
02_mixed_domain_ablation/epoch15_probe/B_attr_only_seed_20260725/history.json,mixed-domain training,23363,5f327f31d055ed103ab3f4d46df439d5f2654dcf6334d0f3e8dbe30e82e4036b,D:\CODE\LipidBench\PeakTruthLab\results\paper_final_reviewed_20260725\epoch15_probe\B_attr_only_seed_20260725\history.json
02_mixed_domain_ablation/epoch15_probe/B_attr_only_seed_20260725/summary.json,mixed-domain training,4753,2ef1af3cc6da0f4522fbe32b63c13ce80ec10a307a4aa769db20696c80141375,D:\CODE\LipidBench\PeakTruthLab\results\paper_final_reviewed_20260725\epoch15_probe\B_attr_only_seed_20260725\summary.json
02_mixed_domain_ablation/epoch15_probe/C_naive_concat_seed_20260725/attribute_preprocessing.json,mixed-domain training,2651,cd88825f81997e7674d1dd0faab2d09a4d2b118dc21c60346e75ca8eb6c2ecb8,D:\CODE\LipidBench\PeakTruthLab\results\paper_final_reviewed_20260725\epoch15_probe\C_naive_concat_seed_20260725\attribute_preprocessing.json
02_mixed_domain_ablation/epoch15_probe/C_naive_concat_seed_20260725/history.json,mixed-domain training,23368,2351ae868e3bebf836b9daabd524d18aeab0816ba90c446ae83817516203bcc0,D:\CODE\LipidBench\PeakTruthLab\results\paper_final_reviewed_20260725\epoch15_probe\C_naive_concat_seed_20260725\history.json
02_mixed_domain_ablation/epoch15_probe/C_naive_concat_seed_20260725/summary.json,mixed-domain training,4765,8ee58bdf1d006ceb73fbbf9290dd4329233c83eb5f989c41b1a1be09b27d7458,D:\CODE\LipidBench\PeakTruthLab\results\paper_final_reviewed_20260725\epoch15_probe\C_naive_concat_seed_20260725\summary.json
02_mixed_domain_ablation/epoch15_probe/D_gated_fusion_seed_20260725/attribute_preprocessing.json,mixed-domain training,2651,cd88825f81997e7674d1dd0faab2d09a4d2b118dc21c60346e75ca8eb6c2ecb8,D:\CODE\LipidBench\PeakTruthLab\results\paper_final_reviewed_20260725\epoch15_probe\D_gated_fusion_seed_20260725\attribute_preprocessing.json
02_mixed_domain_ablation/epoch15_probe/D_gated_fusion_seed_20260725/history.json,mixed-domain training,23352,3638b11c480643929d0e2a8118b24ad71e7c775a684abb5b85a8528c609220a7,D:\CODE\LipidBench\PeakTruthLab\results\paper_final_reviewed_20260725\epoch15_probe\D_gated_fusion_seed_20260725\history.json
02_mixed_domain_ablation/epoch15_probe/D_gated_fusion_seed_20260725/summary.json,mixed-domain training,4771,3c3ad8032cca2793a53205ed863439dc43df3ed9c8c5c3818e8d1985c20ac350,D:\CODE\LipidBench\PeakTruthLab\results\paper_final_reviewed_20260725\epoch15_probe\D_gated_fusion_seed_20260725\summary.json
02_mixed_domain_ablation/experiments/A_image_only/attribute_preprocessing.json,mixed-domain training,2651,cd88825f81997e7674d1dd0faab2d09a4d2b118dc21c60346e75ca8eb6c2ecb8,D:\CODE\LipidBench\PeakTruthLab\results\paper_final_reviewed_20260725\experiments\A_image_only\attribute_preprocessing.json
02_mixed_domain_ablation/experiments/A_image_only/history.json,mixed-domain training,15558,2ef87d00d1ebaa68efaa0b21b460811c99445d5c44a0c580de39ef0a3d8aaf6f,D:\CODE\LipidBench\PeakTruthLab\results\paper_final_reviewed_20260725\experiments\A_image_only\history.json
02_mixed_domain_ablation/experiments/A_image_only/run_config.json,mixed-domain training,1287,9774b0eeb32d7378ee90114935e11d64c56d7b933983dd6f5007d7fd1a52cb6b,D:\CODE\LipidBench\PeakTruthLab\results\paper_final_reviewed_20260725\experiments\A_image_only\run_config.json
02_mixed_domain_ablation/experiments/A_image_only/summary.json,mixed-domain training,4223,ed25ab86d42754d0083869bb5b0b4c661254e950b87a371238bf45831b9ab639,D:\CODE\LipidBench\PeakTruthLab\results\paper_final_reviewed_20260725\experiments\A_image_only\summary.json
02_mixed_domain_ablation/experiments/B_attr_only/attribute_preprocessing.json,mixed-domain training,2651,cd88825f81997e7674d1dd0faab2d09a4d2b118dc21c60346e75ca8eb6c2ecb8,D:\CODE\LipidBench\PeakTruthLab\results\paper_final_reviewed_20260725\experiments\B_attr_only\attribute_preprocessing.json
02_mixed_domain_ablation/experiments/B_attr_only/history.json,mixed-domain training,15575,ec91cd28631151a955073d796f366f357d69987d810fec2ac92a288a246865f4,D:\CODE\LipidBench\PeakTruthLab\results\paper_final_reviewed_20260725\experiments\B_attr_only\history.json
02_mixed_domain_ablation/experiments/B_attr_only/run_config.json,mixed-domain training,1285,ae5ce31b44d1daaac79098bbb213e609cd04fa9ee88bea8260dbd20fe1371af9,D:\CODE\LipidBench\PeakTruthLab\results\paper_final_reviewed_20260725\experiments\B_attr_only\run_config.json
02_mixed_domain_ablation/experiments/B_attr_only/summary.json,mixed-domain training,4223,0f1fcdc9317059e9884da243da243150ea172fd52d7003c3f66fc7dcdad5b764,D:\CODE\LipidBench\PeakTruthLab\results\paper_final_reviewed_20260725\experiments\B_attr_only\summary.json
02_mixed_domain_ablation/experiments/C_naive_concat/attribute_preprocessing.json,mixed-domain training,2651,cd88825f81997e7674d1dd0faab2d09a4d2b118dc21c60346e75ca8eb6c2ecb8,D:\CODE\LipidBench\PeakTruthLab\results\paper_final_reviewed_20260725\experiments\C_naive_concat\attribute_preprocessing.json
02_mixed_domain_ablation/experiments/C_naive_concat/history.json,mixed-domain training,15572,88b32bfbea1f348757f35069ffe71c1802b58373fccfe7cc0d0c2e66c1e03f4c,D:\CODE\LipidBench\PeakTruthLab\results\paper_final_reviewed_20260725\experiments\C_naive_concat\history.json
02_mixed_domain_ablation/experiments/C_naive_concat/run_config.json,mixed-domain training,1288,dc4a7767083176622a840ada5f0274701d523d60c8e56d3123bc0b4252a7d9f3,D:\CODE\LipidBench\PeakTruthLab\results\paper_final_reviewed_20260725\experiments\C_naive_concat\run_config.json
02_mixed_domain_ablation/experiments/C_naive_concat/summary.json,mixed-domain training,4238,6cbc12fd63735e739c188d4b10b3fb386e40cd1ca1130558f1b2eaa682e0a65f,D:\CODE\LipidBench\PeakTruthLab\results\paper_final_reviewed_20260725\experiments\C_naive_concat\summary.json
02_mixed_domain_ablation/experiments/D_gated_fusion/attribute_preprocessing.json,mixed-domain training,2651,cd88825f81997e7674d1dd0faab2d09a4d2b118dc21c60346e75ca8eb6c2ecb8,D:\CODE\LipidBench\PeakTruthLab\results\paper_final_reviewed_20260725\experiments\D_gated_fusion\attribute_preprocessing.json
02_mixed_domain_ablation/experiments/D_gated_fusion/history.json,mixed-domain training,15562,2d25db09058cf92ef9dc85485bf2772c6a8863340c6354173377c7d1927f8e10,D:\CODE\LipidBench\PeakTruthLab\results\paper_final_reviewed_20260725\experiments\D_gated_fusion\history.json
02_mixed_domain_ablation/experiments/D_gated_fusion/run_config.json,mixed-domain training,1288,02ae8939bfdd60ab466bd1dca81e2003928ce42394944261f777ab1597a9a946,D:\CODE\LipidBench\PeakTruthLab\results\paper_final_reviewed_20260725\experiments\D_gated_fusion\run_config.json
02_mixed_domain_ablation/experiments/D_gated_fusion/summary.json,mixed-domain training,4237,7fb0fc7088004428e8063ff1d5cae7f049740340ef356524f6c740cc94436a65,D:\CODE\LipidBench\PeakTruthLab\results\paper_final_reviewed_20260725\experiments\D_gated_fusion\summary.json
02_mixed_domain_ablation/paper_tables/PeakTruthLab_paper_results.xlsx,paper tables,57876,21a4d309bff8557400d9df5bcd6da6cb6c030a40ec694439981f37fa3f81b675,D:\CODE\LipidBench\PeakTruthLab\results\paper_final_reviewed_20260725\paper_tables_figures\PeakTruthLab_paper_results.xlsx
02_mixed_domain_ablation/paper_tables/ablation_delta_vs_image_only.csv,paper tables,3640,5d8bf9d8939d0b9ea66fc205c147e68baf1c4d2a6f9ca1e55c5553c65f1c3c31,D:\CODE\LipidBench\PeakTruthLab\results\paper_final_reviewed_20260725\paper_tables_figures\ablation_delta_vs_image_only.csv
02_mixed_domain_ablation/paper_tables/ablation_test_core.csv,paper tables,4797,14818a6816d5bd9e27c072bbc9d958099a578c570c1c429ade277af2ccd5bf4e,D:\CODE\LipidBench\PeakTruthLab\results\paper_final_reviewed_20260725\paper_tables_figures\ablation_test_core.csv
02_mixed_domain_ablation/paper_tables/attribute_summary.csv,paper tables,8161,450c3f49ea34714be63feaed9910cf7533d33b8da40f352dc22f918d9fb9a1fa,D:\CODE\LipidBench\PeakTruthLab\results\paper_final_reviewed_20260725\paper_tables_figures\attribute_summary.csv
02_mixed_domain_ablation/paper_tables/box_geometry_summary.csv,paper tables,3048,f5ff958187cc97044cb9fdc41611cf35e9303012dcd683644e6c6f6eb486c0ed,D:\CODE\LipidBench\PeakTruthLab\results\paper_final_reviewed_20260725\paper_tables_figures\box_geometry_summary.csv
02_mixed_domain_ablation/paper_tables/core_results.json,paper tables,26610,7279575ed2a3301580f4663b9c31fd7cfa773beb3670f40e8fb869fa2a2d68de,D:\CODE\LipidBench\PeakTruthLab\results\paper_final_reviewed_20260725\paper_tables_figures\core_results.json
02_mixed_domain_ablation/paper_tables/dataset_split_summary.csv,paper tables,853,787d1633f2eca8cec09e9acd4d5a168cc595adbf13e072801556530822f8532a,D:\CODE\LipidBench\PeakTruthLab\results\paper_final_reviewed_20260725\paper_tables_figures\dataset_split_summary.csv
02_mixed_domain_ablation/paper_tables/hyperparameters.csv,paper tables,1034,15309c3e18e0849c23afc0b30df4c9d92b263f1211c10e99ccf3a33c9fb1787b,D:\CODE\LipidBench\PeakTruthLab\results\paper_final_reviewed_20260725\paper_tables_figures\hyperparameters.csv
02_mixed_domain_ablation/paper_tables/paper_methods_data_results.md,paper tables,5272,18c04a5f3bc4dfd922719a7c5966dec5f51e321d8e3ab754b14a9ac2f3275eed,D:\CODE\LipidBench\PeakTruthLab\results\paper_final_reviewed_20260725\paper_tables_figures\paper_methods_data_results.md
02_mixed_domain_ablation/paper_tables/paper_results_manifest.json,paper tables,1007,9a8d289f1c8d99f92dee8087b2c1e63c8347c2a794b0a580bca0c781185e1d97,D:\CODE\LipidBench\PeakTruthLab\results\paper_final_reviewed_20260725\paper_tables_figures\paper_results_manifest.json
02_mixed_domain_ablation/paper_tables/peak_count_distribution.csv,paper tables,1188,7255ac0386d61aae0ac58340c9ef225ebe4e2e632b6cbaa09decd51855be9bb9,D:\CODE\LipidBench\PeakTruthLab\results\paper_final_reviewed_20260725\paper_tables_figures\peak_count_distribution.csv
02_mixed_domain_ablation/paper_tables/review_corrections.csv,paper tables,23832,0d040f1127d23dd764c35d6332c0aefbb8b587dff7a9f576942030b72f19be46,D:\CODE\LipidBench\PeakTruthLab\results\paper_final_reviewed_20260725\paper_tables_figures\review_corrections.csv
02_mixed_domain_ablation/paper_tables/review_summary.csv,paper tables,228,97f97ab30d1ce735552d8dd11ddcc99939ea90f4466ed29c35f72c909e17ac3d,D:\CODE\LipidBench\PeakTruthLab\results\paper_final_reviewed_20260725\paper_tables_figures\review_summary.csv
02_mixed_domain_ablation/paper_tables/source_distribution.csv,paper tables,2198,eec542d608b2a07fc7e62eb7533a63003ffc8803ddabd0312c64d62d4113bdf3,D:\CODE\LipidBench\PeakTruthLab\results\paper_final_reviewed_20260725\paper_tables_figures\source_distribution.csv
02_mixed_domain_ablation/paper_tables/test_detection_subgroups_all.csv,paper tables,8835,ac754f15601590c81077a9a0a5f130a462087b933f91957f37c738ebc02a8844,D:\CODE\LipidBench\PeakTruthLab\results\paper_final_reviewed_20260725\paper_tables_figures\test_detection_subgroups_all.csv
02_mixed_domain_ablation/paper_tables/test_seed_calibration_all.csv,paper tables,4223,c3716227c260bbefa5b3346c14d45c6de3f106cfb5ca65185302f5fde4c1e4f9,D:\CODE\LipidBench\PeakTruthLab\results\paper_final_reviewed_20260725\paper_tables_figures\test_seed_calibration_all.csv
02_mixed_domain_ablation/paper_tables/test_seed_subgroups_all.csv,paper tables,7049,ca7d63eb3e260981c865e40dc8f222cced71fca2527a9dfb9ba36806944b8c02,D:\CODE\LipidBench\PeakTruthLab\results\paper_final_reviewed_20260725\paper_tables_figures\test_seed_subgroups_all.csv
02_mixed_domain_ablation/paper_tables/validation_best_checkpoints.csv,paper tables,783,a6cf8fa057d4076eb3ce084c0dce0fc6fc98ff5be0b89e821a3af192ea5fbdb2,D:\CODE\LipidBench\PeakTruthLab\results\paper_final_reviewed_20260725\paper_tables_figures\validation_best_checkpoints.csv
02_mixed_domain_ablation/paper_tables/validation_training_curves.csv,paper tables,15557,4733c952c34dabcb282d38e6293ae119527b885a31dd80545da9543c4da8adae,D:\CODE\LipidBench\PeakTruthLab\results\paper_final_reviewed_20260725\paper_tables_figures\validation_training_curves.csv
02_mixed_domain_ablation/provenance/compile_paper_results.py,mixed-domain provenance,34534,be79539d89a47a0b05d0ef0cebb67b18f8705ae6aaf079d8b56f911f1c6aacd6,D:\CODE\LipidBench\PeakTruthLab\results\paper_final_reviewed_20260725\00_provenance\code\compile_paper_results.py
02_mixed_domain_ablation/provenance/evaluate_ablation_final.py,mixed-domain provenance,36844,680b245c30d566cafc4235ea5ad4203c03123f4850caf27cc30f92a9894dc6ed,D:\CODE\LipidBench\PeakTruthLab\results\paper_final_reviewed_20260725\00_provenance\code\evaluate_ablation_final.py
02_mixed_domain_ablation/provenance/peak_multitask.yaml,mixed-domain provenance,1560,f4adf882bb183d78192ef3428466864298b59e03e0ff134e19fd1ed699983a4c,D:\CODE\LipidBench\PeakTruthLab\results\paper_final_reviewed_20260725\00_provenance\code\peak_multitask.yaml
02_mixed_domain_ablation/provenance/train_peak_fusion_experiment.py,mixed-domain provenance,37510,440ceb0b334a7682ff61d5249137542f7bcf45f96a238fa5afd1f115666ca0b6,D:\CODE\LipidBench\PeakTruthLab\results\paper_final_reviewed_20260725\00_provenance\code\train_peak_fusion_experiment.py
02_mixed_domain_ablation/single_seed_test_evaluation/A_image_only/selection_before_test.json,single-seed raw evaluation,3565,70d761c7451c91f6af7f85cd0b4fda1757adc81e6d1873f6d845e4770be519b0,D:\CODE\LipidBench\PeakTruthLab\results\paper_final_reviewed_20260725\test_evaluation\A_image_only\selection_before_test.json
02_mixed_domain_ablation/single_seed_test_evaluation/A_image_only/test_detection_ap_summary.csv,single-seed raw evaluation,285,bc6e9603e85abf623cf59a3baac46d331a704c67bf13a40c51dc150a9adff766,D:\CODE\LipidBench\PeakTruthLab\results\paper_final_reviewed_20260725\test_evaluation\A_image_only\test_detection_ap_summary.csv
02_mixed_domain_ablation/single_seed_test_evaluation/A_image_only/test_detection_image_metrics.csv,single-seed raw evaluation,182338,1c40c55b022d94a41a79062cfa34236d2951d0cb55285079849407b50c67103f,D:\CODE\LipidBench\PeakTruthLab\results\paper_final_reviewed_20260725\test_evaluation\A_image_only\test_detection_image_metrics.csv
02_mixed_domain_ablation/single_seed_test_evaluation/A_image_only/test_detection_subgroups.csv,single-seed raw evaluation,2227,0bd276e0390c1b7a1f99472058b1968f40722eff9c326961a13d418ec54ac32b,D:\CODE\LipidBench\PeakTruthLab\results\paper_final_reviewed_20260725\test_evaluation\A_image_only\test_detection_subgroups.csv
02_mixed_domain_ablation/single_seed_test_evaluation/A_image_only/test_metrics.json,single-seed raw evaluation,8365,af6c75aa527acecca9be38d180eb63e880b64d4842e429e1daae66a22b821cbc,D:\CODE\LipidBench\PeakTruthLab\results\paper_final_reviewed_20260725\test_evaluation\A_image_only\test_metrics.json
02_mixed_domain_ablation/single_seed_test_evaluation/A_image_only/test_seed_predictions.csv,single-seed raw evaluation,149796,042cb788d6333e4883ce8b5b0ffc9c6759f953b72c710e70b4580ae9687523e4,D:\CODE\LipidBench\PeakTruthLab\results\paper_final_reviewed_20260725\test_evaluation\A_image_only\test_seed_predictions.csv
02_mixed_domain_ablation/single_seed_test_evaluation/A_image_only/test_seed_subgroups.csv,single-seed raw evaluation,1686,160f0671588896d0cc6f831bc0610d8e58ca0eb379da67aa777589a0770ca7dd,D:\CODE\LipidBench\PeakTruthLab\results\paper_final_reviewed_20260725\test_evaluation\A_image_only\test_seed_subgroups.csv
02_mixed_domain_ablation/single_seed_test_evaluation/A_image_only/val_detection_threshold_sweep.csv,single-seed raw evaluation,5330,86613e85d8ed7568b30216a490474fde572a34261cf90f5dcf501218a81650d5,D:\CODE\LipidBench\PeakTruthLab\results\paper_final_reviewed_20260725\test_evaluation\A_image_only\val_detection_threshold_sweep.csv
02_mixed_domain_ablation/single_seed_test_evaluation/A_image_only/val_seed_threshold_sweep.csv,single-seed raw evaluation,214193,e4c8fe6be69fd2bf17b3d715e2832f70b12c48120e08a58337176681996742f8,D:\CODE\LipidBench\PeakTruthLab\results\paper_final_reviewed_20260725\test_evaluation\A_image_only\val_seed_threshold_sweep.csv
02_mixed_domain_ablation/single_seed_test_evaluation/B_attr_only/selection_before_test.json,single-seed raw evaluation,3561,09846adf911732eb813f6a1e04bff19982b4edb943597411bc7faa39a7c75216,D:\CODE\LipidBench\PeakTruthLab\results\paper_final_reviewed_20260725\test_evaluation\B_attr_only\selection_before_test.json
02_mixed_domain_ablation/single_seed_test_evaluation/B_attr_only/test_detection_ap_summary.csv,single-seed raw evaluation,280,c854996647cc70af96b85ec812a3f8cc8bfa8cccc65f2bcf65d87c548ee66afb,D:\CODE\LipidBench\PeakTruthLab\results\paper_final_reviewed_20260725\test_evaluation\B_attr_only\test_detection_ap_summary.csv
02_mixed_domain_ablation/single_seed_test_evaluation/B_attr_only/test_detection_image_metrics.csv,single-seed raw evaluation,182957,14bcb0df5f9ab930f2acc1da27140601c95ad2fe45f388204f9459a2a739880d,D:\CODE\LipidBench\PeakTruthLab\results\paper_final_reviewed_20260725\test_evaluation\B_attr_only\test_detection_image_metrics.csv
02_mixed_domain_ablation/single_seed_test_evaluation/B_attr_only/test_detection_subgroups.csv,single-seed raw evaluation,2202,add2076410a4e874ef98c80a5170a09486c29a736688521393d2262ce92810ff,D:\CODE\LipidBench\PeakTruthLab\results\paper_final_reviewed_20260725\test_evaluation\B_attr_only\test_detection_subgroups.csv
02_mixed_domain_ablation/single_seed_test_evaluation/B_attr_only/test_metrics.json,single-seed raw evaluation,8353,da7473f0102628c5051d24f957b283af232f378ce789cb02f6eb32fbcd5fe906,D:\CODE\LipidBench\PeakTruthLab\results\paper_final_reviewed_20260725\test_evaluation\B_attr_only\test_metrics.json
02_mixed_domain_ablation/single_seed_test_evaluation/B_attr_only/test_seed_predictions.csv,single-seed raw evaluation,159692,391656d4e64caef38084b3262a271a4ec4b6a2c4d043fa82c2e13570665f5d10,D:\CODE\LipidBench\PeakTruthLab\results\paper_final_reviewed_20260725\test_evaluation\B_attr_only\test_seed_predictions.csv
02_mixed_domain_ablation/single_seed_test_evaluation/B_attr_only/test_seed_subgroups.csv,single-seed raw evaluation,1720,70db7517068b64128bbaa93903dd83902bad9422bf9fae2e71fa00881b5415c8,D:\CODE\LipidBench\PeakTruthLab\results\paper_final_reviewed_20260725\test_evaluation\B_attr_only\test_seed_subgroups.csv
02_mixed_domain_ablation/single_seed_test_evaluation/B_attr_only/val_detection_threshold_sweep.csv,single-seed raw evaluation,5334,3c2a168327053152518e5b7c2163f92d2b9b0b7e6e3f2cd1570f6026877faf13,D:\CODE\LipidBench\PeakTruthLab\results\paper_final_reviewed_20260725\test_evaluation\B_attr_only\val_detection_threshold_sweep.csv
02_mixed_domain_ablation/single_seed_test_evaluation/B_attr_only/val_seed_threshold_sweep.csv,single-seed raw evaluation,213528,4a83c30bf56e69fb5d4e4538df021a2114d7e074a19c5894ff24ebc41de8b9e0,D:\CODE\LipidBench\PeakTruthLab\results\paper_final_reviewed_20260725\test_evaluation\B_attr_only\val_seed_threshold_sweep.csv
02_mixed_domain_ablation/single_seed_test_evaluation/C_naive_concat/selection_before_test.json,single-seed raw evaluation,3585,6860ca024130cb2ddf44b47db1befbdd4d8798b7476b905c5b7567ce0567dfbc,D:\CODE\LipidBench\PeakTruthLab\results\paper_final_reviewed_20260725\test_evaluation\C_naive_concat\selection_before_test.json
02_mixed_domain_ablation/single_seed_test_evaluation/C_naive_concat/test_detection_ap_summary.csv,single-seed raw evaluation,285,4cf3e30eb549c715fe246b6ac67ece4a20475bc1f03cc0fd29dcd00faa33e89c,D:\CODE\LipidBench\PeakTruthLab\results\paper_final_reviewed_20260725\test_evaluation\C_naive_concat\test_detection_ap_summary.csv
02_mixed_domain_ablation/single_seed_test_evaluation/C_naive_concat/test_detection_image_metrics.csv,single-seed raw evaluation,182543,0ca583abdea16b6f21b72b824277ca772daa5975515a87ecc51967c0e5a357d6,D:\CODE\LipidBench\PeakTruthLab\results\paper_final_reviewed_20260725\test_evaluation\C_naive_concat\test_detection_image_metrics.csv
02_mixed_domain_ablation/single_seed_test_evaluation/C_naive_concat/test_detection_subgroups.csv,single-seed raw evaluation,2230,f6f3e3a0c9654be1ef0adbca3adf7acb7e9330959f7f15ffec821dc433ff0acd,D:\CODE\LipidBench\PeakTruthLab\results\paper_final_reviewed_20260725\test_evaluation\C_naive_concat\test_detection_subgroups.csv
02_mixed_domain_ablation/single_seed_test_evaluation/C_naive_concat/test_metrics.json,single-seed raw evaluation,8398,cec4bcf84ec12b62de27de3a16f5dc6650413bbe1547a80ef2b39c5ea77e81c4,D:\CODE\LipidBench\PeakTruthLab\results\paper_final_reviewed_20260725\test_evaluation\C_naive_concat\test_metrics.json
02_mixed_domain_ablation/single_seed_test_evaluation/C_naive_concat/test_seed_predictions.csv,single-seed raw evaluation,154083,0dccff5bd85fcea7fe04dbdaa7090b16901335796996baa0b1c58f9a25761746,D:\CODE\LipidBench\PeakTruthLab\results\paper_final_reviewed_20260725\test_evaluation\C_naive_concat\test_seed_predictions.csv
