sample_id,source_file,true_peak_count_class,true_positive,false_positive,false_negative,target_count,prediction_count,exact_count,count_absolute_error,mean_matched_iou
D04P_NEG__F176,D04P_NEG,single,1,0,0,1,1,True,0,0.8236143589019775
D04P_NEG__F177,D04P_NEG,single,1,0,0,1,1,True,0,0.8189561367034912
D04P_NEG__F178,D04P_NEG,single,1,0,0,1,1,True,0,0.7717286348342896
D04P_NEG__F18,D04P_NEG,empty,0,0,0,0,0,True,0,0.0
D04P_NEG__F181,D04P_NEG,single,1,0,0,1,1,True,0,0.8584394454956055
D04P_NEG__F182,D04P_NEG,single,1,0,0,1,1,True,0,0.919750988483429
D04P_NEG__F183,D04P_NEG,single,1,0,0,1,1,True,0,0.8994840979576111
D04P_NEG__F185,D04P_NEG,single,1,0,0,1,1,True,0,0.9297501444816589
D04P_NEG__F186,D04P_NEG,single,0,1,1,1,1,True,0,0.0
D04P_NEG__F189,D04P_NEG,empty,0,0,0,0,0,True,0,0.0
D04P_NEG__F19,D04P_NEG,empty,0,0,0,0,0,True,0,0.0
D04P_NEG__F191,D04P_NEG,single,1,0,0,1,1,True,0,0.8304064869880676
D04P_NEG__F193,D04P_NEG,empty,0,0,0,0,0,True,0,0.0
D04P_NEG__F194,D04P_NEG,single,1,0,0,1,1,True,0,0.8815309405326843
D04P_NEG__F195,D04P_NEG,multi,2,0,0,2,2,True,0,0.9224647879600525
D04P_NEG__F196,D04P_NEG,multi,2,0,0,2,2,True,0,0.9250647127628326
D04P_NEG__F197,D04P_NEG,single,1,0,0,1,1,True,0,0.8750118613243103
D04P_NEG__F20,D04P_NEG,single,1,0,0,1,1,True,0,0.9513165354728699
D04P_NEG__F200,D04P_NEG,single,1,0,0,1,1,True,0,0.7453765273094177
D04P_NEG__F204,D04P_NEG,multi,2,0,0,2,2,True,0,0.7789903581142426
D04P_NEG__F205,D04P_NEG,multi,2,0,0,2,2,True,0,0.792309582233429
D04P_NEG__F209,D04P_NEG,empty,0,0,0,0,0,True,0,0.0
D04P_NEG__F210,D04P_NEG,single,1,0,0,1,1,True,0,0.6281951665878296
D04P_NEG__F211,D04P_NEG,empty,0,1,0,0,1,False,1,0.0
D04P_NEG__F212,D04P_NEG,empty,0,0,0,0,0,True,0,0.0
D04P_NEG__F213,D04P_NEG,multi,2,0,0,2,2,True,0,0.8090961873531342
D04P_NEG__F219,D04P_NEG,empty,0,1,0,0,1,False,1,0.0
D04P_NEG__F221,D04P_NEG,multi,2,0,0,2,2,True,0,0.8989722430706024
D04P_NEG__F223,D04P_NEG,multi,1,1,1,2,2,True,0,0.9355273246765137
D04P_NEG__F226,D04P_NEG,empty,0,1,0,0,1,False,1,0.0
D04P_NEG__F228,D04P_NEG,multi,2,0,0,2,2,True,0,0.8896878361701965
D04P_NEG__F229,D04P_NEG,multi,2,0,0,2,2,True,0,0.882350742816925
D04P_NEG__F23,D04P_NEG,single,1,0,0,1,1,True,0,0.7224517464637756
D04P_NEG__F230,D04P_NEG,multi,2,0,0,2,2,True,0,0.8904487192630768
D04P_NEG__F232,D04P_NEG,empty,0,0,0,0,0,True,0,0.0
D04P_NEG__F235,D04P_NEG,empty,0,0,0,0,0,True,0,0.0
D04P_NEG__F236,D04P_NEG,empty,0,2,0,0,2,False,2,0.0
D04P_NEG__F238,D04P_NEG,empty,0,1,0,0,1,False,1,0.0
D04P_NEG__F239,D04P_NEG,empty,0,1,0,0,1,False,1,0.0
D04P_NEG__F24,D04P_NEG,empty,0,0,0,0,0,True,0,0.0
D04P_NEG__F245,D04P_NEG,empty,0,1,0,0,1,False,1,0.0
D04P_NEG__F246,D04P_NEG,multi,2,0,0,2,2,True,0,0.9567118883132935
D04P_NEG__F248,D04P_NEG,empty,0,0,0,0,0,True,0,0.0
D04P_NEG__F249,D04P_NEG,empty,0,0,0,0,0,True,0,0.0
D04P_NEG__F25,D04P_NEG,empty,0,0,0,0,0,True,0,0.0
D04P_NEG__F250,D04P_NEG,multi,2,0,0,2,2,True,0,0.8817444145679474
D04P_NEG__F251,D04P_NEG,multi,2,0,0,2,2,True,0,0.8157879710197449
D04P_NEG__F256,D04P_NEG,single,1,0,0,1,1,True,0,0.8638626337051392
D04P_NEG__F258,D04P_NEG,empty,0,3,0,0,3,False,3,0.0
D04P_NEG__F26,D04P_NEG,empty,0,0,0,0,0,True,0,0.0
D04P_NEG__F260,D04P_NEG,single,1,0,0,1,1,True,0,0.9427642226219177
D04P_NEG__F262,D04P_NEG,empty,0,1,0,0,1,False,1,0.0
D04P_NEG__F264,D04P_NEG,empty,0,1,0,0,1,False,1,0.0
D04P_NEG__F265,D04P_NEG,single,1,0,0,1,1,True,0,0.9276019930839539
D04P_NEG__F266,D04P_NEG,empty,0,0,0,0,0,True,0,0.0
D04P_NEG__F269,D04P_NEG,single,1,0,0,1,1,True,0,0.764410674571991
D04P_NEG__F27,D04P_NEG,single,1,0,0,1,1,True,0,0.8954312801361084
D04P_NEG__F272,D04P_NEG,single,1,0,0,1,1,True,0,0.8904786705970764
D04P_NEG__F273,D04P_NEG,single,1,0,0,1,1,True,0,0.706156313419342
D04P_NEG__F275,D04P_NEG,single,1,0,0,1,1,True,0,0.9136853218078613
D04P_NEG__F276,D04P_NEG,single,1,1,0,1,2,False,1,0.7464979290962219
D04P_NEG__F278,D04P_NEG,multi,1,1,1,2,2,True,0,0.8966209292411804
D04P_NEG__F279,D04P_NEG,multi,2,1,2,4,3,False,1,0.8637908399105072
D04P_NEG__F281,D04P_NEG,single,1,0,0,1,1,True,0,0.9073049426078796
D04P_NEG__F282,D04P_NEG,single,0,1,1,1,1,True,0,0.0
D04P_NEG__F285,D04P_NEG,multi,2,0,0,2,2,True,0,0.853673130273819
D04P_NEG__F287,D04P_NEG,single,1,0,0,1,1,True,0,0.8044913411140442
D04P_NEG__F288,D04P_NEG,empty,0,1,0,0,1,False,1,0.0
D04P_NEG__F290,D04P_NEG,empty,0,1,0,0,1,False,1,0.0
D04P_NEG__F291,D04P_NEG,single,1,0,0,1,1,True,0,0.922696053981781
D04P_NEG__F292,D04P_NEG,multi,2,0,0,2,2,True,0,0.798128068447113
D04P_NEG__F297,D04P_NEG,multi,3,0,0,3,3,True,0,0.9409048358599345
D04P_NEG__F299,D04P_NEG,single,1,0,0,1,1,True,0,0.9280774593353271
D04P_NEG__F3,D04P_NEG,empty,0,0,0,0,0,True,0,0.0
D04P_NEG__F30,D04P_NEG,empty,0,0,0,0,0,True,0,0.0
D04P_NEG__F300,D04P_NEG,single,1,3,0,1,4,False,3,0.8691792488098145
D04P_NEG__F302,D04P_NEG,empty,0,1,0,0,1,False,1,0.0
D04P_NEG__F303,D04P_NEG,multi,2,0,0,2,2,True,0,0.9151153862476349
D04P_NEG__F305,D04P_NEG,single,1,1,0,1,2,False,1,0.9293729066848755
D04P_NEG__F306,D04P_NEG,single,1,0,0,1,1,True,0,0.7997397780418396
D04P_NEG__F31,D04P_NEG,empty,0,0,0,0,0,True,0,0.0
D04P_NEG__F310,D04P_NEG,single,1,0,0,1,1,True,0,0.8566191792488098
D04P_NEG__F311,D04P_NEG,single,1,0,0,1,1,True,0,0.7224826216697693
D04P_NEG__F312,D04P_NEG,multi,2,0,0,2,2,True,0,0.8950565159320831
D04P_NEG__F313,D04P_NEG,single,1,0,0,1,1,True,0,0.8928037285804749
D04P_NEG__F317,D04P_NEG,multi,1,0,1,2,1,False,1,0.7699245810508728
D04P_NEG__F319,D04P_NEG,single,1,0,0,1,1,True,0,0.8848053812980652
D04P_NEG__F32,D04P_NEG,empty,0,2,0,0,2,False,2,0.0
D04P_NEG__F321,D04P_NEG,single,1,0,0,1,1,True,0,0.9384952783584595
D04P_NEG__F322,D04P_NEG,single,1,0,0,1,1,True,0,0.8369153141975403
D04P_NEG__F323,D04P_NEG,empty,0,2,0,0,2,False,2,0.0
D04P_NEG__F329,D04P_NEG,single,1,0,0,1,1,True,0,0.6510208249092102
D04P_NEG__F330,D04P_NEG,single,1,0,0,1,1,True,0,0.901670515537262
D04P_NEG__F332,D04P_NEG,single,1,0,0,1,1,True,0,0.888745903968811
D04P_NEG__F333,D04P_NEG,single,1,0,0,1,1,True,0,0.7524715065956116
D04P_NEG__F334,D04P_NEG,single,1,0,0,1,1,True,0,0.8940677642822266
D04P_NEG__F335,D04P_NEG,single,1,0,0,1,1,True,0,0.9554640054702759
D04P_NEG__F336,D04P_NEG,multi,2,1,2,4,3,False,1,0.5221833288669586
D04P_NEG__F34,D04P_NEG,empty,0,0,0,0,0,True,0,0.0
D04P_NEG__F341,D04P_NEG,single,1,0,0,1,1,True,0,0.9686756134033203
D04P_NEG__F342,D04P_NEG,multi,2,1,2,4,3,False,1,0.9252345263957977
D04P_NEG__F347,D04P_NEG,multi,0,1,2,2,1,False,1,0.0
D04P_NEG__F349,D04P_NEG,single,1,0,0,1,1,True,0,0.839016318321228
D04P_NEG__F350,D04P_NEG,single,1,0,0,1,1,True,0,0.9109799265861511
D04P_NEG__F351,D04P_NEG,multi,3,0,0,3,3,True,0,0.7411859432856241
D04P_NEG__F353,D04P_NEG,single,1,0,0,1,1,True,0,0.898722767829895
D04P_NEG__F354,D04P_NEG,multi,2,0,0,2,2,True,0,0.9693813920021057
D04P_NEG__F355,D04P_NEG,multi,2,0,0,2,2,True,0,0.8122954964637756
D04P_NEG__F356,D04P_NEG,multi,2,0,0,2,2,True,0,0.8031824231147766
D04P_NEG__F357,D04P_NEG,single,1,0,0,1,1,True,0,0.8381415009498596
D04P_NEG__F358,D04P_NEG,multi,2,1,0,2,3,False,1,0.815354734659195
D04P_NEG__F361,D04P_NEG,multi,3,0,1,4,3,False,1,0.8888818820317587
D04P_NEG__F362,D04P_NEG,multi,3,0,1,4,3,False,1,0.928905189037323
D04P_NEG__F363,D04P_NEG,multi,2,0,1,3,2,False,1,0.8138953447341919
D04P_NEG__F364,D04P_NEG,multi,2,0,1,3,2,False,1,0.8420935869216919
D04P_NEG__F365,D04P_NEG,multi,4,0,0,4,4,True,0,0.8505018651485443
D04P_NEG__F368,D04P_NEG,single,1,0,0,1,1,True,0,0.9144483208656311
D04P_NEG__F370,D04P_NEG,multi,4,0,0,4,4,True,0,0.9137148857116699
D04P_NEG__F375,D04P_NEG,single,1,0,0,1,1,True,0,0.918201208114624
D04P_NEG__F38,D04P_NEG,single,1,0,0,1,1,True,0,0.8009033799171448
D04P_NEG__F381,D04P_NEG,multi,1,1,2,3,2,False,1,0.9423513412475586
D04P_NEG__F382,D04P_NEG,single,1,0,0,1,1,True,0,0.8799471855163574
D04P_NEG__F384,D04P_NEG,multi,2,0,0,2,2,True,0,0.8763180375099182
D04P_NEG__F389,D04P_NEG,single,1,0,0,1,1,True,0,0.8471832275390625
D04P_NEG__F395,D04P_NEG,single,1,0,0,1,1,True,0,0.9378234148025513
D04P_NEG__F397,D04P_NEG,single,1,1,0,1,2,False,1,0.8777890801429749
D04P_NEG__F4,D04P_NEG,empty,0,0,0,0,0,True,0,0.0
D04P_NEG__F40,D04P_NEG,empty,0,0,0,0,0,True,0,0.0
D04P_NEG__F403,D04P_NEG,single,1,0,0,1,1,True,0,0.9722339510917664
D04P_NEG__F404,D04P_NEG,single,1,0,0,1,1,True,0,0.9936903715133667
D04P_NEG__F405,D04P_NEG,single,1,0,0,1,1,True,0,0.9507923126220703
D04P_NEG__F408,D04P_NEG,single,1,0,0,1,1,True,0,0.8806111812591553
D04P_NEG__F409,D04P_NEG,single,1,0,0,1,1,True,0,0.911759614944458
D04P_NEG__F412,D04P_NEG,single,1,0,0,1,1,True,0,0.901239275932312
D04P_NEG__F413,D04P_NEG,single,1,0,0,1,1,True,0,0.8613829016685486
D04P_NEG__F415,D04P_NEG,multi,3,0,0,3,3,True,0,0.9206273158391317
D04P_NEG__F416,D04P_NEG,single,1,0,0,1,1,True,0,0.8961963057518005
D04P_NEG__F417,D04P_NEG,single,1,0,0,1,1,True,0,0.9055697917938232
D04P_NEG__F420,D04P_NEG,single,1,0,0,1,1,True,0,0.7864757776260376
D04P_NEG__F421,D04P_NEG,single,1,0,0,1,1,True,0,0.9289442300796509
D04P_NEG__F422,D04P_NEG,single,1,0,0,1,1,True,0,0.9215983748435974
D04P_NEG__F423,D04P_NEG,single,1,1,0,1,2,False,1,0.947137176990509
D04P_NEG__F425,D04P_NEG,multi,1,0,1,2,1,False,1,0.8697428107261658
D04P_NEG__F426,D04P_NEG,single,1,0,0,1,1,True,0,0.9162909984588623
D04P_NEG__F43,D04P_NEG,empty,0,0,0,0,0,True,0,0.0
D04P_NEG__F430,D04P_NEG,multi,2,0,0,2,2,True,0,0.915681004524231
D04P_NEG__F432,D04P_NEG,multi,1,0,1,2,1,False,1,0.8737531304359436
D04P_NEG__F433,D04P_NEG,single,1,0,0,1,1,True,0,0.9594399929046631
D04P_NEG__F434,D04P_NEG,single,1,0,0,1,1,True,0,0.9094653725624084
D04P_NEG__F435,D04P_NEG,multi,2,0,0,2,2,True,0,0.921665221452713
D04P_NEG__F438,D04P_NEG,multi,2,0,0,2,2,True,0,0.8300929665565491
D04P_NEG__F444,D04P_NEG,multi,3,0,0,3,3,True,0,0.9398030241330465
D04P_NEG__F445,D04P_NEG,multi,3,0,0,3,3,True,0,0.8947737216949463
D04P_NEG__F446,D04P_NEG,multi,4,0,1,5,4,False,1,0.9277440905570984
D04P_NEG__F447,D04P_NEG,multi,2,0,0,2,2,True,0,0.9177275002002716
D04P_NEG__F448,D04P_NEG,multi,2,0,0,2,2,True,0,0.9142226576805115
D04P_NEG__F450,D04P_NEG,multi,2,0,0,2,2,True,0,0.8524914681911469
D04P_NEG__F451,D04P_NEG,single,1,0,0,1,1,True,0,0.8344461917877197
D04P_NEG__F452,D04P_NEG,single,0,0,1,1,0,False,1,0.0
D04P_NEG__F458,D04P_NEG,single,1,0,0,1,1,True,0,0.9365496039390564
D04P_NEG__F46,D04P_NEG,single,1,0,0,1,1,True,0,0.8403608798980713
D04P_NEG__F461,D04P_NEG,empty,0,1,0,0,1,False,1,0.0
D04P_NEG__F463,D04P_NEG,multi,2,0,0,2,2,True,0,0.9105975031852722
D04P_NEG__F465,D04P_NEG,multi,3,0,0,3,3,True,0,0.9023176232973734
D04P_NEG__F466,D04P_NEG,multi,2,0,1,3,2,False,1,0.7946212291717529
D04P_NEG__F47,D04P_NEG,single,1,0,0,1,1,True,0,0.8886972665786743
D04P_NEG__F470,D04P_NEG,single,1,0,0,1,1,True,0,0.9940814971923828
D04P_NEG__F471,D04P_NEG,multi,2,0,0,2,2,True,0,0.8948310017585754
D04P_NEG__F474,D04P_NEG,multi,4,0,0,4,4,True,0,0.9142640382051468
D04P_NEG__F478,D04P_NEG,single,1,0,0,1,1,True,0,0.8548230528831482
D04P_NEG__F480,D04P_NEG,multi,2,0,0,2,2,True,0,0.9470835328102112
D04P_NEG__F482,D04P_NEG,multi,2,0,0,2,2,True,0,0.8659206628799438
D04P_NEG__F484,D04P_NEG,single,1,1,0,1,2,False,1,0.733581006526947
D04P_NEG__F486,D04P_NEG,multi,2,0,0,2,2,True,0,0.7410238981246948
D04P_NEG__F487,D04P_NEG,multi,2,0,0,2,2,True,0,0.9048053026199341
D04P_NEG__F488,D04P_NEG,single,1,0,0,1,1,True,0,0.8531187176704407
D04P_NEG__F489,D04P_NEG,single,1,0,0,1,1,True,0,0.8865471482276917
D04P_NEG__F49,D04P_NEG,single,1,1,0,1,2,False,1,0.8018403649330139
D04P_NEG__F491,D04P_NEG,multi,2,0,0,2,2,True,0,0.965421050786972
D04P_NEG__F494,D04P_NEG,single,1,0,0,1,1,True,0,0.7781680822372437
D04P_NEG__F497,D04P_NEG,single,1,0,0,1,1,True,0,0.9324729442596436
D04P_NEG__F50,D04P_NEG,single,1,0,0,1,1,True,0,0.7804747223854065
D04P_NEG__F500,D04P_NEG,single,1,0,0,1,1,True,0,0.9269286394119263
D04P_NEG__F501,D04P_NEG,single,1,0,0,1,1,True,0,0.929000198841095
D04P_NEG__F502,D04P_NEG,single,1,0,0,1,1,True,0,0.9219102263450623
D04P_NEG__F504,D04P_NEG,multi,2,0,0,2,2,True,0,0.9232415556907654
D04P_NEG__F508,D04P_NEG,multi,2,0,0,2,2,True,0,0.9267508089542389
D04P_NEG__F51,D04P_NEG,single,1,0,0,1,1,True,0,0.9443672299385071
D04P_NEG__F510,D04P_NEG,multi,2,0,0,2,2,True,0,0.9584754705429077
D04P_NEG__F515,D04P_NEG,multi,2,0,0,2,2,True,0,0.828222006559372
D04P_NEG__F519,D04P_NEG,single,1,0,0,1,1,True,0,0.8901284337043762
D04P_NEG__F520,D04P_NEG,multi,2,0,0,2,2,True,0,0.9482099413871765
D04P_NEG__F521,D04P_NEG,multi,2,0,0,2,2,True,0,0.9560027122497559
D04P_NEG__F522,D04P_NEG,single,1,0,0,1,1,True,0,0.9618846774101257
D04P_NEG__F523,D04P_NEG,single,1,0,0,1,1,True,0,0.9306302070617676
D04P_NEG__F525,D04P_NEG,multi,2,0,0,2,2,True,0,0.904190182685852
D04P_NEG__F530,D04P_NEG,single,1,0,0,1,1,True,0,0.9267339110374451
D04P_NEG__F535,D04P_NEG,single,1,0,0,1,1,True,0,0.9217886924743652
D04P_NEG__F536,D04P_NEG,multi,2,1,1,3,3,True,0,0.7095271646976471
D04P_NEG__F539,D04P_NEG,multi,2,0,0,2,2,True,0,0.9251623153686523
D04P_NEG__F540,D04P_NEG,multi,3,0,0,3,3,True,0,0.9208951393763224
D04P_NEG__F541,D04P_NEG,multi,2,0,0,2,2,True,0,0.9324664771556854
D04P_NEG__F543,D04P_NEG,multi,3,0,0,3,3,True,0,0.9508621692657471
D04P_NEG__F544,D04P_NEG,multi,2,0,0,2,2,True,0,0.8000116646289825
D04P_NEG__F545,D04P_NEG,multi,3,0,0,3,3,True,0,0.9437403082847595
D04P_NEG__F546,D04P_NEG,multi,2,0,0,2,2,True,0,0.8836250603199005
D04P_NEG__F549,D04P_NEG,multi,2,0,0,2,2,True,0,0.9109630882740021
D04P_NEG__F55,D04P_NEG,single,1,0,0,1,1,True,0,0.8550316095352173
D04P_NEG__F551,D04P_NEG,single,1,0,0,1,1,True,0,0.9877352118492126
D04P_NEG__F552,D04P_NEG,single,1,0,0,1,1,True,0,0.8991365432739258
D04P_NEG__F553,D04P_NEG,single,1,0,0,1,1,True,0,0.917496383190155
D04P_NEG__F554,D04P_NEG,single,1,0,0,1,1,True,0,0.9000855088233948
D04P_NEG__F555,D04P_NEG,multi,2,0,0,2,2,True,0,0.8620693981647491
D04P_NEG__F556,D04P_NEG,multi,2,0,0,2,2,True,0,0.8728685975074768
D04P_NEG__F557,D04P_NEG,multi,2,0,1,3,2,False,1,0.8792391717433929
D04P_NEG__F56,D04P_NEG,single,1,0,0,1,1,True,0,0.904947817325592
D04P_NEG__F560,D04P_NEG,single,1,0,0,1,1,True,0,0.9255165457725525
D04P_NEG__F561,D04P_NEG,single,1,0,0,1,1,True,0,0.9403208494186401
D04P_NEG__F562,D04P_NEG,single,1,0,0,1,1,True,0,0.9030500054359436
D04P_NEG__F563,D04P_NEG,single,1,0,0,1,1,True,0,0.9035302996635437
D04P_NEG__F566,D04P_NEG,multi,2,0,0,2,2,True,0,0.9124845862388611
D04P_NEG__F568,D04P_NEG,single,1,1,0,1,2,False,1,0.7288441061973572
D04P_NEG__F569,D04P_NEG,single,1,0,0,1,1,True,0,0.9194320440292358
D04P_NEG__F57,D04P_NEG,single,1,0,0,1,1,True,0,0.9433459043502808
D04P_NEG__F570,D04P_NEG,single,1,0,0,1,1,True,0,0.9683262705802917
D04P_NEG__F571,D04P_NEG,multi,2,0,0,2,2,True,0,0.9308166801929474
D04P_NEG__F573,D04P_NEG,multi,1,0,1,2,1,False,1,0.9449179172515869
D04P_NEG__F575,D04P_NEG,single,1,0,0,1,1,True,0,0.891007125377655
D04P_NEG__F577,D04P_NEG,multi,2,0,0,2,2,True,0,0.9232600331306458
D04P_NEG__F578,D04P_NEG,single,1,0,0,1,1,True,0,0.9320563077926636
D04P_NEG__F58,D04P_NEG,single,1,0,0,1,1,True,0,0.5985351800918579
D04P_NEG__F581,D04P_NEG,single,1,0,0,1,1,True,0,0.9172810912132263
D04P_NEG__F6,D04P_NEG,empty,0,0,0,0,0,True,0,0.0
D04P_NEG__F61,D04P_NEG,single,1,0,0,1,1,True,0,0.9201056361198425
D04P_NEG__F64,D04P_NEG,single,1,0,0,1,1,True,0,0.8175487518310547
D04P_NEG__F67,D04P_NEG,empty,0,0,0,0,0,True,0,0.0
D04P_NEG__F68,D04P_NEG,empty,0,0,0,0,0,True,0,0.0
D04P_NEG__F69,D04P_NEG,empty,0,0,0,0,0,True,0,0.0
D04P_NEG__F7,D04P_NEG,single,1,0,0,1,1,True,0,0.9007483124732971
D04P_NEG__F70,D04P_NEG,empty,0,0,0,0,0,True,0,0.0
D04P_NEG__F71,D04P_NEG,empty,0,0,0,0,0,True,0,0.0
D04P_NEG__F73,D04P_NEG,single,1,0,0,1,1,True,0,0.8524870276451111
D04P_NEG__F74,D04P_NEG,multi,2,0,0,2,2,True,0,0.8446787297725677
D04P_NEG__F75,D04P_NEG,single,1,0,0,1,1,True,0,0.9246585369110107
D04P_NEG__F76,D04P_NEG,single,1,0,0,1,1,True,0,0.9729256629943848
D04P_NEG__F77,D04P_NEG,single,1,0,0,1,1,True,0,0.6113927960395813
D04P_NEG__F78,D04P_NEG,empty,0,0,0,0,0,True,0,0.0
D04P_NEG__F79,D04P_NEG,empty,0,0,0,0,0,True,0,0.0
D04P_NEG__F8,D04P_NEG,single,1,0,0,1,1,True,0,0.7479434609413147
D04P_NEG__F80,D04P_NEG,single,1,0,0,1,1,True,0,0.8703767657279968
D04P_NEG__F82,D04P_NEG,single,1,0,0,1,1,True,0,0.9567310214042664
D04P_NEG__F83,D04P_NEG,multi,1,0,2,3,1,False,2,0.6508119702339172
D04P_NEG__F84,D04P_NEG,single,1,0,0,1,1,True,0,0.9428530335426331
D04P_NEG__F85,D04P_NEG,single,1,0,0,1,1,True,0,0.6989054083824158
D04P_NEG__F87,D04P_NEG,empty,0,0,0,0,0,True,0,0.0
D04P_NEG__F89,D04P_NEG,multi,2,0,0,2,2,True,0,0.7820611000061035
D04P_NEG__F90,D04P_NEG,single,0,0,1,1,0,False,1,0.0
D04P_NEG__F91,D04P_NEG,single,1,0,0,1,1,True,0,0.9280431270599365
D04P_NEG__F93,D04P_NEG,empty,0,0,0,0,0,True,0,0.0
D04P_NEG__F94,D04P_NEG,single,1,0,0,1,1,True,0,0.9459671378135681
D04P_NEG__F95,D04P_NEG,single,1,0,0,1,1,True,0,0.9068573713302612
D06P_POS__F1003,D06P_POS,multi,2,0,0,2,2,True,0,0.9707866907119751
D06P_POS__F1004,D06P_POS,single,1,0,0,1,1,True,0,0.9573027491569519
D06P_POS__F1006,D06P_POS,single,1,0,0,1,1,True,0,0.9416557550430298
D06P_POS__F1007,D06P_POS,multi,3,0,0,3,3,True,0,0.9236277341842651
D06P_POS__F1009,D06P_POS,multi,2,1,1,3,3,True,0,0.8769996166229248
D06P_POS__F101,D06P_POS,empty,0,0,0,0,0,True,0,0.0
D06P_POS__F1012,D06P_POS,multi,3,0,0,3,3,True,0,0.9034098784128824
D06P_POS__F1014,D06P_POS,multi,2,0,0,2,2,True,0,0.9076977670192719
D06P_POS__F1015,D06P_POS,multi,3,0,0,3,3,True,0,0.8963012099266052
D06P_POS__F1019,D06P_POS,multi,3,0,0,3,3,True,0,0.8492984771728516
D06P_POS__F102,D06P_POS,empty,0,0,0,0,0,True,0,0.0
D06P_POS__F1020,D06P_POS,multi,1,0,2,3,1,False,2,0.8882930278778076
D06P_POS__F1023,D06P_POS,multi,4,0,0,4,4,True,0,0.9227933585643768
D06P_POS__F1024,D06P_POS,multi,4,0,0,4,4,True,0,0.9410235434770584
D06P_POS__F1025,D06P_POS,multi,2,0,0,2,2,True,0,0.8274446427822113
D06P_POS__F1027,D06P_POS,multi,3,0,0,3,3,True,0,0.8579900662104288
D06P_POS__F1028,D06P_POS,multi,2,0,0,2,2,True,0,0.8372720181941986
